"partnerid","distinct category","partnerid_cnt","CategoryPrior"
"8ij4w","1","2","2.000000000"
"8ij4y","1","222","222.000000000"
"8ij4z","1","18","18.000000000"
"8ij59","1","883","883.000000000"
"8ij63","1","10","10.000000000"
"8ij6x","1","3","3.000000000"
"8ij77","1","1","1.000000000"
"8ij7g","1","1","1.000000000"
"8ij7x","1","1","1.000000000"
"8ij92","1","731","731.000000000"
"8ij95","1","6","6.000000000"
"8ij9m","1","416","416.000000000"
"8ijat","1","27","27.000000000"
"8ijb4","1","16","16.000000000"
"8ijb7","1","37","37.000000000"
"8ijb8","1","3420","3420.000000000"
"8ijba","1","1407","1407.000000000"
"8ijbf","1","625","625.000000000"
"8ijcm","1","107","107.000000000"
"8ijd3","1","94","94.000000000"
"8ije6","1","3","3.000000000"
"8ijeq","1","3","3.000000000"
"8ijf6","1","4","4.000000000"
"8ijfb","1","175","175.000000000"
"8ijfd","1","367","367.000000000"
"8ijfl","1","73","73.000000000"
"8ijgn","1","5","5.000000000"
"8ijjb","1","1","1.000000000"
"8ijjm","1","1","1.000000000"
"8ijka","1","2","2.000000000"
"8ijlc","1","2","2.000000000"
"8ijmn","1","1","1.000000000"
"8ijoc","1","1","1.000000000"
"8ijod","1","79","79.000000000"
"8ijq9","1","12","12.000000000"
"8ijqf","1","4","4.000000000"
"8ijql","1","241","241.000000000"
"8ijqw","1","5","5.000000000"
"8ijs4","1","1","1.000000000"
"8ijsd","1","1036","1036.000000000"
"8ijsn","1","10","10.000000000"
"8ijsu","1","25","25.000000000"
"8iju6","1","1","1.000000000"
"8ijva","1","1","1.000000000"
"8ijw3","1","47","47.000000000"
"8ijwf","1","2","2.000000000"
"8ijwo","1","1","1.000000000"
"8ijy9","1","82","82.000000000"
"8ijyd","1","186","186.000000000"
"8ijyv","1","1","1.000000000"
"8ijzd","1","128","128.000000000"
"8ijze","1","129","129.000000000"
"8ijzf","1","12","12.000000000"
"8ijzi","1","2399","2399.000000000"
"8ijzj","1","88","88.000000000"
"8ijzx","1","3121","3121.000000000"
"8ik0f","1","65","65.000000000"
"8ik15","1","3","3.000000000"
"8ik16","1","11","11.000000000"
"8ik1o","1","1","1.000000000"
"8ik1t","1","1","1.000000000"
"8ik2u","1","4","4.000000000"
"8ik2v","1","1","1.000000000"
"8ik4w","1","12","12.000000000"
"8ik58","1","2893","2893.000000000"
"8ik5g","1","16","16.000000000"
"8ik67","1","1","1.000000000"
"8ik6c","1","2","2.000000000"
"8ik6x","1","1","1.000000000"
"8ik7d","1","171","171.000000000"
"8ik9c","1","6","6.000000000"
"8ik9l","1","4","4.000000000"
"8ik9s","1","26","26.000000000"
"8ik9t","1","34","34.000000000"
"8ikae","1","1","1.000000000"
"8ikah","1","893","893.000000000"
"8ikap","1","3","3.000000000"
"8ikaq","1","14","14.000000000"
"8ikaz","1","3","3.000000000"
"8ikb5","1","31","31.000000000"
"8ikba","1","1","1.000000000"
"8ikc8","1","2","2.000000000"
"8ikdj","1","2","2.000000000"
"8ikdw","1","58","58.000000000"
"8ike2","1","37","37.000000000"
"8ikf1","1","67","67.000000000"
"8ikg6","1","18","18.000000000"
"8ikg9","1","2","2.000000000"
"8ikgc","1","2","2.000000000"
"8iki8","1","1","1.000000000"
"8ikip","1","295","295.000000000"
"8ikjp","1","2","2.000000000"
"8iklg","1","11","11.000000000"
"8ikm9","1","299","299.000000000"
"8ikme","1","38","38.000000000"
"8ikmz","1","8","8.000000000"
"8ikn6","1","194","194.000000000"
"8ikna","1","14","14.000000000"
"8ikoi","1","5","5.000000000"
"8ikou","1","141","141.000000000"
"8ikpq","1","378","378.000000000"
"8ikr4","1","436","436.000000000"
"8ikr7","1","2","2.000000000"
"8ikrv","1","1","1.000000000"
"8iks0","1","22","22.000000000"
"8ikvr","1","164","164.000000000"
"8ikyc","1","3","3.000000000"
"8ikzq","1","731","731.000000000"
"8il17","1","1","1.000000000"
"8il1w","1","3118","3118.000000000"
"8il22","1","49","49.000000000"
"8il2j","1","16","16.000000000"
"8il2x","1","967","967.000000000"
"8il3g","1","188","188.000000000"
"8il3o","1","1","1.000000000"
"8il3v","1","133","133.000000000"
"8il4c","1","38","38.000000000"
"8il4n","1","544","544.000000000"
"8il4r","1","8","8.000000000"
"8il6b","1","77","77.000000000"
"8il79","1","40","40.000000000"
"8il7m","1","2","2.000000000"
"8il8k","1","2","2.000000000"
"8ilbu","1","142","142.000000000"
"8ilbx","1","2199","2199.000000000"
"8ilc9","1","1","1.000000000"
"8ildb","1","19","19.000000000"
"8ildi","1","2694","2694.000000000"
"8ildn","1","15","15.000000000"
"8ilel","1","47","47.000000000"
"8ilf9","1","110","110.000000000"
"8ilff","1","13","13.000000000"
"8ilfu","1","1013","1013.000000000"
"8ilh8","1","3","3.000000000"
"8ili5","1","56","56.000000000"
"8iljx","1","5215","5215.000000000"
"8iljy","1","80","80.000000000"
"8ilkt","1","1","1.000000000"
"8ill4","1","1","1.000000000"
"8ilm4","1","83","83.000000000"
"8ilmh","1","3","3.000000000"
"8ilnu","1","31","31.000000000"
"8iloh","1","9","9.000000000"
"8ilok","1","965","965.000000000"
"8ilp2","1","1","1.000000000"
"8ilpa","1","1","1.000000000"
"8ilqt","1","3220","3220.000000000"
"8ils4","1","4","4.000000000"
"8ils9","1","1055","1055.000000000"
"8ilu4","1","2","2.000000000"
"8iluh","1","1","1.000000000"
"8iluo","1","7","7.000000000"
"8iluy","1","905","905.000000000"
"8ilyg","1","1","1.000000000"
"8ilzp","1","149","149.000000000"
"8im0u","1","568","568.000000000"
"8im1j","1","2","2.000000000"
"8im23","1","19","19.000000000"
"8im29","1","5","5.000000000"
"8im3b","1","1","1.000000000"
"8im41","1","54","54.000000000"
"8im4f","1","354","354.000000000"
"8im4k","1","3","3.000000000"
"8im50","1","3","3.000000000"
"8im59","1","3988","3988.000000000"
"8im6c","1","10","10.000000000"
"8im6t","1","3409","3409.000000000"
"8im78","1","131","131.000000000"
"8im8j","1","1","1.000000000"
"8im9a","1","5610","5610.000000000"
"8imb9","1","1","1.000000000"
"8imbb","1","1","1.000000000"
"8imcs","1","387","387.000000000"
"8imd2","1","15312","15312.000000000"
"8imdp","1","1","1.000000000"
"8imdt","1","4","4.000000000"
"8ime3","1","212","212.000000000"
"8ime7","1","118","118.000000000"
"8imef","1","2","2.000000000"
"8imf8","1","2","2.000000000"
"8imgt","1","5527","5527.000000000"
"8imho","1","2","2.000000000"
"8imhz","1","28","28.000000000"
"8imi0","1","2","2.000000000"
"8imib","1","17","17.000000000"
"8imkc","1","611","611.000000000"
"8imkd","1","377","377.000000000"
"8immj","1","20942","20942.000000000"
"8immk","1","81","81.000000000"
"8immq","1","1","1.000000000"
"8immu","1","3","3.000000000"
"8imna","1","46","46.000000000"
"8imnt","1","8","8.000000000"
"8imob","1","1067","1067.000000000"
"8impl","1","1","1.000000000"
"8impo","1","131","131.000000000"
"8imqe","1","3239","3239.000000000"
"8imqh","1","8","8.000000000"
"8imqn","1","4","4.000000000"
"8imrg","1","1","1.000000000"
"8imrr","1","398","398.000000000"
"8ims3","1","7","7.000000000"
"8ims6","1","515","515.000000000"
"8imtk","1","2","2.000000000"
"8imu3","1","57","57.000000000"
"8imu4","1","9","9.000000000"
"8imuo","1","1","1.000000000"
"8imv2","1","177","177.000000000"
"8imvn","1","4560","4560.000000000"
"8imvu","1","4","4.000000000"
"8imw6","1","11","11.000000000"
"8imwm","1","95","95.000000000"
"8imwn","1","133","133.000000000"
"8imwx","1","3341","3341.000000000"
"8imxz","1","14","14.000000000"
"8imyq","1","1","1.000000000"
"8imyz","1","5","5.000000000"
"8imz2","1","16","16.000000000"
"8imza","1","17","17.000000000"
"8imzd","1","3271","3271.000000000"
"8imze","1","109","109.000000000"
"8imzr","1","44","44.000000000"
"8imzv","1","224","224.000000000"
"8in07","1","1","1.000000000"
"8in0c","1","1636","1636.000000000"
"8in0d","1","69","69.000000000"
"8in1d","1","35","35.000000000"
"8in1s","1","7254","7254.000000000"
"8in1t","1","2489","2489.000000000"
"8in20","1","1","1.000000000"
"8in2d","1","26","26.000000000"
"8in34","1","25","25.000000000"
"8in35","1","63","63.000000000"
"8in3c","1","2095","2095.000000000"
"8in49","1","3","3.000000000"
"8in4e","1","9","9.000000000"
"8in66","1","41","41.000000000"
"8in69","1","10246","10246.000000000"
"8in6a","1","9107","9107.000000000"
"8in7f","1","23","23.000000000"
"8in80","1","7","7.000000000"
"8in8a","1","1","1.000000000"
"8in8e","1","10","10.000000000"
"8in8l","1","8","8.000000000"
"8in9f","1","3","3.000000000"
"8in9m","1","35","35.000000000"
"8ina8","1","6","6.000000000"
"8inag","1","7","7.000000000"
"8inat","1","10","10.000000000"
"8inay","1","14700","14700.000000000"
"8incg","1","3","3.000000000"
"8inck","1","282","282.000000000"
"8ind9","1","1","1.000000000"
"8indc","1","34","34.000000000"
"8indr","1","1","1.000000000"
"8inei","1","371","371.000000000"
"8inf7","1","75","75.000000000"
"8ingg","1","43","43.000000000"
"8ings","1","220","220.000000000"
"8inhr","1","2291","2291.000000000"
"8ini4","1","21","21.000000000"
"8ini5","1","1","1.000000000"
"8inig","1","82","82.000000000"
"8inil","1","407","407.000000000"
"8injc","1","22","22.000000000"
"8injo","1","66","66.000000000"
"8injw","1","1184","1184.000000000"
"8inkd","1","6","6.000000000"
"8inl2","1","3","3.000000000"
"8inn7","1","787","787.000000000"
"8ino6","1","2913","2913.000000000"
"8inp3","1","9","9.000000000"
"8inrc","1","57","57.000000000"
"8ins1","1","174","174.000000000"
"8insm","1","9","9.000000000"
"8insr","1","1","1.000000000"
"8inss","1","4","4.000000000"
"8int2","1","1","1.000000000"
"8intf","1","47","47.000000000"
"8inu8","1","12","12.000000000"
"8inum","1","463","463.000000000"
"8inwd","1","223","223.000000000"
"8inwo","1","96","96.000000000"
"8inwq","1","21","21.000000000"
"8inwx","1","3","3.000000000"
"8inz6","1","2","2.000000000"
"8inz8","1","188","188.000000000"
"8io09","1","2","2.000000000"
"8io28","1","414","414.000000000"
"8io37","1","1","1.000000000"
"8io4a","1","1255","1255.000000000"
"8io4t","1","5","5.000000000"
"8io5j","1","718","718.000000000"
"8io5s","1","1814","1814.000000000"
"8io7a","1","4","4.000000000"
"8io8s","1","123","123.000000000"
"8io95","1","56","56.000000000"
"8io9a","1","2","2.000000000"
"8io9t","1","39","39.000000000"
"8ioab","1","3","3.000000000"
"8ioac","1","146","146.000000000"
"8ioad","1","1596","1596.000000000"
"8ioaf","1","818","818.000000000"
"8iob1","1","34","34.000000000"
"8ioby","1","30","30.000000000"
"8iofb","1","6","6.000000000"
"8ioh3","1","1","1.000000000"
"8ioh5","1","2","2.000000000"
"8iojj","1","2","2.000000000"
"8iokr","1","3","3.000000000"
"8iomw","1","3","3.000000000"
"8ionb","1","3","3.000000000"
"8ionh","1","2","2.000000000"
"8ionj","1","3","3.000000000"
"8ioo5","1","8","8.000000000"
"8ioo7","1","9","9.000000000"
"8ioqe","1","444","444.000000000"
"8ior0","1","4","4.000000000"
"8iory","1","1","1.000000000"
"8iosv","1","1973","1973.000000000"
"8iot1","1","586","586.000000000"
"8iou1","1","61","61.000000000"
"8iou8","1","223","223.000000000"
"8ioui","1","1","1.000000000"
"8ioul","1","3","3.000000000"
"8iov7","1","3","3.000000000"
"8iow5","1","1","1.000000000"
"8iowu","1","62","62.000000000"
"8iozi","1","12","12.000000000"
"8ip0o","1","1","1.000000000"
"8ip10","1","10","10.000000000"
"8ip1i","1","2","2.000000000"
"8ip1v","1","3121","3121.000000000"
"8ip45","1","2884","2884.000000000"
"8ip46","1","7","7.000000000"
"8ip4d","1","10531","10531.000000000"
"8ip5p","1","3807","3807.000000000"
"8ip5q","1","340","340.000000000"
"8ip71","1","1590","1590.000000000"
"8ip7a","1","3","3.000000000"
"8ip8o","1","6","6.000000000"
"8ipao","1","1","1.000000000"
"8ipat","1","3","3.000000000"
"8ipcr","1","4","4.000000000"
"8ipdk","1","1","1.000000000"
"8ipdp","1","6","6.000000000"
"8ipdr","1","1","1.000000000"
"8ipeq","1","18","18.000000000"
"8ipgi","1","1","1.000000000"
"8ipgq","1","46","46.000000000"
"8ipif","1","7","7.000000000"
"8ipiu","1","2","2.000000000"
"8ipks","1","19","19.000000000"
"8ipls","1","86","86.000000000"
"8ipm4","1","25","25.000000000"
"8ipn0","1","7","7.000000000"
"8ipoi","1","1","1.000000000"
"8ipoo","1","636","636.000000000"
"8ippe","1","9","9.000000000"
"8ippl","1","18","18.000000000"
"8iprz","1","1","1.000000000"
"8ipwr","1","2","2.000000000"
"8ipxe","1","66","66.000000000"
"8ipxf","1","3","3.000000000"
"8iq0e","1","433","433.000000000"
"8iq0h","1","1","1.000000000"
"8iq0l","1","178","178.000000000"
"8iq0m","1","1","1.000000000"
"8iq0q","1","57","57.000000000"
"8iq0r","1","9","9.000000000"
"8iq11","1","2","2.000000000"
"8iq1n","1","4","4.000000000"
"8iq1z","1","668","668.000000000"
"8iq22","1","363","363.000000000"
"8iq3b","1","18","18.000000000"
"8iq4r","1","219","219.000000000"
"8iq53","1","13","13.000000000"
"8iq7q","1","3","3.000000000"
"8iq85","1","21","21.000000000"
"8iqbs","1","6","6.000000000"
"8iqd8","1","2","2.000000000"
"8iqde","1","19","19.000000000"
"8iqe6","1","17","17.000000000"
"8iqec","1","10","10.000000000"
"8iqee","1","3","3.000000000"
"8iqfg","1","6","6.000000000"
"8iqhl","1","2","2.000000000"
"8iqjj","1","1","1.000000000"
"8iqk3","1","22","22.000000000"
"8iqks","1","8","8.000000000"
"8iqni","1","14","14.000000000"
"8iqnn","1","1","1.000000000"
"8iqnv","1","5667","5667.000000000"
"8iqp5","1","7","7.000000000"
"8iqqe","1","4","4.000000000"
"8iqr5","1","1","1.000000000"
"8iqsw","1","2","2.000000000"
"8iqth","1","4","4.000000000"
"8iqu5","1","2","2.000000000"
"8iqua","1","7","7.000000000"
"8iqug","1","1745","1745.000000000"
"8iqvd","1","6","6.000000000"
"8iqvi","1","21","21.000000000"
"8iqvo","1","13","13.000000000"
"8iqvp","1","1","1.000000000"
"8iqw1","1","109","109.000000000"
"8iqw2","1","15","15.000000000"
"8iqw6","1","37","37.000000000"
"8iqw8","1","119","119.000000000"
"8iqw9","1","70","70.000000000"
"8iqwa","1","19","19.000000000"
"8iqwb","1","2","2.000000000"
"8iqwc","1","62","62.000000000"
"8iqwe","1","1","1.000000000"
"8iqws","1","3","3.000000000"
"8iqwy","1","2","2.000000000"
"8iqx9","1","30","30.000000000"
"8iqxa","1","74","74.000000000"
"8iqxb","1","9","9.000000000"
"8iqxe","1","6","6.000000000"
"8iqyw","1","237","237.000000000"
"8iqzc","1","439","439.000000000"
"8iqzg","1","118","118.000000000"
"8iqzh","1","232","232.000000000"
"8iqzi","1","1665","1665.000000000"
"8iqzk","1","548","548.000000000"
"8iqzl","1","335","335.000000000"
"8iqzm","1","121","121.000000000"
"8iqzn","1","195","195.000000000"
"8iqzo","1","41","41.000000000"
"8iqzp","1","681","681.000000000"
"8iqzs","1","221","221.000000000"
"8iqzu","1","126","126.000000000"
"8iqzw","1","198","198.000000000"
"8iqzz","1","172","172.000000000"
"8ir00","1","48","48.000000000"
"8ir01","1","112","112.000000000"
"8ir05","1","282","282.000000000"
"8ir06","1","53","53.000000000"
"8ir07","1","145","145.000000000"
"8ir09","1","225","225.000000000"
"8ir0d","1","37","37.000000000"
"8ir0f","1","55","55.000000000"
"8ir0v","1","35","35.000000000"
"8ir0z","1","4","4.000000000"
"8ir14","1","38","38.000000000"
"8ir16","1","201","201.000000000"
"8ir1o","1","1","1.000000000"
"8ir25","1","7","7.000000000"
"8ir2b","1","11","11.000000000"
"8ir2e","1","105","105.000000000"
"8ir2l","1","1","1.000000000"
"8ir3v","1","4","4.000000000"
"8ir4e","1","6","6.000000000"
"8ir6w","1","4","4.000000000"
"8ir7h","1","1","1.000000000"
"8ir7o","1","7","7.000000000"
"8ir8s","1","15","15.000000000"
"8ir96","1","969","969.000000000"
"8ir9j","1","14","14.000000000"
"8irab","1","8776","8776.000000000"
"8irb0","1","17","17.000000000"
"8irbp","1","649","649.000000000"
"8irck","1","13","13.000000000"
"8ircl","1","12","12.000000000"
"8ircn","1","1","1.000000000"
"8ircq","1","3","3.000000000"
"8ircy","1","1","1.000000000"
"8irdq","1","2","2.000000000"
"8irdv","1","2","2.000000000"
"8ire4","1","54","54.000000000"
"8irgx","1","6","6.000000000"
"8irid","1","57","57.000000000"
"8irih","1","4405","4405.000000000"
"8iriv","1","6","6.000000000"
"8irjv","1","3","3.000000000"
"8irk4","1","303","303.000000000"
"8irk6","1","1","1.000000000"
"8irkm","1","15","15.000000000"
"8irl1","1","1","1.000000000"
"8irlc","1","1192","1192.000000000"
"8irle","1","191","191.000000000"
"8irob","1","31378","31378.000000000"
"8irot","1","929","929.000000000"
"8irq0","1","1092","1092.000000000"
"8irqh","1","2","2.000000000"
"8irqi","1","2","2.000000000"
"8irr8","1","11","11.000000000"
"8irr9","1","21","21.000000000"
"8irrw","1","1","1.000000000"
"8irrx","1","680","680.000000000"
"8irs5","1","88","88.000000000"
"8irsq","1","1","1.000000000"
"8irsy","1","17","17.000000000"
"8irt8","1","83","83.000000000"
"8irtc","1","8","8.000000000"
"8irti","1","7","7.000000000"
"8irtu","1","2","2.000000000"
"8iru0","1","51","51.000000000"
"8iru3","1","1","1.000000000"
"8iruq","1","3","3.000000000"
"8irvj","1","921","921.000000000"
"8irwu","1","15","15.000000000"
"8iry6","1","1","1.000000000"
"8irzf","1","1","1.000000000"
"8irzv","1","3","3.000000000"
"8is01","1","1103","1103.000000000"
"8is0l","1","5","5.000000000"
"8is1d","1","46","46.000000000"
"8is20","1","34","34.000000000"
"8is2b","1","308","308.000000000"
"8is2n","1","2","2.000000000"
"8is2p","1","1","1.000000000"
"8is30","1","1","1.000000000"
"8is47","1","4","4.000000000"
"8is4w","1","2190","2190.000000000"
"8is4x","1","4","4.000000000"
"8is5e","1","111","111.000000000"
"8is5h","1","198","198.000000000"
"8is5m","1","2","2.000000000"
"8is5o","1","59","59.000000000"
"8is5q","1","87","87.000000000"
"8is5r","1","22","22.000000000"
"8is64","1","2","2.000000000"
"8is7q","1","2","2.000000000"
"8is82","1","1622","1622.000000000"
"8is85","1","1","1.000000000"
"8is87","1","48","48.000000000"
"8is8g","1","45","45.000000000"
"8isas","1","1975","1975.000000000"
"8isat","1","1268","1268.000000000"
"8isbh","1","76","76.000000000"
"8isbz","1","209","209.000000000"
"8isch","1","1030","1030.000000000"
"8iscn","1","1","1.000000000"
"8iscw","1","75","75.000000000"
"8iscy","1","143","143.000000000"
"8isd4","1","1","1.000000000"
"8isd6","1","7","7.000000000"
"8isdq","1","7","7.000000000"
"8ise8","1","14","14.000000000"
"8isei","1","7","7.000000000"
"8ises","1","761","761.000000000"
"8iseu","1","62","62.000000000"
"8isf7","1","89","89.000000000"
"8isgu","1","20","20.000000000"
"8isgw","1","3","3.000000000"
"8ish0","1","5","5.000000000"
"8ish6","1","1411","1411.000000000"
"8ish7","1","1","1.000000000"
"8ishk","1","38","38.000000000"
"8ishn","1","8","8.000000000"
"8isi3","1","1","1.000000000"
"8isj3","1","4445","4445.000000000"
"8isj9","1","23","23.000000000"
"8isje","1","67","67.000000000"
"8iskl","1","1","1.000000000"
"8islr","1","29","29.000000000"
"8isme","1","6","6.000000000"
"8isnt","1","6075","6075.000000000"
"8ispk","1","1","1.000000000"
"8isrm","1","187","187.000000000"
"8isrt","1","9","9.000000000"
"8issu","1","291","291.000000000"
"8istc","1","1","1.000000000"
"8isvf","1","1","1.000000000"
"8isz1","1","4","4.000000000"
"8isz2","1","9","9.000000000"
"8it03","1","1","1.000000000"
"8it0b","1","10","10.000000000"
"8it0v","1","7","7.000000000"
"8it18","1","10","10.000000000"
"8it2h","1","540","540.000000000"
"8it3p","1","616","616.000000000"
"8it3y","1","1","1.000000000"
"8it40","1","17","17.000000000"
"8it4b","1","1","1.000000000"
"8it4d","1","2","2.000000000"
"8it51","1","213","213.000000000"
"8it52","1","17","17.000000000"
"8it54","1","425","425.000000000"
"8it55","1","210","210.000000000"
"8it57","1","52","52.000000000"
"8it59","1","43","43.000000000"
"8it5a","1","44","44.000000000"
"8it5b","1","37","37.000000000"
"8it5c","1","194","194.000000000"
"8it5d","1","101","101.000000000"
"8it5e","1","321","321.000000000"
"8it5i","1","118","118.000000000"
"8it5k","1","153","153.000000000"
"8it5n","1","377","377.000000000"
"8it5o","1","41","41.000000000"
"8it5q","1","11","11.000000000"
"8it5r","1","84","84.000000000"
"8it5t","1","237","237.000000000"
"8it62","1","1","1.000000000"
"8it63","1","1","1.000000000"
"8it65","1","1","1.000000000"
"8it6l","1","1","1.000000000"
"8it7k","1","29","29.000000000"
"8it7l","1","14","14.000000000"
"8it7m","1","23","23.000000000"
"8it7o","1","134","134.000000000"
"8it7p","1","73","73.000000000"
"8it7x","1","14","14.000000000"
"8it7y","1","4184","4184.000000000"
"8it8j","1","44","44.000000000"
"8it9g","1","1773","1773.000000000"
"8it9n","1","3","3.000000000"
"8it9p","1","949","949.000000000"
"8it9w","1","558","558.000000000"
"8itaa","1","11","11.000000000"
"8itap","1","2401","2401.000000000"
"8itat","1","1","1.000000000"
"8itb0","1","2463","2463.000000000"
"8itb1","1","2141","2141.000000000"
"8itbd","1","1","1.000000000"
"8itcr","1","1783","1783.000000000"
"8itdr","1","1","1.000000000"
"8ite3","1","34","34.000000000"
"8iteu","1","14","14.000000000"
"8itf4","1","22","22.000000000"
"8itfc","1","4","4.000000000"
"8itgs","1","12","12.000000000"
"8ith0","1","4","4.000000000"
"8ith4","1","5686","5686.000000000"
"8ith5","1","1","1.000000000"
"8ith6","1","18","18.000000000"
"8ith7","1","3","3.000000000"
"8itha","1","2","2.000000000"
"8ithb","1","1","1.000000000"
"8ithf","1","427","427.000000000"
"8ithn","1","10","10.000000000"
"8ithu","1","222","222.000000000"
"8ithz","1","3","3.000000000"
"8iti0","1","3","3.000000000"
"8itiu","1","106","106.000000000"
"8itj5","1","114","114.000000000"
"8itji","1","66","66.000000000"
"8itk7","1","19","19.000000000"
"8itkn","1","1","1.000000000"
"8itkq","1","12","12.000000000"
"8itkt","1","136","136.000000000"
"8itl4","1","1","1.000000000"
"8itla","1","1","1.000000000"
"8itlh","1","56","56.000000000"
"8itli","1","7","7.000000000"
"8itlm","1","2","2.000000000"
"8itlt","1","34","34.000000000"
"8itly","1","137","137.000000000"
"8itm2","1","4","4.000000000"
"8itme","1","7","7.000000000"
"8itmi","1","9026","9026.000000000"
"8itnb","1","5","5.000000000"
"8itod","1","589","589.000000000"
"8itoe","1","20","20.000000000"
"8itof","1","785","785.000000000"
"8itop","1","1378","1378.000000000"
"8itoz","1","1","1.000000000"
"8itp0","1","29","29.000000000"
"8itpk","1","94","94.000000000"
"8itq3","1","1","1.000000000"
"8itql","1","2","2.000000000"
"8itqp","1","1","1.000000000"
"8itrb","1","88","88.000000000"
"8itre","1","488","488.000000000"
"8itrn","1","15","15.000000000"
"8itro","1","1","1.000000000"
"8itrq","1","8","8.000000000"
"8its5","1","2","2.000000000"
"8itsg","1","3","3.000000000"
"8itsw","1","10","10.000000000"
"8ittc","1","81","81.000000000"
"8ittu","1","4","4.000000000"
"8ittv","1","2","2.000000000"
"8itvs","1","6","6.000000000"
"8itx5","1","887","887.000000000"
"8itxs","1","9","9.000000000"
"8itxx","1","3","3.000000000"
"8ityc","1","8","8.000000000"
"8ityd","1","73","73.000000000"
"8itzi","1","12","12.000000000"
"8iu0k","1","4","4.000000000"
"8iu23","1","11","11.000000000"
"8iu2c","1","7188","7188.000000000"
"8iu38","1","4","4.000000000"
"8iu3e","1","224","224.000000000"
"8iu3h","1","572","572.000000000"
"8iu4c","1","152","152.000000000"
"8iu57","1","1","1.000000000"
"8iu5n","1","1","1.000000000"
"8iu66","1","143","143.000000000"
"8iu6x","1","2","2.000000000"
"8iu74","1","3","3.000000000"
"8iu76","1","789","789.000000000"
"8iu77","1","25","25.000000000"
"8iu78","1","51","51.000000000"
"8iu7d","1","840","840.000000000"
"8iu7w","1","1","1.000000000"
"8iu7x","1","78","78.000000000"
"8iu82","1","11","11.000000000"
"8iu92","1","1","1.000000000"
"8iu94","1","1","1.000000000"
"8iua3","1","8","8.000000000"
"8iuaj","1","5","5.000000000"
"8iuan","1","8130","8130.000000000"
"8iub1","1","4","4.000000000"
"8iubs","1","1","1.000000000"
"8iucx","1","7","7.000000000"
"8iufj","1","80","80.000000000"
"8iufr","1","1","1.000000000"
"8iufs","1","75","75.000000000"
"8iugo","1","1","1.000000000"
"8iuhr","1","7","7.000000000"
"8iuia","1","6896","6896.000000000"
"8iuio","1","2","2.000000000"
"8iuip","1","1","1.000000000"
"8iujq","1","2","2.000000000"
"8iujx","1","187","187.000000000"
"8iukd","1","1","1.000000000"
"8iukj","1","1","1.000000000"
"8iukp","1","6","6.000000000"
"8iuls","1","21","21.000000000"
"8ium6","1","2","2.000000000"
"8iumc","1","50","50.000000000"
"8iume","1","132","132.000000000"
"8iun9","1","1185","1185.000000000"
"8iuna","1","3","3.000000000"
"8iunk","1","2","2.000000000"
"8iuo8","1","1893","1893.000000000"
"8iuok","1","53","53.000000000"
"8iuqb","1","1","1.000000000"
"8iuqh","1","17","17.000000000"
"8iuqk","1","1790","1790.000000000"
"8iuqv","1","1","1.000000000"
"8iurr","1","3","3.000000000"
"8iuug","1","1","1.000000000"
"8iuui","1","2","2.000000000"
"8iuv4","1","3","3.000000000"
"8iuv6","1","62","62.000000000"
"8iuv7","1","3","3.000000000"
"8iuv8","1","8","8.000000000"
"8iuv9","1","7","7.000000000"
"8iuva","1","96","96.000000000"
"8iuwa","1","2","2.000000000"
"8iuxg","1","3","3.000000000"
"8iuxk","1","1","1.000000000"
"8iuxq","1","26","26.000000000"
"8iuxy","1","3","3.000000000"
"8iuye","1","1","1.000000000"
"8iuyv","1","7","7.000000000"
"8iuzb","1","3","3.000000000"
"8iv07","1","4","4.000000000"
"8iv0i","1","8","8.000000000"
"8iv0x","1","124","124.000000000"
"8iv1g","1","1","1.000000000"
"8iv1m","1","3","3.000000000"
"8iv1x","1","38","38.000000000"
"8iv4d","1","4","4.000000000"
"8iv4j","1","71","71.000000000"
"8iv58","1","1","1.000000000"
"8iv5f","1","2","2.000000000"
"8iv5p","1","1","1.000000000"
"8iv65","1","15","15.000000000"
"8iv7a","1","2","2.000000000"
"8iv7e","1","352","352.000000000"
"8iv7j","1","838","838.000000000"
"8iv8i","1","8","8.000000000"
"8iv9n","1","1219","1219.000000000"
"8ivbf","1","929","929.000000000"
"8ivbn","1","504","504.000000000"
"8ivcn","1","2","2.000000000"
"8ivde","1","1","1.000000000"
"8ivdi","1","149","149.000000000"
"8ivdx","1","6","6.000000000"
"8ive3","1","13","13.000000000"
"8ive5","1","5","5.000000000"
"8ivea","1","26","26.000000000"
"8iveg","1","43","43.000000000"
"8ivf6","1","4","4.000000000"
"8ivfj","1","2","2.000000000"
"8ivfk","1","2158","2158.000000000"
"8ivge","1","10","10.000000000"
"8ivhr","1","143","143.000000000"
"8ivir","1","2932","2932.000000000"
"8ivjv","1","5856","5856.000000000"
"8ivkm","1","3","3.000000000"
"8ivkn","1","681","681.000000000"
"8ivlh","1","154","154.000000000"
"8ivlp","1","737","737.000000000"
"8ivmk","1","16","16.000000000"
"8ivms","1","1","1.000000000"
"8ivn3","1","1","1.000000000"
"8ivnx","1","1","1.000000000"
"8ivny","1","1","1.000000000"
"8ivo7","1","153","153.000000000"
"8ivof","1","1538","1538.000000000"
"8ivpt","1","4","4.000000000"
"8ivpv","1","108","108.000000000"
"8ivql","1","17","17.000000000"
"8ivqr","1","2","2.000000000"
"8ivrb","1","8","8.000000000"
