"partnerid","distinct category","partnerid_cnt","category_prior"
"8ij22","1","23","23.000000000"
"8ij28","1","3","3.000000000"
"8ij2q","1","197","197.000000000"
"8ij2z","1","75","75.000000000"
"8ij34","1","2","2.000000000"
"8ij3p","1","2","2.000000000"
"8ij42","1","695","695.000000000"
"8ij4e","1","5","5.000000000"
"8ij4s","1","1","1.000000000"
"8ij4w","1","6","6.000000000"
"8ij4y","1","144","144.000000000"
"8ij4z","1","9","9.000000000"
"8ij59","1","782","782.000000000"
"8ij5w","1","238","238.000000000"
"8ij62","1","1","1.000000000"
"8ij63","1","12","12.000000000"
"8ij6x","1","13","13.000000000"
"8ij77","1","1","1.000000000"
"8ij7g","1","1","1.000000000"
"8ij8t","1","3","3.000000000"
"8ij92","1","836","836.000000000"
"8ij9m","1","394","394.000000000"
"8ijat","1","23","23.000000000"
"8ijb4","1","14","14.000000000"
"8ijb7","1","29","29.000000000"
"8ijb8","1","6480","6480.000000000"
"8ijba","1","5730","5730.000000000"
"8ijbf","1","1904","1904.000000000"
"8ijcm","1","147","147.000000000"
"8ijd3","1","20","20.000000000"
"8ijdf","1","1","1.000000000"
"8ije6","1","7","7.000000000"
"8ijed","1","2","2.000000000"
"8ijei","1","18","18.000000000"
"8ijeq","1","4","4.000000000"
"8ijf6","1","6","6.000000000"
"8ijfb","1","184","184.000000000"
"8ijfd","1","311","311.000000000"
"8ijfl","1","1","1.000000000"
"8ijgn","1","3","3.000000000"
"8ijj1","1","1","1.000000000"
"8ijjb","1","5","5.000000000"
"8ijlc","1","4","4.000000000"
"8ijmb","1","1","1.000000000"
"8ijod","1","55","55.000000000"
"8ijq9","1","18","18.000000000"
"8ijql","1","91","91.000000000"
"8ijqm","1","3","3.000000000"
"8ijqn","1","1","1.000000000"
"8ijqw","1","7","7.000000000"
"8ijro","1","38","38.000000000"
"8ijs4","1","1","1.000000000"
"8ijsn","1","10","10.000000000"
"8ijsu","1","5","5.000000000"
"8ijtd","1","2","2.000000000"
"8ijub","1","19","19.000000000"
"8ijva","1","4","4.000000000"
"8ijw3","1","43","43.000000000"
"8ijwf","1","4","4.000000000"
"8ijx4","1","10","10.000000000"
"8ijy9","1","45","45.000000000"
"8ijyd","1","342","342.000000000"
"8ijzd","1","1156","1156.000000000"
"8ijze","1","113","113.000000000"
"8ijzf","1","9","9.000000000"
"8ijzi","1","560","560.000000000"
"8ijzj","1","917","917.000000000"
"8ijzx","1","4145","4145.000000000"
"8ik0f","1","3","3.000000000"
"8ik0g","1","2","2.000000000"
"8ik0y","1","16","16.000000000"
"8ik15","1","1","1.000000000"
"8ik16","1","9","9.000000000"
"8ik1o","1","1","1.000000000"
"8ik1t","1","8","8.000000000"
"8ik2b","1","39","39.000000000"
"8ik2u","1","24","24.000000000"
"8ik4w","1","19","19.000000000"
"8ik58","1","8434","8434.000000000"
"8ik59","1","44","44.000000000"
"8ik67","1","1","1.000000000"
"8ik6c","1","13","13.000000000"
"8ik6x","1","1","1.000000000"
"8ik7d","1","170","170.000000000"
"8ik7m","1","1","1.000000000"
"8ik7q","1","1","1.000000000"
"8ik9c","1","7","7.000000000"
"8ik9l","1","4","4.000000000"
"8ik9s","1","8","8.000000000"
"8ik9t","1","84","84.000000000"
"8ika3","1","14","14.000000000"
"8ikah","1","635","635.000000000"
"8ikap","1","3","3.000000000"
"8ikaq","1","4","4.000000000"
"8ikb5","1","101","101.000000000"
"8ikba","1","31","31.000000000"
"8ikc8","1","1","1.000000000"
"8ikdj","1","22","22.000000000"
"8ikdw","1","39","39.000000000"
"8ike2","1","17","17.000000000"
"8ikf1","1","32","32.000000000"
"8ikfo","1","16","16.000000000"
"8ikg6","1","13","13.000000000"
"8ikg9","1","4","4.000000000"
"8iki8","1","4","4.000000000"
"8ikip","1","510","510.000000000"
"8ikjp","1","13","13.000000000"
"8iklg","1","1","1.000000000"
"8ikm9","1","285","285.000000000"
"8ikme","1","76","76.000000000"
"8ikmz","1","2","2.000000000"
"8ikn6","1","128","128.000000000"
"8ikna","1","23","23.000000000"
"8ikou","1","147","147.000000000"
"8ikpq","1","296","296.000000000"
"8ikr4","1","549","549.000000000"
"8iks0","1","36","36.000000000"
"8ikt9","1","4678","4678.000000000"
"8ikuf","1","1","1.000000000"
"8ikvr","1","62","62.000000000"
"8ikyc","1","2","2.000000000"
"8ikzq","1","688","688.000000000"
"8il0o","1","8887","8887.000000000"
"8il17","1","4","4.000000000"
"8il1w","1","1622","1622.000000000"
"8il22","1","49","49.000000000"
"8il2j","1","18","18.000000000"
"8il2x","1","660","660.000000000"
"8il3g","1","430","430.000000000"
"8il3o","1","5","5.000000000"
"8il3v","1","233","233.000000000"
"8il4c","1","42","42.000000000"
"8il4n","1","514","514.000000000"
"8il4r","1","8","8.000000000"
"8il6b","1","73","73.000000000"
"8il79","1","47","47.000000000"
"8il7m","1","2","2.000000000"
"8il8k","1","8","8.000000000"
"8ilbu","1","146","146.000000000"
"8ilbx","1","15478","15478.000000000"
"8ilc9","1","3","3.000000000"
"8ildb","1","25","25.000000000"
"8ildi","1","5783","5783.000000000"
"8ildn","1","10","10.000000000"
"8ilee","1","1","1.000000000"
"8ilel","1","12","12.000000000"
"8ilf9","1","148","148.000000000"
"8ilff","1","18","18.000000000"
"8ilfu","1","811","811.000000000"
"8ilh8","1","2","2.000000000"
"8ili5","1","63","63.000000000"
"8iljx","1","4937","4937.000000000"
"8iljy","1","103","103.000000000"
"8ill4","1","6","6.000000000"
"8ilm3","1","3","3.000000000"
"8ilm4","1","35","35.000000000"
"8ilma","1","4","4.000000000"
"8ilmh","1","3","3.000000000"
"8ilnq","1","1","1.000000000"
"8ilnu","1","42","42.000000000"
"8iloh","1","8","8.000000000"
"8ilok","1","2758","2758.000000000"
"8ilp2","1","7","7.000000000"
"8ilqt","1","2885","2885.000000000"
"8ils4","1","3","3.000000000"
"8ils9","1","2308","2308.000000000"
"8ilu4","1","1","1.000000000"
"8iluh","1","3","3.000000000"
"8iluo","1","3","3.000000000"
"8iluy","1","740","740.000000000"
"8ilyg","1","8","8.000000000"
"8ilzp","1","115","115.000000000"
"8ilzu","1","1","1.000000000"
"8im0u","1","735","735.000000000"
"8im11","1","5","5.000000000"
"8im12","1","2","2.000000000"
"8im1a","1","1","1.000000000"
"8im1j","1","1","1.000000000"
"8im29","1","4","4.000000000"
"8im41","1","154","154.000000000"
"8im4f","1","269","269.000000000"
"8im4k","1","8","8.000000000"
"8im4l","1","5","5.000000000"
"8im50","1","1","1.000000000"
"8im59","1","4094","4094.000000000"
"8im6c","1","18","18.000000000"
"8im6t","1","3118","3118.000000000"
"8im78","1","169","169.000000000"
"8im90","1","1","1.000000000"
"8im9a","1","4944","4944.000000000"
"8imbb","1","1","1.000000000"
"8imcs","1","279","279.000000000"
"8imd2","1","47803","47803.000000000"
"8imdp","1","2","2.000000000"
"8imdt","1","21","21.000000000"
"8ime3","1","152","152.000000000"
"8ime7","1","150","150.000000000"
"8imef","1","6","6.000000000"
"8imfu","1","1","1.000000000"
"8img5","1","1","1.000000000"
"8imgt","1","2048","2048.000000000"
"8imh7","1","6","6.000000000"
"8imho","1","3","3.000000000"
"8imhp","1","2","2.000000000"
"8imhz","1","27","27.000000000"
"8imi0","1","4","4.000000000"
"8imib","1","19","19.000000000"
"8imik","1","1","1.000000000"
"8imk8","1","360","360.000000000"
"8imkc","1","325","325.000000000"
"8imkd","1","263","263.000000000"
"8imko","1","3","3.000000000"
"8immj","1","22977","22977.000000000"
"8immk","1","92","92.000000000"
"8immq","1","2","2.000000000"
"8immu","1","7","7.000000000"
"8imna","1","57","57.000000000"
"8imob","1","1024","1024.000000000"
"8impo","1","133","133.000000000"
"8imqe","1","867","867.000000000"
"8imqn","1","3","3.000000000"
"8imrg","1","10","10.000000000"
"8imrr","1","81","81.000000000"
"8ims6","1","677","677.000000000"
"8imt7","1","1","1.000000000"
"8imtk","1","7","7.000000000"
"8imtz","1","1","1.000000000"
"8imu3","1","32","32.000000000"
"8imv2","1","171","171.000000000"
"8imvn","1","2264","2264.000000000"
"8imvu","1","6","6.000000000"
"8imw6","1","7","7.000000000"
"8imwm","1","84","84.000000000"
"8imwn","1","42","42.000000000"
"8imwx","1","2948","2948.000000000"
"8imxk","1","1","1.000000000"
"8imxz","1","15","15.000000000"
"8imy8","1","1","1.000000000"
"8imyq","1","1","1.000000000"
"8imyz","1","4","4.000000000"
"8imz2","1","32","32.000000000"
"8imza","1","21","21.000000000"
"8imzd","1","2402","2402.000000000"
"8imze","1","98","98.000000000"
"8imzr","1","297","297.000000000"
"8imzv","1","69","69.000000000"
"8in00","1","1","1.000000000"
"8in07","1","6","6.000000000"
"8in0d","1","1934","1934.000000000"
"8in0q","1","1","1.000000000"
"8in1c","1","14","14.000000000"
"8in1d","1","45","45.000000000"
"8in1s","1","8047","8047.000000000"
"8in1t","1","2575","2575.000000000"
"8in1y","1","2","2.000000000"
"8in20","1","1","1.000000000"
"8in2d","1","20","20.000000000"
"8in2g","1","2","2.000000000"
"8in34","1","22","22.000000000"
"8in35","1","71","71.000000000"
"8in36","1","1","1.000000000"
"8in3c","1","2034","2034.000000000"
"8in41","1","1","1.000000000"
"8in43","1","1","1.000000000"
"8in49","1","8","8.000000000"
"8in4e","1","2","2.000000000"
"8in66","1","34","34.000000000"
"8in69","1","17346","17346.000000000"
"8in6a","1","19975","19975.000000000"
"8in7f","1","239","239.000000000"
"8in80","1","8","8.000000000"
"8in8e","1","487","487.000000000"
"8in8l","1","3","3.000000000"
"8in8z","1","6","6.000000000"
"8in9f","1","2","2.000000000"
"8in9m","1","17","17.000000000"
"8ina8","1","2","2.000000000"
"8inag","1","9","9.000000000"
"8inat","1","5","5.000000000"
"8inay","1","20442","20442.000000000"
"8inbg","1","2","2.000000000"
"8inca","1","1","1.000000000"
"8incg","1","2","2.000000000"
"8inch","1","1","1.000000000"
"8inck","1","231","231.000000000"
"8ind9","1","1","1.000000000"
"8indc","1","60","60.000000000"
"8inei","1","359","359.000000000"
"8inf7","1","77","77.000000000"
"8ingg","1","41","41.000000000"
"8ings","1","180","180.000000000"
"8inhr","1","2070","2070.000000000"
"8ini4","1","27","27.000000000"
"8ini5","1","2","2.000000000"
"8inig","1","43","43.000000000"
"8inil","1","46","46.000000000"
"8injc","1","24","24.000000000"
"8injo","1","4","4.000000000"
"8inkd","1","9","9.000000000"
"8inld","1","3","3.000000000"
"8inn7","1","591","591.000000000"
"8ino6","1","3016","3016.000000000"
"8inp3","1","14","14.000000000"
"8inrc","1","30","30.000000000"
"8ins1","1","205","205.000000000"
"8insm","1","27","27.000000000"
"8insr","1","3","3.000000000"
"8intf","1","51","51.000000000"
"8inu8","1","8","8.000000000"
"8inum","1","354","354.000000000"
"8invg","1","4","4.000000000"
"8inwd","1","250","250.000000000"
"8inwo","1","144","144.000000000"
"8inwq","1","37","37.000000000"
"8inwx","1","6","6.000000000"
"8inz6","1","45","45.000000000"
"8inz8","1","189","189.000000000"
"8io28","1","53","53.000000000"
"8io3k","1","3","3.000000000"
"8io3v","1","2","2.000000000"
"8io4k","1","1","1.000000000"
"8io4t","1","7","7.000000000"
"8io5j","1","1254","1254.000000000"
"8io5s","1","2246","2246.000000000"
"8io79","1","1","1.000000000"
"8io7a","1","3","3.000000000"
"8io8s","1","142","142.000000000"
"8io95","1","29","29.000000000"
"8io9t","1","15","15.000000000"
"8ioac","1","32","32.000000000"
"8ioad","1","601","601.000000000"
"8ioaf","1","290","290.000000000"
"8iob1","1","27","27.000000000"
"8ioby","1","10","10.000000000"
"8iofb","1","6","6.000000000"
"8iohm","1","1","1.000000000"
"8ioj0","1","1","1.000000000"
"8iok5","1","1","1.000000000"
"8iokr","1","1","1.000000000"
"8ioml","1","2","2.000000000"
"8iomw","1","2","2.000000000"
"8ionb","1","3","3.000000000"
"8ionh","1","1","1.000000000"
"8ionj","1","5","5.000000000"
"8ioo5","1","17","17.000000000"
"8ioo7","1","12","12.000000000"
"8ioov","1","1","1.000000000"
"8ioqe","1","740","740.000000000"
"8ior0","1","8","8.000000000"
"8iory","1","3","3.000000000"
"8iosv","1","3009","3009.000000000"
"8iot1","1","605","605.000000000"
"8iott","1","1","1.000000000"
"8iou1","1","20","20.000000000"
"8iou5","1","2","2.000000000"
"8iou8","1","148","148.000000000"
"8ioui","1","2","2.000000000"
"8ioul","1","3","3.000000000"
"8iow5","1","7","7.000000000"
"8iowu","1","55","55.000000000"
"8ioyh","1","3","3.000000000"
"8ioyz","1","1","1.000000000"
"8iozi","1","23","23.000000000"
"8ip10","1","3","3.000000000"
"8ip1i","1","1","1.000000000"
"8ip1v","1","862","862.000000000"
"8ip45","1","9015","9015.000000000"
"8ip46","1","6","6.000000000"
"8ip4d","1","12631","12631.000000000"
"8ip5p","1","1720","1720.000000000"
"8ip5q","1","291","291.000000000"
"8ip65","1","1","1.000000000"
"8ip71","1","1539","1539.000000000"
"8ip85","1","1","1.000000000"
"8ip8o","1","5","5.000000000"
"8ipat","1","5","5.000000000"
"8ipcr","1","8","8.000000000"
"8ipdk","1","2","2.000000000"
"8ipdp","1","6","6.000000000"
"8ipdr","1","4","4.000000000"
"8ipeq","1","6","6.000000000"
"8ipg0","1","5","5.000000000"
"8ipg1","1","5","5.000000000"
"8ipgq","1","23","23.000000000"
"8ipgz","1","1","1.000000000"
"8iph1","1","1","1.000000000"
"8ipif","1","3","3.000000000"
"8ipiu","1","10","10.000000000"
"8ipks","1","28","28.000000000"
"8ipls","1","93","93.000000000"
"8ipm4","1","16","16.000000000"
"8ipn0","1","7","7.000000000"
"8ipoi","1","2","2.000000000"
"8ipoo","1","715","715.000000000"
"8ippe","1","7","7.000000000"
"8ippl","1","4","4.000000000"
"8ipr3","1","77","77.000000000"
"8iprx","1","1","1.000000000"
"8ipxe","1","186","186.000000000"
"8ipxf","1","3","3.000000000"
"8iq0e","1","141","141.000000000"
"8iq0h","1","1","1.000000000"
"8iq0l","1","167","167.000000000"
"8iq0m","1","3","3.000000000"
"8iq0q","1","53","53.000000000"
"8iq0r","1","6","6.000000000"
"8iq11","1","2","2.000000000"
"8iq1n","1","8","8.000000000"
"8iq1z","1","685","685.000000000"
"8iq22","1","215","215.000000000"
"8iq3b","1","35","35.000000000"
"8iq4r","1","754","754.000000000"
"8iq53","1","2759","2759.000000000"
"8iq7l","1","1","1.000000000"
"8iq7q","1","19","19.000000000"
"8iq85","1","24","24.000000000"
"8iqbs","1","5","5.000000000"
"8iqd8","1","1","1.000000000"
"8iqde","1","28","28.000000000"
"8iqe6","1","9","9.000000000"
"8iqec","1","1","1.000000000"
"8iqee","1","1","1.000000000"
"8iqez","1","1","1.000000000"
"8iqfg","1","4","4.000000000"
"8iqhl","1","4","4.000000000"
"8iqip","1","1","1.000000000"
"8iqjj","1","2","2.000000000"
"8iqk3","1","20","20.000000000"
"8iqks","1","5","5.000000000"
"8iqni","1","9","9.000000000"
"8iqnn","1","7","7.000000000"
"8iqnv","1","7250","7250.000000000"
"8iqp5","1","1","1.000000000"
"8iqqe","1","7","7.000000000"
"8iqr5","1","1","1.000000000"
"8iqsf","1","1","1.000000000"
"8iqsw","1","1","1.000000000"
"8iqtd","1","2","2.000000000"
"8iqth","1","46","46.000000000"
"8iqu0","1","1","1.000000000"
"8iqu4","1","1","1.000000000"
"8iqu5","1","1","1.000000000"
"8iqua","1","3","3.000000000"
"8iqug","1","1174","1174.000000000"
"8iqur","1","1","1.000000000"
"8iquu","1","1","1.000000000"
"8iqvd","1","1","1.000000000"
"8iqvi","1","22","22.000000000"
"8iqvo","1","5","5.000000000"
"8iqvp","1","7","7.000000000"
"8iqvs","1","5","5.000000000"
"8iqw0","1","1","1.000000000"
"8iqw1","1","346","346.000000000"
"8iqw2","1","32","32.000000000"
"8iqw6","1","109","109.000000000"
"8iqw8","1","56","56.000000000"
"8iqw9","1","9","9.000000000"
"8iqwa","1","28","28.000000000"
"8iqwb","1","6","6.000000000"
"8iqwc","1","32","32.000000000"
"8iqwe","1","3","3.000000000"
"8iqwf","1","1","1.000000000"
"8iqwy","1","2","2.000000000"
"8iqx9","1","12","12.000000000"
"8iqxa","1","35","35.000000000"
"8iqxb","1","7","7.000000000"
"8iqxi","1","1","1.000000000"
"8iqym","1","1","1.000000000"
"8iqyw","1","341","341.000000000"
"8iqzc","1","268","268.000000000"
"8iqzg","1","73","73.000000000"
"8iqzh","1","233","233.000000000"
"8iqzi","1","2361","2361.000000000"
"8iqzk","1","1060","1060.000000000"
"8iqzl","1","169","169.000000000"
"8iqzm","1","159","159.000000000"
"8iqzn","1","54","54.000000000"
"8iqzo","1","150","150.000000000"
"8iqzp","1","909","909.000000000"
"8iqzs","1","442","442.000000000"
"8iqzu","1","96","96.000000000"
"8iqzw","1","1103","1103.000000000"
"8iqzz","1","313","313.000000000"
"8ir00","1","345","345.000000000"
"8ir01","1","923","923.000000000"
"8ir05","1","1002","1002.000000000"
"8ir06","1","343","343.000000000"
"8ir07","1","998","998.000000000"
"8ir09","1","851","851.000000000"
"8ir0d","1","146","146.000000000"
"8ir0f","1","324","324.000000000"
"8ir0i","1","6","6.000000000"
"8ir0v","1","3","3.000000000"
"8ir0z","1","3","3.000000000"
"8ir14","1","77","77.000000000"
"8ir16","1","189","189.000000000"
"8ir1o","1","3","3.000000000"
"8ir25","1","9","9.000000000"
"8ir28","1","2","2.000000000"
"8ir2b","1","15","15.000000000"
"8ir2e","1","83","83.000000000"
"8ir2l","1","6","6.000000000"
"8ir2o","1","1","1.000000000"
"8ir2s","1","2","2.000000000"
"8ir3v","1","11","11.000000000"
"8ir4d","1","1","1.000000000"
"8ir6j","1","1","1.000000000"
"8ir6k","1","1","1.000000000"
"8ir6w","1","5","5.000000000"
"8ir7h","1","1","1.000000000"
"8ir96","1","476","476.000000000"
"8irab","1","8450","8450.000000000"
"8irb0","1","15","15.000000000"
"8irbp","1","657","657.000000000"
"8irck","1","10","10.000000000"
"8ircl","1","27","27.000000000"
"8ircq","1","40","40.000000000"
"8ircw","1","2","2.000000000"
"8ircy","1","2","2.000000000"
"8irdq","1","2","2.000000000"
"8irdv","1","6","6.000000000"
"8ire4","1","6","6.000000000"
"8irek","1","1","1.000000000"
"8irgx","1","5","5.000000000"
"8irid","1","2","2.000000000"
"8irih","1","1107","1107.000000000"
"8iriv","1","31","31.000000000"
"8irjv","1","6","6.000000000"
"8irk4","1","262","262.000000000"
"8irkm","1","15","15.000000000"
"8irl1","1","2","2.000000000"
"8irlc","1","1369","1369.000000000"
"8irle","1","158","158.000000000"
"8irll","1","369","369.000000000"
"8irob","1","37900","37900.000000000"
"8irot","1","787","787.000000000"
"8irq0","1","1705","1705.000000000"
"8irqh","1","1","1.000000000"
"8irqi","1","2","2.000000000"
"8irqk","1","3","3.000000000"
"8irr8","1","2","2.000000000"
"8irr9","1","24","24.000000000"
"8irrl","1","1","1.000000000"
"8irrw","1","1","1.000000000"
"8irrx","1","646","646.000000000"
"8irs5","1","71","71.000000000"
"8irsq","1","3","3.000000000"
"8irsy","1","35","35.000000000"
"8irt8","1","86","86.000000000"
"8irtb","1","1","1.000000000"
"8irtc","1","10","10.000000000"
"8irti","1","8","8.000000000"
"8irtu","1","1","1.000000000"
"8iru0","1","15","15.000000000"
"8iru3","1","1","1.000000000"
"8irui","1","93","93.000000000"
"8iruq","1","3","3.000000000"
"8irvj","1","678","678.000000000"
"8irwu","1","3","3.000000000"
"8irzv","1","1","1.000000000"
"8is01","1","570","570.000000000"
"8is0l","1","15","15.000000000"
"8is1d","1","41","41.000000000"
"8is20","1","31","31.000000000"
"8is2b","1","549","549.000000000"
"8is2k","1","672","672.000000000"
"8is2p","1","3","3.000000000"
"8is30","1","1","1.000000000"
"8is32","1","1","1.000000000"
"8is41","1","1","1.000000000"
"8is47","1","6","6.000000000"
"8is4p","1","1","1.000000000"
"8is4w","1","131","131.000000000"
"8is4x","1","21","21.000000000"
"8is5e","1","558","558.000000000"
"8is5f","1","3","3.000000000"
"8is5h","1","525","525.000000000"
"8is5o","1","33","33.000000000"
"8is5q","1","94","94.000000000"
"8is5r","1","36","36.000000000"
"8is6u","1","2","2.000000000"
"8is82","1","1672","1672.000000000"
"8is85","1","3","3.000000000"
"8is87","1","75","75.000000000"
"8is8g","1","63","63.000000000"
"8isas","1","2070","2070.000000000"
"8isat","1","2077","2077.000000000"
"8isau","1","3","3.000000000"
"8isbh","1","46","46.000000000"
"8isbo","1","2","2.000000000"
"8isbr","1","1","1.000000000"
"8isbz","1","141","141.000000000"
"8isch","1","1605","1605.000000000"
"8iscw","1","107","107.000000000"
"8iscy","1","190","190.000000000"
"8isd4","1","1","1.000000000"
"8isd6","1","3","3.000000000"
"8isdb","1","86","86.000000000"
"8isdq","1","15","15.000000000"
"8ise8","1","12","12.000000000"
"8isei","1","10","10.000000000"
"8ises","1","544","544.000000000"
"8iseu","1","16","16.000000000"
"8isf7","1","70","70.000000000"
"8isfp","1","1","1.000000000"
"8isfs","1","1","1.000000000"
"8isgu","1","20","20.000000000"
"8ish6","1","1125","1125.000000000"
"8ishk","1","29","29.000000000"
"8ishn","1","5","5.000000000"
"8isi3","1","1","1.000000000"
"8isj3","1","6229","6229.000000000"
"8isj9","1","46","46.000000000"
"8isje","1","49","49.000000000"
"8isk1","1","1","1.000000000"
"8isk6","1","1","1.000000000"
"8islr","1","46","46.000000000"
"8isme","1","8","8.000000000"
"8ismw","1","3","3.000000000"
"8isp2","1","1","1.000000000"
"8isrm","1","185","185.000000000"
"8isrt","1","2","2.000000000"
"8issu","1","162","162.000000000"
"8isvf","1","1","1.000000000"
"8isxs","1","3","3.000000000"
"8isxw","1","1","1.000000000"
"8isyx","1","2","2.000000000"
"8isz2","1","8","8.000000000"
"8isz4","1","1","1.000000000"
"8it0b","1","26","26.000000000"
"8it0m","1","1","1.000000000"
"8it0v","1","11","11.000000000"
"8it18","1","12","12.000000000"
"8it2h","1","662","662.000000000"
"8it36","1","1474","1474.000000000"
"8it3p","1","115","115.000000000"
"8it4b","1","3","3.000000000"
"8it51","1","174","174.000000000"
"8it52","1","72","72.000000000"
"8it54","1","39","39.000000000"
"8it55","1","162","162.000000000"
"8it57","1","7","7.000000000"
"8it59","1","6","6.000000000"
"8it5a","1","9","9.000000000"
"8it5b","1","5","5.000000000"
"8it5c","1","21","21.000000000"
"8it5d","1","13","13.000000000"
"8it5e","1","59","59.000000000"
"8it5i","1","16","16.000000000"
"8it5k","1","27","27.000000000"
"8it5n","1","33","33.000000000"
"8it5o","1","5","5.000000000"
"8it5q","1","6","6.000000000"
"8it5r","1","7","7.000000000"
"8it5t","1","195","195.000000000"
"8it63","1","1","1.000000000"
"8it65","1","1","1.000000000"
"8it66","1","2","2.000000000"
"8it6j","1","6","6.000000000"
"8it7k","1","6","6.000000000"
"8it7m","1","1","1.000000000"
"8it7o","1","15","15.000000000"
"8it7p","1","7","7.000000000"
"8it8j","1","106","106.000000000"
"8it8l","1","1","1.000000000"
"8it8q","1","2","2.000000000"
"8it9g","1","2188","2188.000000000"
"8it9n","1","6","6.000000000"
"8it9p","1","965","965.000000000"
"8it9w","1","467","467.000000000"
"8itaa","1","16","16.000000000"
"8itap","1","4774","4774.000000000"
"8itat","1","1","1.000000000"
"8itb0","1","13201","13201.000000000"
"8itb1","1","8637","8637.000000000"
"8itcr","1","2150","2150.000000000"
"8itcx","1","1","1.000000000"
"8itdr","1","3","3.000000000"
"8itdx","1","1","1.000000000"
"8ite3","1","8131","8131.000000000"
"8iteu","1","6","6.000000000"
"8itf4","1","24","24.000000000"
"8itfc","1","1","1.000000000"
"8itgs","1","14","14.000000000"
"8ith0","1","16","16.000000000"
"8ith4","1","6220","6220.000000000"
"8ith6","1","1","1.000000000"
"8ithb","1","1","1.000000000"
"8ithf","1","1743","1743.000000000"
"8ithn","1","4","4.000000000"
"8ithu","1","188","188.000000000"
"8ithz","1","4","4.000000000"
"8itif","1","5","5.000000000"
"8itio","1","1","1.000000000"
"8itiu","1","92","92.000000000"
"8itj5","1","40","40.000000000"
"8itji","1","2172","2172.000000000"
"8itk7","1","35","35.000000000"
"8itka","1","1","1.000000000"
"8itkq","1","17","17.000000000"
"8itks","1","11","11.000000000"
"8itkt","1","135","135.000000000"
"8itl2","1","1","1.000000000"
"8itl8","1","2","2.000000000"
"8itla","1","1","1.000000000"
"8itlh","1","111","111.000000000"
"8itli","1","9","9.000000000"
"8itlt","1","46","46.000000000"
"8itly","1","184","184.000000000"
"8itm2","1","1","1.000000000"
"8itme","1","11","11.000000000"
"8itmi","1","4633","4633.000000000"
"8itmu","1","24","24.000000000"
"8itnb","1","1","1.000000000"
"8itod","1","128","128.000000000"
"8itoe","1","4","4.000000000"
"8itof","1","787","787.000000000"
"8itop","1","833","833.000000000"
"8itos","1","2","2.000000000"
"8itoz","1","7","7.000000000"
"8itp0","1","20","20.000000000"
"8itpk","1","76","76.000000000"
"8itq3","1","2","2.000000000"
"8itql","1","5","5.000000000"
"8itqs","1","1","1.000000000"
"8itrb","1","97","97.000000000"
"8itre","1","464","464.000000000"
"8itrn","1","38","38.000000000"
"8itro","1","1","1.000000000"
"8itrq","1","19","19.000000000"
"8its6","1","3","3.000000000"
"8itsg","1","3","3.000000000"
"8itsw","1","7","7.000000000"
"8itt6","1","2","2.000000000"
"8ittc","1","145","145.000000000"
"8itth","1","1","1.000000000"
"8ittq","1","1","1.000000000"
"8ittu","1","4","4.000000000"
"8ittv","1","2","2.000000000"
"8ituk","1","3","3.000000000"
"8itvb","1","1","1.000000000"
"8itww","1","1","1.000000000"
"8itx1","1","67","67.000000000"
"8itx5","1","915","915.000000000"
"8itxs","1","10","10.000000000"
"8itxx","1","8","8.000000000"
"8ityd","1","11","11.000000000"
"8itzi","1","16","16.000000000"
"8iu02","1","3","3.000000000"
"8iu0k","1","4","4.000000000"
"8iu23","1","12","12.000000000"
"8iu2c","1","6791","6791.000000000"
"8iu38","1","2","2.000000000"
"8iu3e","1","149","149.000000000"
"8iu3h","1","1069","1069.000000000"
"8iu4c","1","256","256.000000000"
"8iu57","1","2","2.000000000"
"8iu5r","1","3","3.000000000"
"8iu66","1","156","156.000000000"
"8iu6m","1","1","1.000000000"
"8iu6x","1","6","6.000000000"
"8iu74","1","2","2.000000000"
"8iu76","1","723","723.000000000"
"8iu77","1","21","21.000000000"
"8iu7b","1","2","2.000000000"
"8iu7d","1","1054","1054.000000000"
"8iu7w","1","1","1.000000000"
"8iu82","1","3","3.000000000"
"8iua3","1","26","26.000000000"
"8iuan","1","6968","6968.000000000"
"8iuav","1","9","9.000000000"
"8iub1","1","4","4.000000000"
"8iucx","1","13","13.000000000"
"8iufj","1","34","34.000000000"
"8iufr","1","1","1.000000000"
"8iufs","1","51","51.000000000"
"8iufv","1","2","2.000000000"
"8iugo","1","1","1.000000000"
"8iuhr","1","1","1.000000000"
"8iui3","1","1","1.000000000"
"8iuia","1","7341","7341.000000000"
"8iuip","1","1","1.000000000"
"8iujq","1","6","6.000000000"
"8iujx","1","218","218.000000000"
"8iukd","1","1","1.000000000"
"8iuls","1","16","16.000000000"
"8ium6","1","1","1.000000000"
"8iumc","1","40","40.000000000"
"8iume","1","542","542.000000000"
"8iumx","1","7","7.000000000"
"8iun9","1","803","803.000000000"
"8iuna","1","5","5.000000000"
"8iunk","1","3","3.000000000"
"8iuo8","1","1999","1999.000000000"
"8iuok","1","61","61.000000000"
"8iuqb","1","2","2.000000000"
"8iuqh","1","25","25.000000000"
"8iuqk","1","2020","2020.000000000"
"8iuqp","1","1","1.000000000"
"8iuqv","1","1","1.000000000"
"8iurr","1","9","9.000000000"
"8iuuw","1","2","2.000000000"
"8iuv4","1","13","13.000000000"
"8iuv6","1","77","77.000000000"
"8iuv8","1","16","16.000000000"
"8iuv9","1","46","46.000000000"
