"partnerid","CntrVariance","status"
"8ilmh","0.25","OK"
"8ilnq","0.00","OK"
"8ilnu","17.00","OK"
"8iloh","9.00","OK"
"8ilok","84985.52","Observation"
"8ilp2","1.69","OK"
"8ilqt","455263.30","OK"
"8ils4","0.00","OK"
"8ils9","3296.32","Observation"
"8ilu4","0.00","OK"
"8iluh","0.00","OK"
"8iluo","0.25","OK"
"8iluy","136161.00","Observation"
"8ilyg","9.00","OK"
"8ilzp","671.28","OK"
"8ilzu","0.00","OK"
"8im0u","25988.77","OK"
"8im11","0.00","OK"
"8im12","0.00","OK"
"8im1a","0.00","OK"
"8im1j","0.00","OK"
"8im29","1.00","OK"
"8im41","1950.54","OK"
"8im4f","10766.89","OK"
"8im4k","1.44","OK"
"8im4l","0.25","OK"
"8im50","0.00","OK"
"8im59","999999.99","OK"
"8im6c","5.25","OK"
"8im6t","95412.73","OK"
"8im78","348.87","OK"
"8im90","0.00","OK"
"8im9a","225976.00","OK"
"8imbb","0.00","OK"
"8imcs","9970.67","OK"
"8imd2","999999.99","OK"
"8imdp","0.00","OK"
"8imdt","34.96","OK"
"8ime3","129.82","OK"
"8ime7","359.14","OK"
"8imef","4.00","OK"
"8imfu","0.00","OK"
"8img5","0.00","OK"
"8imgt","39175.99","OK"
"8imh7","2.00","OK"
"8imho","0.25","OK"
"8imhp","0.00","OK"
"8imhz","156.25","OK"
"8imi0","0.22","OK"
"8imib","6.81","OK"
"8imik","0.00","OK"
"8imk8","299.15","Observation"
"8imkc","639.61","Observation"
"8imkd","3536.45","OK"
"8imko","0.00","OK"
"8immj","560843.20","OK"
"8immk","74.25","OK"
"8immq","0.00","OK"
"8immu","0.24","OK"
"8imna","161.58","OK"
"8imob","1259.70","OK"
"8impo","4290.25","OK"
"8imqe","1350.83","OK"
"8imqn","0.00","OK"
"8imrg","0.00","OK"
"8imrr","1122.25","OK"
"8ims6","46159.73","Fraud"
"8imt7","0.00","OK"
"8imtk","3.56","OK"
"8imtz","0.00","OK"
"8imu3","150.89","OK"
"8imv2","192.05","OK"
"8imvn","17295.22","OK"
"8imvu","2.00","OK"
"8imw6","1.56","OK"
"8imwm","57.33","OK"
"8imwn","400.00","OK"
"8imwx","68547.11","OK"
"8imxk","0.00","OK"
"8imxz","22.69","OK"
"8imy8","0.00","OK"
"8imyq","0.00","OK"
"8imyz","0.22","OK"
"8imz2","12.56","OK"
"8imza","50.67","OK"
"8imzd","16273.96","OK"
"8imze","8.40","OK"
"8imzr","1035.65","OK"
"8imzv","702.25","OK"
"8in00","0.00","OK"
"8in07","0.00","OK"
"8in0d","114373.21","OK"
"8in0q","0.00","OK"
"8in1c","2.57","OK"
"8in1d","123.58","OK"
"8in1s","63780.68","OK"
"8in1t","39309.62","OK"
"8in1y","0.00","OK"
"8in20","0.00","OK"
"8in2d","48.00","OK"
"8in2g","0.00","OK"
"8in34","21.89","OK"
"8in35","75.75","OK"
"8in36","0.00","OK"
"8in3c","307794.81","OK"
"8in41","0.00","OK"
"8in43","0.00","OK"
"8in49","3.00","OK"
"8in4e","0.00","OK"
"8in66","56.19","OK"
"8in69","999999.99","OK"
"8in6a","999999.99","OK"
"8in7f","869.00","OK"
"8in80","9.00","OK"
"8in8e","1012.91","Fraud"
"8in8l","0.00","OK"
"8in8z","0.00","OK"
"8in9f","0.00","OK"
"8in9m","0.00","OK"
"8ina8","0.00","OK"
"8inag","4.69","OK"
"8inat","0.22","OK"
"8inay","999999.99","OK"
"8inbg","0.00","OK"
"8inca","0.00","OK"
"8incg","0.00","OK"
"8inch","0.00","OK"
"8inck","2615.64","OK"
"8ind9","0.00","OK"
"8indc","297.60","OK"
"8inei","1445.26","OK"
"8inf7","47.53","OK"
"8ingg","109.47","OK"
"8ings","1428.50","OK"
"8inhr","12988.36","OK"
"8ini4","8.22","OK"
"8ini5","0.00","OK"
"8inig","72.47","OK"
"8inil","175.39","OK"
"8injc","32.56","OK"
"8injo","0.00","OK"
"8inkd","4.69","OK"
"8inld","0.25","OK"
"8inn7","9978.21","OK"
"8ino6","17520.25","OK"
"8inp3","5.76","OK"
"8inrc","23.94","OK"
"8ins1","6320.40","OK"
"8insm","156.25","OK"
"8insr","0.00","OK"
"8intf","48.89","OK"
"8inu8","4.00","OK"
"8inum","488.48","OK"
"8invg","0.00","OK"
"8inwd","398.25","OK"
"8inwo","769.49","OK"
"8inwq","86.20","OK"
"8inwx","0.00","OK"
"8inz6","0.00","OK"
"8inz8","4642.16","OK"
"8io28","650.25","OK"
"8io3k","0.00","OK"
"8io3v","0.00","OK"
"8io4k","0.00","OK"
"8io4t","1.56","OK"
"8io5j","16608.16","OK"
"8io5s","40213.43","OK"
"8io79","0.00","OK"
"8io7a","0.00","OK"
"8io8s","1490.76","OK"
"8io95","3.51","OK"
"8io9t","42.25","OK"
"8ioac","0.00","OK"
"8ioad","13384.96","Observation"
"8ioaf","4906.25","OK"
"8iob1","16.73","OK"
"8ioby","4.22","OK"
"8iofb","0.16","OK"
"8iohm","0.00","OK"
"8ioj0","0.00","OK"
"8iok5","0.00","OK"
"8iokr","0.00","OK"
"8ioml","0.00","OK"
"8iomw","0.00","OK"
"8ionb","0.00","OK"
"8ionh","0.00","OK"
"8ionj","0.00","OK"
"8ioo5","0.00","OK"
"8ioo7","8.50","OK"
"8ioov","0.00","OK"
"8ioqe","8421.76","OK"
"8ior0","0.89","OK"
"8iory","0.25","OK"
"8iosv","40803.49","OK"
"8iot1","2335.80","OK"
"8iott","0.00","OK"
"8iou1","40.50","OK"
"8iou5","0.00","OK"
"8iou8","575.34","OK"
"8ioui","0.00","OK"
"8ioul","0.00","OK"
"8iow5","0.00","OK"
"8iowu","566.89","OK"
"8ioyh","0.00","OK"
"8ioyz","0.00","OK"
"8iozi","76.22","OK"
"8ip10","0.00","OK"
"8ip1i","0.00","OK"
"8ip1v","6188.15","OK"
"8ip45","28479.47","OK"
"8ip46","0.00","OK"
"8ip4d","63436.25","OK"
"8ip5p","23575.23","OK"
"8ip5q","688.23","OK"
"8ip65","0.00","OK"
"8ip71","11448.37","Observation"
"8ip85","0.00","OK"
"8ip8o","0.89","OK"
"8ipat","0.25","OK"
"8ipcr","1.50","OK"
"8ipdk","0.00","OK"
"8ipdp","0.16","OK"
"8ipdr","1.00","OK"
"8ipeq","1.00","OK"
"8ipg0","0.89","OK"
"8ipg1","0.89","OK"
"8ipgq","50.69","OK"
"8ipgz","0.00","OK"
"8iph1","0.00","OK"
"8ipif","0.00","OK"
"8ipiu","4.00","OK"
"8ipks","10.36","OK"
"8ipls","960.19","OK"
"8ipm4","1.25","OK"
"8ipn0","6.25","OK"
"8ipoi","0.00","OK"
"8ipoo","6016.98","OK"
"8ippe","0.00","OK"
"8ippl","0.00","OK"
"8ipr3","454.48","OK"
"8iprx","0.00","OK"
"8ipxe","1340.73","OK"
"8ipxf","0.00","OK"
"8iq0e","1340.67","OK"
"8iq0h","0.00","OK"
"8iq0l","59.98","OK"
"8iq0m","0.25","OK"
"8iq0q","18.96","OK"
"8iq0r","0.67","OK"
"8iq11","0.00","OK"
"8iq1n","9.00","OK"
"8iq1z","2133.97","Observation"
"8iq22","188.64","OK"
"8iq3b","107.47","OK"
"8iq4r","19505.29","OK"
"8iq53","729854.61","OK"
"8iq7l","0.00","OK"
"8iq7q","5.81","OK"
"8iq85","121.00","OK"
"8iqbs","0.00","OK"
"8iqd8","0.00","OK"
"8iqde","169.00","OK"
"8iqe6","4.67","OK"
"8iqec","0.00","OK"
"8iqee","0.00","OK"
"8iqez","0.00","OK"
"8iqfg","0.00","OK"
"8iqhl","0.00","OK"
"8iqip","0.00","OK"
"8iqjj","0.00","OK"
"8iqk3","2.75","OK"
"8iqks","0.00","OK"
"8iqni","0.00","OK"
"8iqnn","1.56","OK"
"8iqnv","126768.19","OK"
"8iqp5","0.00","OK"
"8iqqe","2.25","OK"
"8iqr5","0.00","OK"
"8iqsf","0.00","OK"
"8iqsw","0.00","OK"
"8iqtd","0.00","OK"
"8iqth","28.45","OK"
"8iqu0","0.00","OK"
"8iqu4","0.00","OK"
"8iqu5","0.00","OK"
"8iqua","0.00","OK"
"8iqug","5653.39","OK"
"8iqur","0.00","OK"
"8iquu","0.00","OK"
"8iqvd","0.00","OK"
"8iqvi","25.25","OK"
"8iqvo","0.00","OK"
"8iqvp","0.00","OK"
"8iqvs","0.00","OK"
"8iqw0","0.00","OK"
"8iqw1","26144.22","OK"
"8iqw2","0.00","OK"
"8iqw6","0.00","OK"
"8iqw8","556.22","OK"
"8iqw9","6.25","OK"
"8iqwa","18.29","OK"
"8iqwb","1.00","OK"
"8iqwc","0.00","OK"
"8iqwe","0.00","OK"
"8iqwf","0.00","OK"
"8iqwy","0.00","OK"
"8iqx9","1.84","OK"
"8iqxa","41.88","OK"
"8iqxb","0.24","OK"
"8iqxi","0.00","OK"
"8iqym","0.00","OK"
"8iqyw","417.37","OK"
"8iqzc","261.86","OK"
"8iqzg","29.63","OK"
"8iqzh","248.83","OK"
"8iqzi","84671.40","OK"
"8iqzk","10026.08","OK"
"8iqzl","80.21","OK"
"8iqzm","25.72","OK"
"8iqzn","52.69","OK"
"8iqzo","1681.80","OK"
"8iqzp","834.07","OK"
"8iqzs","7304.32","OK"
"8iqzu","13.95","OK"
"8iqzw","67214.43","OK"
"8iqzz","88.02","OK"
"8ir00","8919.14","OK"
"8ir01","31686.64","OK"
"8ir05","48003.67","Fraud"
"8ir06","3600.04","OK"
"8ir07","67584.47","OK"
"8ir09","2134.77","OK"
"8ir0d","149.71","OK"
"8ir0f","8981.56","OK"
"8ir0i","0.00","OK"
"8ir0v","0.25","OK"
"8ir0z","0.25","OK"
"8ir14","120.73","OK"
"8ir16","961.06","OK"
"8ir1o","0.25","OK"
"8ir25","4.69","OK"
"8ir28","0.00","OK"
"8ir2b","2.98","OK"
"8ir2e","38.35","OK"
"8ir2l","4.00","OK"
"8ir2o","0.00","OK"
"8ir2s","0.00","OK"
"8ir3v","9.19","OK"
"8ir4d","0.00","OK"
"8ir6j","0.00","OK"
"8ir6k","0.00","OK"
"8ir6w","0.00","OK"
"8ir7h","0.00","OK"
"8ir96","989.31","OK"
"8irab","703809.93","OK"
"8irb0","42.25","OK"
"8irbp","2246.29","OK"
"8irck","16.00","OK"
"8ircl","48.19","OK"
"8ircq","280.22","OK"
"8ircw","0.00","OK"
"8ircy","0.00","OK"
"8irdq","0.00","OK"
"8irdv","0.00","OK"
"8ire4","0.00","OK"
"8irek","0.00","OK"
"8irgx","0.00","OK"
"8irid","0.00","OK"
"8irih","13199.53","OK"
"8iriv","156.25","OK"
"8irjv","2.00","OK"
"8irk4","585.77","OK"
"8irkm","20.25","OK"
"8irl1","0.00","OK"
"8irlc","6237.69","OK"
"8irle","203.69","OK"
"8irll","888.37","Observation"
"8irob","992262.78","OK"
"8irot","25768.25","OK"
"8irq0","1911.50","OK"
"8irqh","0.00","OK"
"8irqi","0.00","OK"
"8irqk","0.25","OK"
"8irr8","0.00","OK"
"8irr9","4.00","OK"
"8irrl","0.00","OK"
"8irrw","0.00","OK"
"8irrx","1154.72","Observation"
"8irs5","332.36","OK"
"8irsq","0.00","OK"
"8irsy","165.19","OK"
"8irt8","104.12","OK"
"8irtb","0.00","OK"
"8irtc","16.00","OK"
"8irti","1.50","OK"
"8irtu","0.00","OK"
"8iru0","14.00","OK"
"8iru3","0.00","OK"
"8irui","2070.25","OK"
"8iruq","0.00","OK"
"8irvj","1475.69","OK"
"8irwu","0.25","OK"
"8irzv","0.00","OK"
"8is01","3382.89","OK"
"8is0l","3.86","OK"
"8is1d","16.93","OK"
"8is20","98.16","OK"
"8is2b","16520.79","OK"
"8is2k","10456.92","Fraud"
"8is2p","0.00","OK"
"8is30","0.00","OK"
"8is32","0.00","OK"
"8is41","0.00","OK"
"8is47","4.00","OK"
"8is4p","0.00","OK"
"8is4w","165.95","OK"
"8is4x","0.99","OK"
"8is5e","21080.92","OK"
"8is5f","0.00","OK"
"8is5h","21648.02","Observation"
"8is5o","62.20","OK"
"8is5q","98.21","OK"
"8is5r","31.25","OK"
"8is6u","0.00","OK"
"8is82","22597.05","OK"
"8is85","0.00","OK"
"8is87","14.51","OK"
"8is8g","39.76","OK"
"8isas","187758.26","OK"
"8isat","94512.03","OK"
"8isau","0.00","OK"
"8isbh","234.25","OK"
"8isbo","0.00","OK"
"8isbr","0.00","OK"
"8isbz","217.94","OK"
"8isch","24497.84","Observation"
"8iscw","132.37","OK"
"8iscy","201.33","OK"
"8isd4","0.00","OK"
"8isd6","0.00","OK"
"8isdb","135.06","OK"
"8isdq","4.67","OK"
"8ise8","25.00","OK"
"8isei","9.00","OK"
"8ises","45975.50","OK"
"8iseu","29.56","OK"
"8isf7","57.48","OK"
"8isfp","0.00","OK"
"8isfs","0.00","OK"
"8isgu","5.06","OK"
"8ish6","4817.96","OK"
"8ishk","37.27","OK"
"8ishn","0.00","OK"
"8isi3","0.00","OK"
"8isj3","25438.12","OK"
"8isj9","214.22","OK"
"8isje","470.22","OK"
"8isk1","0.00","OK"
"8isk6","0.00","OK"
"8islr","41.42","OK"
"8isme","1.00","OK"
"8ismw","0.00","OK"
"8isp2","0.00","OK"
"8isrm","3484.53","OK"
"8isrt","0.00","OK"
"8issu","353.72","OK"
"8isvf","0.00","OK"
"8isxs","0.00","OK"
"8isxw","0.00","OK"
"8isyx","0.00","OK"
"8isz2","1.50","OK"
"8isz4","0.00","OK"
"8it0b","37.89","OK"
"8it0m","0.00","OK"
"8it0v","20.25","OK"
"8it18","25.00","OK"
"8it2h","189.49","OK"
"8it36","13971.58","Fraud"
"8it3p","176.81","OK"
"8it4b","0.00","OK"
"8it51","2694.69","OK"
"8it52","74.67","OK"
"8it54","200.67","OK"
"8it55","2126.69","OK"
"8it57","0.00","OK"
"8it59","4.00","OK"
"8it5a","6.25","OK"
"8it5b","0.89","OK"
"8it5c","54.19","OK"
"8it5d","15.19","OK"
"8it5e","812.25","OK"
"8it5i","49.00","OK"
"8it5k","156.25","OK"
"8it5n","200.00","OK"
"8it5o","0.00","OK"
"8it5q","4.00","OK"
"8it5r","6.25","OK"
"8it5t","327.67","OK"
"8it63","0.00","OK"
"8it65","0.00","OK"
"8it66","0.00","OK"
"8it6j","0.00","OK"
"8it7k","0.00","OK"
"8it7m","0.00","OK"
"8it7o","22.69","OK"
"8it7p","3.56","OK"
"8it8j","332.24","OK"
"8it8l","0.00","OK"
"8it8q","0.00","OK"
"8it9g","38916.93","OK"
"8it9n","0.67","OK"
"8it9p","3143.99","OK"
"8it9w","903.61","OK"
"8itaa","5.63","OK"
"8itap","204853.31","Observation"
"8itat","0.00","OK"
"8itb0","111630.45","OK"
"8itb1","68215.62","OK"
"8itcr","37991.89","OK"
"8itcx","0.00","OK"
"8itdr","0.00","OK"
"8itdx","0.00","OK"
"8ite3","280044.27","OK"
"8iteu","0.75","OK"
"8itf4","48.50","OK"
"8itfc","0.00","OK"
"8itgs","0.00","OK"
"8ith0","49.00","OK"
"8ith4","129036.50","OK"
"8ith6","0.00","OK"
"8ithb","0.00","OK"
"8ithf","107792.36","Observation"
"8ithn","0.00","OK"
"8ithu","1656.45","OK"
"8ithz","0.22","OK"
"8itif","0.00","OK"
"8itio","0.00","OK"
"8itiu","234.12","OK"
"8itj5","11.89","OK"
"8itji","37343.88","OK"
"8itk7","0.00","OK"
"8itka","0.00","OK"
"8itkq","5.39","OK"
"8itks","0.53","OK"
"8itkt","488.93","OK"
"8itl2","0.00","OK"
"8itl8","0.00","OK"
"8itla","0.00","OK"
"8itlh","1402.16","OK"
"8itli","8.00","OK"
"8itlt","149.56","OK"
"8itly","1248.12","OK"
"8itm2","0.00","OK"
"8itme","0.00","OK"
"8itmi","57293.57","OK"
"8itmu","18.24","OK"
"8itnb","0.00","OK"
"8itod","3228.22","OK"
"8itoe","0.00","OK"
"8itof","59781.14","OK"
"8itop","2997.69","OK"
"8itos","0.00","OK"
"8itoz","6.25","OK"
"8itp0","1.51","OK"
"8itpk","120.48","OK"
"8itq3","0.00","OK"
"8itql","0.19","OK"
"8itqs","0.00","OK"
"8itrb","347.28","OK"
"8itre","579.65","OK"
"8itrn","121.89","OK"
"8itro","0.00","OK"
"8itrq","0.00","OK"
"8its6","0.00","OK"
"8itsg","0.25","OK"
"8itsw","0.00","OK"
"8itt6","0.00","OK"
"8ittc","1077.47","OK"
"8itth","0.00","OK"
"8ittq","0.00","OK"
"8ittu","0.00","OK"
"8ittv","0.00","OK"
"8ituk","0.25","OK"
"8itvb","0.00","OK"
"8itww","0.00","OK"
"8itx1","5.32","OK"
"8itx5","29163.70","OK"
"8itxs","1.25","OK"
"8itxx","1.00","OK"
"8ityd","20.25","OK"
"8itzi","49.00","OK"
"8iu02","0.00","OK"
"8iu0k","0.00","OK"
"8iu23","0.00","OK"
"8iu2c","264636.59","Observation"
"8iu38","0.00","OK"
"8iu3e","3729.19","OK"
"8iu3h","5640.54","OK"
"8iu4c","3069.36","OK"
"8iu57","0.00","OK"
"8iu5r","0.25","OK"
"8iu66","112.82","OK"
"8iu6m","0.00","OK"
"8iu6x","4.00","OK"
"8iu74","0.00","OK"
"8iu76","0.00","Observation"
"8iu77","0.00","OK"
"8iu7b","0.00","OK"
"8iu7d","0.00","OK"
"8iu7w","0.00","OK"
"8iu82","0.25","OK"
"8iua3","14.16","OK"
"8iuan","125088.39","Observation"
"8iuav","8.00","OK"
"8iub1","1.00","OK"
"8iucx","12.25","OK"
"8iufj","225.00","OK"
"8iufr","0.00","OK"
"8iufs","600.25","OK"
"8iufv","0.00","OK"
"8iugo","0.00","OK"
"8iuhr","0.00","OK"
"8iui3","0.00","OK"
"8iuia","68438.14","OK"
"8iuip","0.00","OK"
"8iujq","0.00","OK"
"8iujx","627.23","OK"
"8iukd","0.00","OK"
"8iuls","0.00","OK"
"8ium6","0.00","OK"
"8iumc","23.41","OK"
"8iume","2124.75","OK"
"8iumx","6.25","OK"
"8iun9","2533.30","OK"
"8iuna","0.00","OK"
"8iunk","0.25","OK"
"8iuo8","16760.65","OK"
"8iuok","156.25","OK"
"8iuqb","0.00","OK"
"8iuqh","31.61","OK"
"8iuqk","16444.44","OK"
"8iuqp","0.00","OK"
"8iuqv","0.00","OK"
"8iurr","6.25","OK"
"8iuuw","0.00","OK"
"8iuv4","1.73","OK"
"8iuv6","719.44","OK"
"8iuv8","3.25","OK"
"8iuv9","290.25","OK"
"8iuva","0.00","OK"
"8iuwa","0.00","OK"
"8iuxg","0.25","OK"
"8iuxk","0.00","OK"
"8iuxq","676.00","OK"
"8iuy6","0.00","OK"
"8iuyv","41.24","OK"
"8iv07","0.25","OK"
"8iv0i","0.00","OK"
"8iv0s","0.00","OK"
"8iv0x","1404.67","OK"
"8iv1g","0.25","OK"
"8iv1m","0.24","OK"
"8iv1x","77.36","OK"
"8iv2t","0.00","OK"
"8iv3o","0.00","OK"
"8iv48","0.00","OK"
"8iv4d","0.00","OK"
"8iv4h","0.00","OK"
"8iv4j","451.99","OK"
"8iv58","0.00","OK"
"8iv5f","0.00","OK"
"8iv5p","0.00","OK"
"8iv65","23.19","OK"
"8iv6j","0.23","OK"
"8iv7e","8802.32","OK"
"8iv7j","2694.39","OK"
"8iv8i","0.00","OK"
"8iv9n","5484.25","OK"
"8ivbf","4802.00","Observation"
"8ivbn","360.50","OK"
"8ivbx","0.00","OK"
"8ivcn","0.25","OK"
"8ivdi","234.85","OK"
"8ivdx","0.67","OK"
"8ive3","6.89","OK"
"8ive5","0.00","OK"
"8ivea","97.67","OK"
"8iveg","29.81","OK"
"8ivf6","490.89","OK"
"8ivfj","0.22","OK"
"8ivfk","44533.01","OK"
"8ivge","9.00","OK"
"8ivhg","0.00","OK"
"8ivhr","791.80","OK"
"8ivir","357872.50","OK"
"8iviz","0.00","OK"
"8ivj4","0.00","OK"
"8ivjv","83027.39","OK"
"8ivkm","0.00","OK"
"8ivkn","3934.83","OK"
"8ivlh","45290.34","Fraud"
"8ivlp","95.92","Observation"
"8ivm9","0.00","OK"
"8ivmk","22.22","OK"
"8ivnj","0.00","OK"
"8ivnk","2.25","OK"
"8ivnx","0.25","OK"
"8ivny","0.00","OK"
"8ivo7","1995.96","OK"
"8ivof","11080.96","OK"
"8ivp6","0.25","OK"
"8ivpt","0.00","OK"
"8ivpv","1563.63","OK"
"8ivql","0.00","OK"
"8ivsv","0.00","OK"
"8ivsx","837.15","OK"
"8ivti","9.01","OK"
"8ivtm","0.19","OK"
"8ivtv","0.00","OK"
"8ivwj","3062.68","OK"
"8ivwr","0.00","OK"
"8ivwv","1.69","OK"
"8ivxp","0.00","OK"
"8ivy4","5553.56","OK"
"8ivy5","0.00","OK"
"8ivyc","38.47","OK"
"8ivyu","0.00","OK"
"8iw0a","0.00","OK"
"8iw0n","34.00","OK"
"8iw0r","160400.25","OK"
"8iw1f","33.19","OK"
"8iw1v","1.00","OK"
"8iw21","0.00","OK"
"8iw29","37.56","OK"
"8iw31","0.22","OK"
"8iw3u","0.00","OK"
"8iw46","0.00","OK"
"8iw4a","6.25","OK"
"8iw55","0.00","OK"
"8iw5p","0.00","OK"
"8iw5r","0.00","OK"
"8iw6k","0.00","OK"
"8iw6v","0.00","OK"
"8iw7e","68.69","OK"
"8iw7i","23.19","OK"
"8iw84","290.80","OK"
"8iw9s","53.87","OK"
"8iwaa","0.00","OK"
"8iwac","0.00","OK"
"8iwag","0.00","OK"
"8iwak","2.25","OK"
"8iwau","0.00","OK"
"8iwav","0.25","OK"
"8iwbt","0.00","OK"
"8iwe6","0.00","OK"
"8iweh","0.00","OK"
"8iwf2","0.00","OK"
"8iwfs","28.50","OK"
"8iwg3","54.24","OK"
"8iwh3","4.19","OK"
"8iwhf","0.00","OK"
"8iwhh","0.00","OK"
"8iwhi","466.64","OK"
"8iwid","93952.69","OK"
"8iwii","54.41","OK"
"8iwj3","0.00","OK"
"8iwjs","13.69","OK"
"8iwky","0.00","OK"
"8iwl4","7907.47","OK"
"8iwl5","180.19","OK"
"8iwmb","25533.90","OK"
"8iwn7","0.00","OK"
"8iwnh","0.25","OK"
"8iwo2","6843.10","OK"
"8iwos","151.61","Fraud"
"8iwp2","583.55","Fraud"
"8iwp3","14575.97","OK"
"8iwpy","0.00","OK"
"8iwq4","230.41","OK"
"8iwq6","2.00","OK"
"8iwqm","5.56","OK"
"8iwqv","0.00","OK"
"8iwrl","448.67","OK"
"8iwrx","1225.00","OK"
"8iws2","5.04","OK"
"8iws4","0.00","OK"
"8iws7","5.64","OK"
"8iwsa","0.00","OK"
"8iwsc","5.25","OK"
"8iwu7","3785.32","OK"
"8iwug","47.22","OK"
"8iwv8","0.00","OK"
"8iwvi","0.00","OK"
"8iwvl","209.32","OK"
"8iwx5","3.03","OK"
"8iwxs","0.00","OK"
"8iwxv","1.88","OK"
"8iwy8","62431.55","OK"
"8iwz0","0.00","OK"
"8ix09","0.00","OK"
"8ix0c","0.00","OK"
"8ix2h","1038.01","OK"
"8ix3h","0.00","OK"
"8ix6h","5.56","OK"
"8ix6p","6532.79","Fraud"
"8ix86","0.00","OK"
"8ix89","0.22","OK"
"8ixdk","0.00","OK"
"8ixgd","851.33","OK"
"8ixgl","3.14","OK"
"8ixl3","45.04","OK"
"8ixly","2.89","OK"
"8ixlz","28.52","OK"
"8ixoq","982.77","OK"
"8ixor","6818.67","OK"
"8ixp4","0.00","OK"
"8ixq4","97349.06","OK"
"8ixq5","413186.21","OK"
"8ixs1","17.85","OK"
"8ixsd","16573.82","OK"
"8ixue","0.00","OK"
"8ixuj","0.00","OK"
"8ixvg","366.98","OK"
"8ixvu","74335.56","OK"
"8ixy5","0.00","OK"
"8ixzl","0.00","OK"
"8ixzs","57338.11","OK"
"8ixzt","4611.04","OK"
"8iy03","115099.42","OK"
"8iy0v","4692.25","Observation"
"8iy1m","0.00","OK"
"8iy36","468.50","OK"
"8iy4x","0.00","OK"
"8iy5g","25285.51","OK"
"8iy6x","0.00","OK"
"8iy7x","13.56","OK"
"8iy9b","10.89","OK"
"8iyb9","0.19","OK"
"8iyc8","92244.08","OK"
"8iydk","0.00","OK"
"8iyea","0.00","OK"
"8iyfx","194.82","OK"
"8iyi9","127.33","OK"
"8iyj6","21.36","OK"
"8iyo2","0.00","OK"
"8iysb","4888.57","OK"
"8iyvp","3122.03","OK"
"8iywe","0.00","OK"
"8iyxe","166.96","OK"
"8iz0o","0.00","OK"
"8iz1c","454911.73","OK"
"8iz2a","2143.88","OK"
"8iz2c","786.73","OK"
"8iz2e","69.08","OK"
"8iz2m","1939.65","OK"
"8iz2n","2581.41","OK"
"8iz48","356.03","OK"
"8iz6y","8.00","OK"
"8iz7h","0.89","OK"
"8iz7i","409834.26","OK"
"8iz80","0.00","OK"
"8iz8t","0.00","OK"
"8iz91","336.58","OK"
"8izah","42.25","OK"
"8izak","0.00","OK"
"8izam","0.00","OK"
"8izan","0.00","OK"
"8izao","0.00","OK"
"8izar","4.00","OK"
"8izau","161.50","OK"
"8izav","272.25","OK"
"8izaw","0.00","OK"
"8izay","0.00","OK"
"8izbp","0.00","OK"
"8izbt","40.29","OK"
"8ize1","0.00","OK"
"8izgi","0.00","OK"
"8izjs","0.00","OK"
"8izkp","0.00","OK"
"8izlr","0.22","OK"
"8iznj","91358.84","OK"
"8izot","0.00","OK"
"8izpa","2234.55","OK"
"8izsa","3.00","OK"
"8izt5","25839.12","Observation"
"8izt6","595212.40","Observation"
"8iztc","486.34","OK"
"8iztd","0.24","OK"
"8iztj","225.20","OK"
"8izts","0.00","OK"
"8izu7","0.22","OK"
"8izv8","4.00","OK"
"8izwb","663.16","OK"
"8izwe","8254.31","Fraud"
"8izxr","546.75","OK"
"8izzv","1477.13","OK"
"8j00e","55.49","OK"
"8j01d","0.22","OK"
"8j029","0.00","OK"
"8j07i","1233.20","OK"
"8j07s","156.25","OK"
"8j085","0.00","OK"
"8j08y","999999.99","OK"
"8j094","0.00","OK"
"8j096","2.69","OK"
"8j09p","1.56","OK"
"8j0a9","0.00","OK"
"8j0ao","22.69","OK"
"8j0b4","4076.82","OK"
"8j0b5","8274.05","OK"
"8j0bs","1094.05","OK"
"8j0bz","0.00","OK"
"8j0da","16.00","OK"
"8j0dl","0.25","OK"
"8j0eq","108.00","OK"
"8j0fj","2417.05","OK"
"8j0g9","164.20","OK"
"8j0h6","0.00","OK"
"8j0hb","363.68","OK"
"8j0j9","196.47","OK"
"8j0m9","0.00","OK"
"8j0mk","13.36","OK"
"8j0mw","19.43","OK"
"8j0n4","1769.69","OK"
"8j0ov","3960.73","OK"
"8j0oz","0.00","OK"
"8j0pl","127351.18","Fraud"
"8j0py","0.00","OK"
"8j0qc","1942.13","OK"
"8j0qr","0.00","OK"
"8j0su","6.25","OK"
"8j0tb","3.56","OK"
"8j0tg","12.25","OK"
"8j0w1","731900.69","Observation"
"8j0wb","0.00","OK"
"8j0ww","215.51","OK"
"8j0x3","360.99","OK"
"8j0x9","378941.19","Observation"
"8j0z9","0.25","OK"
"8j10c","999999.99","OK"
"8j11k","4.69","OK"
"8j121","11.12","OK"
"8j12n","91.56","OK"
"8j15b","4.03","OK"
"8j16r","4.00","OK"
"8j18g","0.69","OK"
"8j197","62.89","OK"
"8j19d","127.77","OK"
"8j19f","6907.32","OK"
"8j19x","66104.12","OK"
"8j1a0","72.02","OK"
"8j1a1","3787.15","OK"
"8j1a2","573.64","OK"
"8j1a3","1.35","OK"
"8j1a6","1.89","OK"
"8j1a7","1.14","OK"
"8j1aj","42227.08","OK"
"8j1di","25.21","OK"
"8j1fp","1.00","OK"
"8j1h7","0.00","OK"
"8j1j6","0.69","OK"
"8j1lc","298.11","OK"
"8j1od","38412.54","OK"
"8j1pb","139.41","OK"
"8j1pd","486460.59","OK"
"8j1q5","0.00","OK"
