"partnerid","distinct category","partnerid_cnt","CategoryPrior"
"duqvd","1","203","203.000000000"
"duqw4","1","1","1.000000000"
"duqwy","1","92","92.000000000"
"duqx9","1","274","274.000000000"
"duqxt","1","2","2.000000000"
"duqxy","1","26","26.000000000"
"duqya","1","95","95.000000000"
"duqyd","1","295","295.000000000"
"duqyl","1","114","114.000000000"
"duqzc","1","2","2.000000000"
"duqze","1","3","3.000000000"
"dur1f","1","18","18.000000000"
"dur61","1","42","42.000000000"
"dur6e","1","14","14.000000000"
"dur7r","1","1","1.000000000"
"dur8s","1","1","1.000000000"
"dur8u","1","1","1.000000000"
"dur97","1","1209","1209.000000000"
"dur9j","1","1","1.000000000"
"durc0","1","2","2.000000000"
"durdd","1","4","4.000000000"
"durdm","1","811","811.000000000"
"durf9","1","1","1.000000000"
"durfq","1","17","17.000000000"
"durfy","1","67","67.000000000"
"durgi","1","74","74.000000000"
"durgz","1","2","2.000000000"
"duris","1","78","78.000000000"
"durkk","1","2817","2817.000000000"
"duroh","1","3","3.000000000"
"durqb","1","8","8.000000000"
"durr0","1","1740","1740.000000000"
"dursd","1","6","6.000000000"
"durt0","1","1","1.000000000"
"dus2f","1","3","3.000000000"
"dus2k","1","7614","7614.000000000"
"dus2w","1","447","447.000000000"
"dus55","1","1","1.000000000"
"dus56","1","3415","3415.000000000"
"dus7m","1","5302","5302.000000000"
"dus87","1","314","314.000000000"
"dus98","1","910","910.000000000"
"dusdl","1","82","82.000000000"
"dusf3","1","1","1.000000000"
"dusfd","1","14","14.000000000"
"dusg4","1","14286","14286.000000000"
"dusj0","1","1","1.000000000"
"dusjv","1","2","2.000000000"
"dusjx","1","1037","1037.000000000"
"dusn0","1","2","2.000000000"
"dusnc","1","33127","33127.000000000"
"dusom","1","1864","1864.000000000"
"duspd","1","16","16.000000000"
"duspm","1","130","130.000000000"
"duspw","1","6","6.000000000"
"dusqt","1","2581","2581.000000000"
"dusqu","1","301","301.000000000"
"dusqw","1","2305","2305.000000000"
"duste","1","237","237.000000000"
"dustf","1","3","3.000000000"
"dustm","1","11","11.000000000"
"dusuh","1","48","48.000000000"
"dusv8","1","1","1.000000000"
"dusvx","1","2","2.000000000"
"dusy0","1","1","1.000000000"
"dusy1","1","1","1.000000000"
"duszx","1","253","253.000000000"
"dut0n","1","5","5.000000000"
"dut0s","1","98","98.000000000"
"dut1e","1","500","500.000000000"
"dut2y","1","842","842.000000000"
"dut41","1","51","51.000000000"
"dut4t","1","75","75.000000000"
"dut73","1","10","10.000000000"
"dut84","1","2","2.000000000"
"dutbd","1","716","716.000000000"
"dutbf","1","2","2.000000000"
"dutc7","1","3","3.000000000"
"dutcs","1","16","16.000000000"
"dutf9","1","226","226.000000000"
"dutg8","1","2","2.000000000"
"duthc","1","177","177.000000000"
"duthd","1","16","16.000000000"
"duthi","1","1","1.000000000"
"duthn","1","30","30.000000000"
"dutiu","1","5","5.000000000"
"dutli","1","11","11.000000000"
"dutmz","1","3","3.000000000"
"dutn5","1","591","591.000000000"
"dutnt","1","1","1.000000000"
"dutpd","1","1","1.000000000"
"duts7","1","69","69.000000000"
"dutsk","1","1605","1605.000000000"
"dutsp","1","80","80.000000000"
"dutyc","1","3","3.000000000"
"dutze","1","1","1.000000000"
"dutzi","1","86","86.000000000"
"duu09","1","1452","1452.000000000"
"duu0g","1","9","9.000000000"
"duu0h","1","17","17.000000000"
"duu0j","1","5","5.000000000"
"duu0k","1","38","38.000000000"
"duu0n","1","87","87.000000000"
"duu0u","1","31","31.000000000"
"duu0v","1","1","1.000000000"
"duu2l","1","1863","1863.000000000"
"duu5p","1","3712","3712.000000000"
"duu7y","1","1","1.000000000"
"duu9g","1","2695","2695.000000000"
"duu9j","1","764","764.000000000"
"duu9r","1","46","46.000000000"
"duu9t","1","7875","7875.000000000"
"duuaa","1","1","1.000000000"
"duuad","1","22","22.000000000"
"duuba","1","1","1.000000000"
"duudw","1","2","2.000000000"
"duuex","1","6","6.000000000"
"duugb","1","5","5.000000000"
"duuih","1","34","34.000000000"
"duulh","1","3","3.000000000"
"duuly","1","4293","4293.000000000"
"duupk","1","72","72.000000000"
"duuqx","1","1202","1202.000000000"
"duush","1","11","11.000000000"
"duuxj","1","9","9.000000000"
"duv15","1","2","2.000000000"
"duv1w","1","15","15.000000000"
"duv3j","1","104","104.000000000"
"duv4u","1","11","11.000000000"
"duv7h","1","3","3.000000000"
"duv7i","1","98","98.000000000"
"duv8m","1","2","2.000000000"
"duves","1","86","86.000000000"
"duvf5","1","1396","1396.000000000"
"duvf6","1","297","297.000000000"
"duvfl","1","4","4.000000000"
"duvgj","1","31246","31246.000000000"
"duvgk","1","18414","18414.000000000"
"duvid","1","3429","3429.000000000"
"duvii","1","55","55.000000000"
"duvp0","1","44","44.000000000"
"duvqp","1","82","82.000000000"
"duvqr","1","1","1.000000000"
"duvqv","1","9","9.000000000"
"duvqw","1","396","396.000000000"
"duvr2","1","12","12.000000000"
"duvr3","1","322","322.000000000"
"duvrc","1","1","1.000000000"
"duvrt","1","5","5.000000000"
"duvsa","1","623","623.000000000"
"duvt5","1","7","7.000000000"
"duvx2","1","37","37.000000000"
"duvzb","1","253","253.000000000"
"duvzr","1","46","46.000000000"
"duw25","1","4","4.000000000"
"duw2o","1","11","11.000000000"
"duw3c","1","867","867.000000000"
"duw4j","1","3","3.000000000"
"duw5o","1","4","4.000000000"
"duw6d","1","35","35.000000000"
"duw6y","1","161","161.000000000"
"duw94","1","48","48.000000000"
"duw9q","1","259","259.000000000"
"duwcv","1","12","12.000000000"
"duwfh","1","95","95.000000000"
"duwgd","1","2","2.000000000"
"duwlu","1","24","24.000000000"
"duwm5","1","145","145.000000000"
"duwoc","1","5694","5694.000000000"
"duwpl","1","157","157.000000000"
"duwpm","1","164","164.000000000"
"duwpo","1","179","179.000000000"
"duwpq","1","27","27.000000000"
"duwpy","1","126","126.000000000"
"duwqv","1","1","1.000000000"
"duwsj","1","1","1.000000000"
"duwsq","1","2038","2038.000000000"
"duwv4","1","179","179.000000000"
"dux14","1","1","1.000000000"
"dux1a","1","9729","9729.000000000"
"dux1b","1","1","1.000000000"
"dux1m","1","11","11.000000000"
"dux2f","1","746","746.000000000"
"dux3y","1","2514","2514.000000000"
"dux40","1","1","1.000000000"
"dux6d","1","28","28.000000000"
"dux6y","1","20","20.000000000"
"dux7d","1","1","1.000000000"
"dux86","1","11","11.000000000"
"duxa8","1","8455","8455.000000000"
"duxa9","1","493","493.000000000"
"duxas","1","86","86.000000000"
"duxau","1","2240","2240.000000000"
"duxay","1","59","59.000000000"
"duxb0","1","883","883.000000000"
"duxb1","1","28","28.000000000"
"duxb2","1","27","27.000000000"
"duxb3","1","48","48.000000000"
"duxb5","1","38","38.000000000"
"duxce","1","3","3.000000000"
"duxd7","1","78","78.000000000"
"duxde","1","1","1.000000000"
"duxfy","1","1820","1820.000000000"
"duxh3","1","8","8.000000000"
"duxha","1","28","28.000000000"
"duxhy","1","4","4.000000000"
"duxko","1","3","3.000000000"
"duxmt","1","1","1.000000000"
"duxnm","1","10","10.000000000"
"duxoi","1","134","134.000000000"
"duxqs","1","2","2.000000000"
"duxrq","1","2","2.000000000"
"duxse","1","500","500.000000000"
"duxsm","1","2","2.000000000"
"duxtd","1","1","1.000000000"
"duxti","1","367","367.000000000"
"duxto","1","12182","12182.000000000"
"duxtx","1","34","34.000000000"
"duxty","1","62","62.000000000"
"duxuc","1","12","12.000000000"
"duxup","1","1955","1955.000000000"
"duxw8","1","67","67.000000000"
"duxwj","1","2","2.000000000"
"duxwr","1","37","37.000000000"
"duxx4","1","828","828.000000000"
"duxx7","1","682","682.000000000"
"duxxh","1","11","11.000000000"
"duxxu","1","4","4.000000000"
"duxxv","1","101","101.000000000"
"duxz7","1","3371","3371.000000000"
"duy10","1","3","3.000000000"
"duy19","1","64","64.000000000"
"duy21","1","4468","4468.000000000"
"duy29","1","7","7.000000000"
"duy2b","1","1","1.000000000"
"duy40","1","907","907.000000000"
"duy57","1","70","70.000000000"
"duy7u","1","369","369.000000000"
"duy7x","1","1","1.000000000"
"duy8o","1","227","227.000000000"
"duy98","1","54","54.000000000"
"duybc","1","1","1.000000000"
"duybt","1","172","172.000000000"
"duydm","1","19","19.000000000"
"duye6","1","17","17.000000000"
"duygk","1","419","419.000000000"
"duygl","1","242","242.000000000"
"duyh3","1","10","10.000000000"
"duyi0","1","4","4.000000000"
"duyic","1","7","7.000000000"
"duyis","1","5385","5385.000000000"
"duyiy","1","80","80.000000000"
"duyka","1","601","601.000000000"
"duykb","1","180","180.000000000"
"duyl4","1","2285","2285.000000000"
"duyla","1","24","24.000000000"
"duyln","1","1","1.000000000"
"duyq2","1","46","46.000000000"
"duyq5","1","40","40.000000000"
"duyqh","1","1","1.000000000"
"duyqm","1","4980","4980.000000000"
"duys7","1","32","32.000000000"
"duyt1","1","10015","10015.000000000"
"duyt6","1","4265","4265.000000000"
"duytq","1","2","2.000000000"
"duyuj","1","122","122.000000000"
"duyx3","1","1516","1516.000000000"
"duyzw","1","3","3.000000000"
"duyzx","1","2","2.000000000"
"duyzz","1","1","1.000000000"
"duz02","1","192","192.000000000"
"duz08","1","8","8.000000000"
"duz20","1","48","48.000000000"
"duz29","1","4840","4840.000000000"
"duz2o","1","10585","10585.000000000"
"duz2p","1","11197","11197.000000000"
"duz2q","1","9453","9453.000000000"
"duz2t","1","22560","22560.000000000"
"duz3h","1","19","19.000000000"
"duz4b","1","28","28.000000000"
"duz4h","1","8","8.000000000"
"duz4v","1","1","1.000000000"
"duz58","1","2","2.000000000"
"duz71","1","7","7.000000000"
"duz8u","1","3","3.000000000"
"duz9h","1","298","298.000000000"
"duzbk","1","5","5.000000000"
"duzcb","1","1796","1796.000000000"
"duzcz","1","129","129.000000000"
"duzdh","1","1","1.000000000"
"duzdk","1","7","7.000000000"
"duzes","1","277","277.000000000"
"duzet","1","76","76.000000000"
"duzew","1","94","94.000000000"
"duzex","1","2450","2450.000000000"
"duzey","1","51","51.000000000"
"duzfx","1","76","76.000000000"
"duzhm","1","84","84.000000000"
"duzhp","1","37","37.000000000"
"duzi4","1","1","1.000000000"
"duzk4","1","20","20.000000000"
"duzln","1","2","2.000000000"
"duzmf","1","1","1.000000000"
"duzni","1","8","8.000000000"
"duznw","1","1490","1490.000000000"
"duzp9","1","1","1.000000000"
"duzpc","1","3","3.000000000"
"duzpg","1","27","27.000000000"
"duzqi","1","29","29.000000000"
"duzqp","1","75","75.000000000"
"duzrf","1","1","1.000000000"
"duzsf","1","10","10.000000000"
"duzt6","1","9","9.000000000"
"duzw6","1","2","2.000000000"
"duzwv","1","8757","8757.000000000"
"duzyh","1","5","5.000000000"
"dv029","1","4626","4626.000000000"
"dv039","1","6","6.000000000"
"dv03g","1","10","10.000000000"
"dv04z","1","20","20.000000000"
"dv057","1","7755","7755.000000000"
"dv064","1","71","71.000000000"
"dv065","1","99","99.000000000"
"dv074","1","456","456.000000000"
"dv089","1","2","2.000000000"
"dv094","1","64","64.000000000"
"dv0ep","1","2","2.000000000"
"dv0f1","1","378","378.000000000"
"dv0g4","1","3","3.000000000"
"dv0i4","1","2","2.000000000"
"dv0io","1","4","4.000000000"
"dv0ip","1","1","1.000000000"
"dv0ir","1","3","3.000000000"
"dv0ji","1","2","2.000000000"
"dv0jj","1","1","1.000000000"
"dv0l3","1","86","86.000000000"
"dv0oo","1","16","16.000000000"
"dv0p4","1","706","706.000000000"
"dv0q8","1","4","4.000000000"
"dv0q9","1","3","3.000000000"
"dv0qe","1","2","2.000000000"
"dv0qn","1","32","32.000000000"
"dv0s2","1","1","1.000000000"
"dv0vu","1","5","5.000000000"
"dv0wy","1","14","14.000000000"
"dv0x8","1","14290","14290.000000000"
"dv0xn","1","47","47.000000000"
"dv0xz","1","2","2.000000000"
"dv0yt","1","142","142.000000000"
"dv0yu","1","6386","6386.000000000"
"dv0za","1","4","4.000000000"
"dv0zy","1","8","8.000000000"
"dv129","1","1","1.000000000"
"dv136","1","1","1.000000000"
"dv14i","1","2485","2485.000000000"
"dv15i","1","1","1.000000000"
"dv15k","1","7","7.000000000"
"dv17h","1","1","1.000000000"
"dv187","1","11","11.000000000"
"dv18z","1","6","6.000000000"
"dv19g","1","217","217.000000000"
"dv19s","1","2","2.000000000"
"dv1ag","1","29","29.000000000"
"dv1bc","1","13","13.000000000"
"dv1bq","1","8221","8221.000000000"
"dv1dl","1","1","1.000000000"
"dv1e9","1","1","1.000000000"
"dv1f8","1","1","1.000000000"
"dv1fq","1","265","265.000000000"
"dv1fu","1","540","540.000000000"
"dv1gi","1","1","1.000000000"
"dv1jj","1","42","42.000000000"
"dv1kq","1","177","177.000000000"
"dv1nk","1","1","1.000000000"
"dv1ot","1","139","139.000000000"
"dv1sh","1","17","17.000000000"
"dv1si","1","56","56.000000000"
"dv1sk","1","5","5.000000000"
"dv1wf","1","67","67.000000000"
"dv1xa","1","1","1.000000000"
"dv1yq","1","24602","24602.000000000"
"dv1zk","1","1","1.000000000"
"dv200","1","2","2.000000000"
"dv21l","1","205","205.000000000"
"dv25l","1","178","178.000000000"
"dv25s","1","1","1.000000000"
"dv25y","1","11","11.000000000"
"dv28x","1","1","1.000000000"
"dv29f","1","4","4.000000000"
"dv29s","1","2","2.000000000"
"dv2ar","1","5","5.000000000"
"dv2d9","1","488","488.000000000"
"dv2dh","1","1","1.000000000"
"dv2hc","1","417","417.000000000"
"dv2j4","1","6","6.000000000"
"dv2jm","1","61","61.000000000"
"dv2ju","1","4","4.000000000"
"dv2ko","1","9","9.000000000"
"dv2my","1","81","81.000000000"
"dv2ps","1","1","1.000000000"
"dv2so","1","10","10.000000000"
"dv2sw","1","208","208.000000000"
"dv2ue","1","2132","2132.000000000"
"dv305","1","175","175.000000000"
"dv30j","1","137","137.000000000"
"dv30k","1","23","23.000000000"
"dv30l","1","3487","3487.000000000"
"dv30q","1","26","26.000000000"
"dv36o","1","1","1.000000000"
"dv37s","1","5","5.000000000"
"dv383","1","1","1.000000000"
"dv38c","1","6","6.000000000"
"dv397","1","1","1.000000000"
"dv3ah","1","2","2.000000000"
"dv3ao","1","9713","9713.000000000"
"dv3ar","1","403","403.000000000"
"dv3at","1","5305","5305.000000000"
"dv3az","1","409","409.000000000"
"dv3bw","1","4","4.000000000"
"dv3by","1","1","1.000000000"
"dv3c4","1","7","7.000000000"
"dv3c5","1","4","4.000000000"
"dv3c6","1","3","3.000000000"
"dv3c7","1","5","5.000000000"
"dv3dp","1","423","423.000000000"
"dv3dx","1","43","43.000000000"
"dv3e1","1","2","2.000000000"
"dv3e9","1","77","77.000000000"
"dv3fk","1","6278","6278.000000000"
"dv3g0","1","48","48.000000000"
"dv3g2","1","347","347.000000000"
"dv3hx","1","2593","2593.000000000"
"dv3i4","1","4009","4009.000000000"
"dv3in","1","6713","6713.000000000"
"dv3iq","1","35","35.000000000"
"dv3ir","1","1","1.000000000"
"dv3jk","1","1","1.000000000"
"dv3l1","1","138","138.000000000"
"dv3la","1","14389","14389.000000000"
"dv3pa","1","16","16.000000000"
"dv3pl","1","263","263.000000000"
"dv3pt","1","484","484.000000000"
"dv3r1","1","401","401.000000000"
"dv3r4","1","3588","3588.000000000"
"dv3ss","1","965","965.000000000"
"dv3va","1","69067","69067.000000000"
"dv3vb","1","23157","23157.000000000"
"dv3vi","1","10","10.000000000"
"dv3w8","1","2","2.000000000"
"dv3wo","1","891","891.000000000"
"dv3xi","1","10852","10852.000000000"
"dv3xq","1","2","2.000000000"
"dv3z8","1","5","5.000000000"
"dv419","1","132","132.000000000"
"dv42l","1","219","219.000000000"
"dv42x","1","6","6.000000000"
"dv43v","1","1146","1146.000000000"
"dv43w","1","548","548.000000000"
"dv43y","1","24305","24305.000000000"
"dv44a","1","101","101.000000000"
"dv46t","1","128","128.000000000"
"dv46v","1","2955","2955.000000000"
"dv48e","1","70","70.000000000"
"dv48s","1","95","95.000000000"
"dv495","1","19","19.000000000"
"dv4ae","1","11011","11011.000000000"
"dv4ah","1","4838","4838.000000000"
"dv4ap","1","3220","3220.000000000"
"dv4bi","1","754","754.000000000"
"dv4dp","1","14778","14778.000000000"
"dv4es","1","49","49.000000000"
"dv4f5","1","6","6.000000000"
"dv4gs","1","22057","22057.000000000"
"dv4ke","1","18459","18459.000000000"
"dv4pu","1","292","292.000000000"
"dv4rp","1","2","2.000000000"
"dv4x8","1","95","95.000000000"
"dv4xi","1","11","11.000000000"
"dv4yk","1","4","4.000000000"
"dv50a","1","4","4.000000000"
"dv50g","1","22446","22446.000000000"
"dv50h","1","375","375.000000000"
"dv53c","1","8","8.000000000"
"dv554","1","2059","2059.000000000"
"dv55v","1","3","3.000000000"
"dv577","1","33","33.000000000"
"dv57q","1","1","1.000000000"
"dv58o","1","46","46.000000000"
"dv58p","1","29","29.000000000"
"dv5a6","1","182","182.000000000"
"dv5al","1","1639","1639.000000000"
"dv5dz","1","25","25.000000000"
"dv5fe","1","3","3.000000000"
"dv5fl","1","6907","6907.000000000"
"dv5g4","1","1223","1223.000000000"
"dv5hg","1","2","2.000000000"
"dv5hi","1","664","664.000000000"
"dv5is","1","22357","22357.000000000"
"dv5iu","1","18","18.000000000"
"dv5j0","1","1","1.000000000"
"dv5ke","1","1772","1772.000000000"
"dv5l2","1","1517","1517.000000000"
"dv5no","1","22","22.000000000"
"dv5p5","1","1","1.000000000"
"dv5qe","1","2683","2683.000000000"
"dv5s9","1","1","1.000000000"
"dv5sa","1","3","3.000000000"
"dv5ta","1","2180","2180.000000000"
"dv5u1","1","2146","2146.000000000"
"dv5uz","1","1","1.000000000"
"dv5vl","1","756","756.000000000"
"dv5x3","1","1","1.000000000"
"dv5xc","1","19","19.000000000"
"dv5xp","1","21","21.000000000"
"dv5xu","1","7398","7398.000000000"
"dv5ys","1","1256","1256.000000000"
"dv5zj","1","1","1.000000000"
"dv5zs","1","21","21.000000000"
"dv60e","1","5","5.000000000"
"dv60u","1","3","3.000000000"
"dv60x","1","3306","3306.000000000"
"dv61d","1","202","202.000000000"
"dv61h","1","1","1.000000000"
"dv61v","1","4865","4865.000000000"
"dv628","1","3","3.000000000"
"dv63i","1","14167","14167.000000000"
"dv64o","1","140","140.000000000"
"dv653","1","380","380.000000000"
"dv65e","1","63","63.000000000"
"dv65g","1","2","2.000000000"
"dv65r","1","3689","3689.000000000"
"dv672","1","190","190.000000000"
"dv69n","1","2028","2028.000000000"
"dv6ab","1","630","630.000000000"
"dv6ar","1","88","88.000000000"
"dv6au","1","3","3.000000000"
"dv6ax","1","119","119.000000000"
"dv6b6","1","19","19.000000000"
"dv6ca","1","1","1.000000000"
"dv6cp","1","27","27.000000000"
"dv6cs","1","176","176.000000000"
"dv6dp","1","2","2.000000000"
"dv6hs","1","90","90.000000000"
"dv6i0","1","193","193.000000000"
"dv6i3","1","213006","213006.000000000"
"dv6i4","1","9","9.000000000"
"dv6i5","1","8","8.000000000"
"dv6i7","1","93201","93201.000000000"
"dv6i9","1","66","66.000000000"
"dv7js","1","1","1.000000000"
"dv85k","1","85","85.000000000"
"dv871","1","34466","34466.000000000"
"dv8a0","1","2","2.000000000"
"dv8a1","1","24","24.000000000"
"dv8dd","1","5","5.000000000"
"dv8ea","1","62","62.000000000"
"dv8h4","1","2","2.000000000"
"dv8j5","1","1397","1397.000000000"
"dv8nk","1","1","1.000000000"
"dv8oi","1","17","17.000000000"
"dv8oy","1","53","53.000000000"
"dv8pa","1","148","148.000000000"
"dv8pz","1","2480","2480.000000000"
"dv8sd","1","126","126.000000000"
"dv8sy","1","8","8.000000000"
"dv91f","1","2","2.000000000"
"dvcx0","1","11","11.000000000"
"dvcxa","1","8","8.000000000"
"dvcxf","1","150","150.000000000"
"dvcy0","1","53","53.000000000"
"dvcye","1","25","25.000000000"
"dvcyo","1","5","5.000000000"
"dvcyp","1","4","4.000000000"
"dvcyr","1","3","3.000000000"
"dvcyy","1","3","3.000000000"
"dvd02","1","2","2.000000000"
"dvd0j","1","1","1.000000000"
"dvd1f","1","17","17.000000000"
"dvd27","1","76","76.000000000"
"dvd2v","1","2","2.000000000"
"dvd2x","1","1","1.000000000"
"dvd6v","1","15678","15678.000000000"
"dvd71","1","31","31.000000000"
"dvd7y","1","2681","2681.000000000"
"dvd8n","1","6","6.000000000"
"dvd8y","1","5","5.000000000"
"dvdb9","1","8","8.000000000"
"dvdbq","1","3","3.000000000"
"dvdbx","1","1","1.000000000"
"dvddk","1","1","1.000000000"
"dvdfn","1","2","2.000000000"
"dvdj2","1","33","33.000000000"
"dvdj3","1","4","4.000000000"
"dvdjf","1","3","3.000000000"
"dvdjs","1","1","1.000000000"
"dvdjt","1","5","5.000000000"
"dvdjv","1","2","2.000000000"
"dvdkk","1","997","997.000000000"
"dvdmy","1","1","1.000000000"
"dvdnd","1","1","1.000000000"
"dvdnv","1","252","252.000000000"
"dvdqm","1","225","225.000000000"
"dvdqw","1","3","3.000000000"
"dvdsl","1","1","1.000000000"
"dvdv3","1","6","6.000000000"
"dvdvx","1","16","16.000000000"
"dvdwc","1","6","6.000000000"
"dvdya","1","2","2.000000000"
"dvdye","1","7","7.000000000"
"dve0b","1","77","77.000000000"
"dve0g","1","44","44.000000000"
"dve0y","1","1","1.000000000"
"dve11","1","9","9.000000000"
"dve1e","1","10","10.000000000"
"dve1i","1","2","2.000000000"
"dve1t","1","1","1.000000000"
"dve38","1","32284","32284.000000000"
"dve3n","1","10","10.000000000"
"dve3o","1","873","873.000000000"
"dve42","1","480","480.000000000"
"dve45","1","10","10.000000000"
"dve4l","1","74","74.000000000"
"dve51","1","179","179.000000000"
"dve5e","1","1","1.000000000"
"dve5j","1","211","211.000000000"
"dve6a","1","11","11.000000000"
"dve72","1","3","3.000000000"
"dve74","1","7","7.000000000"
"dve77","1","2","2.000000000"
"dve7m","1","23","23.000000000"
"dvea0","1","6627","6627.000000000"
"dvea6","1","1","1.000000000"
"dveag","1","10","10.000000000"
"dvebr","1","46","46.000000000"
"dvebv","1","1","1.000000000"
"dved3","1","12","12.000000000"
"dved8","1","8346","8346.000000000"
"dvedo","1","591","591.000000000"
"dvef1","1","1","1.000000000"
"dvege","1","98","98.000000000"
"dveh4","1","2","2.000000000"
"dvehi","1","39","39.000000000"
"dvehm","1","26","26.000000000"
"dvehx","1","2","2.000000000"
"dvek7","1","2","2.000000000"
"dvek9","1","23","23.000000000"
"dvelc","1","61","61.000000000"
"dvelg","1","130","130.000000000"
"dvelm","1","7","7.000000000"
"dvelz","1","4","4.000000000"
"dvemz","1","58","58.000000000"
"dveq6","1","1","1.000000000"
"dveqk","1","157","157.000000000"
"dver9","1","258","258.000000000"
"dvert","1","7","7.000000000"
"dvesf","1","1","1.000000000"
"dvet0","1","1","1.000000000"
"dveuf","1","2","2.000000000"
"dvev5","1","25","25.000000000"
"dvevc","1","2","2.000000000"
"dvevn","1","3","3.000000000"
"dvewj","1","14","14.000000000"
"dvewq","1","2","2.000000000"
"dvex5","1","1","1.000000000"
"dveyd","1","4","4.000000000"
"dvezm","1","62","62.000000000"
"dvezz","1","1","1.000000000"
"dvf01","1","8","8.000000000"
"dvf0i","1","1","1.000000000"
"dvf2t","1","10","10.000000000"
"dvf3g","1","2","2.000000000"
"dvf3k","1","2","2.000000000"
"dvf3p","1","1","1.000000000"
"dvf3q","1","3","3.000000000"
"dvf4u","1","6","6.000000000"
"dvfae","1","30","30.000000000"
"dvfb3","1","2","2.000000000"
"dvfcm","1","158","158.000000000"
"dvfdw","1","9","9.000000000"
"dvfed","1","1","1.000000000"
"dvff8","1","2","2.000000000"
"dvfgx","1","7","7.000000000"
"dvfh1","1","1","1.000000000"
"dvfi4","1","8","8.000000000"
"dvfl4","1","133","133.000000000"
"dvfm8","1","92","92.000000000"
"dvfnq","1","1","1.000000000"
"dvfoi","1","2","2.000000000"
"dvfp3","1","4","4.000000000"
"dvfpu","1","7","7.000000000"
"dvfqc","1","1","1.000000000"
"dvfry","1","3","3.000000000"
"dvfsm","1","20","20.000000000"
"dvftz","1","1","1.000000000"
"dvfvu","1","1","1.000000000"
"dvfwg","1","1","1.000000000"
"dvfy1","1","11","11.000000000"
"dvfyl","1","67","67.000000000"
"dvfyz","1","10","10.000000000"
"dvg0s","1","1","1.000000000"
"dvg19","1","14","14.000000000"
"dvg59","1","291","291.000000000"
"dvg5h","1","15","15.000000000"
"dvg5j","1","30","30.000000000"
"dvg5m","1","1","1.000000000"
"dvg5o","1","6","6.000000000"
"dvga5","1","47","47.000000000"
"dvgdk","1","895","895.000000000"
"dvgdl","1","1709","1709.000000000"
"dvgdm","1","1385","1385.000000000"
"dvgdn","1","723","723.000000000"
"dvgdq","1","2310","2310.000000000"
"dvge0","1","1635","1635.000000000"
"dvgez","1","4","4.000000000"
"dvgf7","1","1","1.000000000"
"dvgfh","1","1","1.000000000"
"dvgfi","1","2772","2772.000000000"
"dvgfo","1","8","8.000000000"
"dvgg3","1","1654","1654.000000000"
"dvggb","1","2408","2408.000000000"
"dvggj","1","1","1.000000000"
"dvggs","1","12","12.000000000"
"dvggx","1","1","1.000000000"
"dvghr","1","10","10.000000000"
"dvghy","1","2","2.000000000"
"dvgis","1","5752","5752.000000000"
"dvgix","1","29","29.000000000"
"dvgjd","1","1538","1538.000000000"
"dvgka","1","809","809.000000000"
"dvgl8","1","232","232.000000000"
"dvgl9","1","8","8.000000000"
"dvglb","1","66","66.000000000"
"dvgmu","1","35","35.000000000"
"dvgmx","1","4","4.000000000"
"dvgof","1","1","1.000000000"
"dvgoo","1","176","176.000000000"
"dvgpg","1","341","341.000000000"
"dvgqz","1","1","1.000000000"
"dvgua","1","15","15.000000000"
"dvgul","1","3","3.000000000"
"dvgup","1","2","2.000000000"
"dvgur","1","4","4.000000000"
"dvguw","1","129","129.000000000"
"dvgw0","1","5","5.000000000"
"dvgxi","1","1","1.000000000"
"dvgxu","1","40","40.000000000"
"dvgz4","1","476","476.000000000"
"dvh0t","1","142","142.000000000"
"dvh13","1","19","19.000000000"
"dvh1p","1","2","2.000000000"
"dvh1v","1","34","34.000000000"
"dvh1y","1","3","3.000000000"
"dvh2j","1","21","21.000000000"
"dvh2s","1","840","840.000000000"
"dvh3l","1","6303","6303.000000000"
"dvh3v","1","1","1.000000000"
"dvh4j","1","41","41.000000000"
"dvh4m","1","7","7.000000000"
"dvh73","1","5488","5488.000000000"
"dvh7d","1","260","260.000000000"
"dvh7f","1","1","1.000000000"
"dvh7r","1","44","44.000000000"
"dvh7t","1","247","247.000000000"
"dvh94","1","96","96.000000000"
"dvh9b","1","109","109.000000000"
"dvhaa","1","37","37.000000000"
"dvhag","1","1","1.000000000"
"dvhaw","1","5","5.000000000"
"dvhb2","1","351","351.000000000"
"dvhbi","1","13","13.000000000"
"dvhca","1","7","7.000000000"
"dvhcm","1","132","132.000000000"
"dvhd7","1","3","3.000000000"
"dvhdn","1","1","1.000000000"
"dvhdo","1","91","91.000000000"
"dvheq","1","68","68.000000000"
"dvhf4","1","13","13.000000000"
"dvhfp","1","5","5.000000000"
"dvhgj","1","37","37.000000000"
"dvhgr","1","4","4.000000000"
"dvhgt","1","241","241.000000000"
"dvhgw","1","111","111.000000000"
"dvhgy","1","107","107.000000000"
"dvhh4","1","23","23.000000000"
"dvhhd","1","9","9.000000000"
"dvhih","1","2","2.000000000"
"dvhik","1","12","12.000000000"
"dvhim","1","10","10.000000000"
"dvhj3","1","2","2.000000000"
"dvhje","1","1","1.000000000"
"dvhjt","1","47737","47737.000000000"
"dvhlq","1","725","725.000000000"
"dvhls","1","2","2.000000000"
"dvhnz","1","2","2.000000000"
"dvhor","1","1","1.000000000"
"dvhp0","1","4","4.000000000"
"dvhp5","1","14","14.000000000"
"dvhps","1","1","1.000000000"
"dvhpv","1","66","66.000000000"
