"partnerid","MaxSameCntrCount","status"
"8io95","6","OK"
"8io9t","14","OK"
"8ioac","32","OK"
"8ioad","279","Observation"
"8ioaf","164","OK"
"8iob1","14","OK"
"8ioby","6","OK"
"8iofb","2","OK"
"8iohm","1","OK"
"8ioj0","1","OK"
"8iok5","1","OK"
"8iokr","1","OK"
"8ioml","2","OK"
"8iomw","2","OK"
"8ionb","1","OK"
"8ionh","1","OK"
"8ionj","1","OK"
"8ioo5","17","OK"
"8ioo7","8","OK"
"8ioov","1","OK"
"8ioqe","625","OK"
"8ior0","4","OK"
"8iory","2","OK"
"8iosv","1848","OK"
"8iot1","327","OK"
"8iott","1","OK"
"8iou1","16","OK"
"8iou5","2","OK"
"8iou8","83","OK"
"8ioui","2","OK"
"8ioul","3","OK"
"8iow5","7","OK"
"8iowu","52","OK"
"8ioyh","3","OK"
"8ioyz","1","OK"
"8iozi","20","OK"
"8ip10","3","OK"
"8ip1i","1","OK"
"8ip1v","539","OK"
"8ip45","917","OK"
"8ip46","6","OK"
"8ip4d","1332","OK"
"8ip5p","1121","OK"
"8ip5q","163","OK"
"8ip65","1","OK"
"8ip71","833","Observation"
"8ip85","1","OK"
"8ip8o","3","OK"
"8ipat","3","OK"
"8ipcr","4","OK"
"8ipdk","1","OK"
"8ipdp","2","OK"
"8ipdr","3","OK"
"8ipeq","4","OK"
"8ipg0","3","OK"
"8ipg1","3","OK"
"8ipgq","18","OK"
"8ipgz","1","OK"
"8iph1","1","OK"
"8ipif","3","OK"
"8ipiu","6","OK"
"8ipks","12","OK"
"8ipls","76","OK"
"8ipm4","4","OK"
"8ipn0","6","OK"
"8ipoi","2","OK"
"8ipoo","517","OK"
"8ippe","7","OK"
"8ippl","4","OK"
"8ipr3","66","OK"
"8iprx","1","OK"
"8ipxe","153","OK"
"8ipxf","3","OK"
"8iq0e","119","OK"
"8iq0h","1","OK"
"8iq0l","36","OK"
"8iq0m","2","OK"
"8iq0q","16","OK"
"8iq0r","3","OK"
"8iq11","1","OK"
"8iq1n","7","OK"
"8iq1z","293","Observation"
"8iq22","74","OK"
"8iq3b","29","OK"
"8iq4r","674","OK"
"8iq53","2602","OK"
"8iq7l","1","OK"
"8iq7q","8","OK"
"8iq85","23","OK"
"8iqbs","5","OK"
"8iqd8","1","OK"
"8iqde","27","OK"
"8iqe6","6","OK"
"8iqec","1","OK"
"8iqee","1","OK"
"8iqez","1","OK"
"8iqfg","4","OK"
"8iqhl","1","OK"
"8iqip","1","OK"
"8iqjj","1","OK"
"8iqk3","6","OK"
"8iqks","5","OK"
"8iqni","9","OK"
"8iqnn","4","OK"
"8iqnv","1780","OK"
"8iqp5","1","OK"
"8iqqe","5","OK"
"8iqr5","1","OK"
"8iqsf","1","OK"
"8iqsw","1","OK"
"8iqtd","2","OK"
"8iqth","25","OK"
"8iqu0","1","OK"
"8iqu4","1","OK"
"8iqu5","1","OK"
"8iqua","1","OK"
"8iqug","492","OK"
"8iqur","1","OK"
"8iquu","1","OK"
"8iqvd","1","OK"
"8iqvi","14","OK"
"8iqvo","5","OK"
"8iqvp","7","OK"
"8iqvs","5","OK"
"8iqw0","1","OK"
"8iqw1","344","OK"
"8iqw2","32","OK"
"8iqw6","109","OK"
"8iqw8","52","OK"
"8iqw9","7","OK"
"8iqwa","14","OK"
"8iqwb","4","OK"
"8iqwc","32","OK"
"8iqwe","1","OK"
"8iqwf","1","OK"
"8iqwy","1","OK"
"8iqx9","5","OK"
"8iqxa","22","OK"
"8iqxb","2","OK"
"8iqxi","1","OK"
"8iqym","1","OK"
"8iqyw","121","OK"
"8iqzc","79","OK"
"8iqzg","21","OK"
"8iqzh","65","OK"
"8iqzi","1980","OK"
"8iqzk","671","OK"
"8iqzl","43","OK"
"8iqzm","24","OK"
"8iqzn","20","OK"
"8iqzo","138","OK"
"8iqzp","194","OK"
"8iqzs","266","OK"
"8iqzu","14","OK"
"8iqzw","1073","OK"
"8iqzz","49","OK"
"8ir00","330","OK"
"8ir01","875","OK"
"8ir05","959","Fraud"
"8ir06","302","OK"
"8ir07","945","OK"
"8ir09","318","OK"
"8ir0d","56","OK"
"8ir0f","304","OK"
"8ir0i","6","OK"
"8ir0v","2","OK"
"8ir0z","2","OK"
"8ir14","38","OK"
"8ir16","109","OK"
"8ir1o","2","OK"
"8ir25","6","OK"
"8ir28","2","OK"
"8ir2b","6","OK"
"8ir2e","26","OK"
"8ir2l","5","OK"
"8ir2o","1","OK"
"8ir2s","1","OK"
"8ir3v","8","OK"
"8ir4d","1","OK"
"8ir6j","1","OK"
"8ir6k","1","OK"
"8ir6w","1","OK"
"8ir7h","1","OK"
"8ir96","194","OK"
"8irab","7129","OK"
"8irb0","14","OK"
"8irbp","268","OK"
"8irck","9","OK"
"8ircl","18","OK"
"8ircq","37","OK"
"8ircw","2","OK"
"8ircy","2","OK"
"8irdq","2","OK"
"8irdv","6","OK"
"8ire4","6","OK"
"8irek","1","OK"
"8irgx","5","OK"
"8irid","2","OK"
"8irih","679","OK"
"8iriv","28","OK"
"8irjv","4","OK"
"8irk4","110","OK"
"8irkm","12","OK"
"8irl1","1","OK"
"8irlc","629","OK"
"8irle","57","OK"
"8irll","94","Observation"
"8irob","12088","OK"
"8irot","651","OK"
"8irq0","351","OK"
"8irqh","1","OK"
"8irqi","1","OK"
"8irqk","2","OK"
"8irr8","2","OK"
"8irr9","7","OK"
"8irrl","1","OK"
"8irrw","1","OK"
"8irrx","212","Observation"
"8irs5","57","OK"
"8irsq","3","OK"
"8irsy","31","OK"
"8irt8","31","OK"
"8irtb","1","OK"
"8irtc","9","OK"
"8irti","4","OK"
"8irtu","1","OK"
"8iru0","10","OK"
"8iru3","1","OK"
"8irui","92","OK"
"8iruq","1","OK"
"8irvj","227","OK"
"8irwu","2","OK"
"8irzv","1","OK"
"8is01","365","OK"
"8is0l","7","OK"
"8is1d","15","OK"
"8is20","26","OK"
"8is2b","487","OK"
"8is2k","517","Fraud"
"8is2p","3","OK"
"8is30","1","OK"
"8is32","1","OK"
"8is41","1","OK"
"8is47","5","OK"
"8is4p","1","OK"
"8is4w","56","OK"
"8is4x","4","OK"
"8is5e","528","OK"
"8is5f","1","OK"
"8is5h","513","Observation"
"8is5o","24","OK"
"8is5q","45","OK"
"8is5r","18","OK"
"8is6u","2","OK"
"8is82","948","OK"
"8is85","3","OK"
"8is87","17","OK"
"8is8g","26","OK"
"8isas","1947","OK"
"8isat","1126","OK"
"8isau","3","OK"
"8isbh","38","OK"
"8isbo","2","OK"
"8isbr","1","OK"
"8isbz","76","OK"
"8isch","593","Observation"
"8iscw","38","OK"
"8iscy","57","OK"
"8isd4","1","OK"
"8isd6","1","OK"
"8isdb","52","OK"
"8isdq","7","OK"
"8ise8","11","OK"
"8isei","8","OK"
"8ises","507","OK"
"8iseu","13","OK"
"8isf7","35","OK"
"8isfp","1","OK"
"8isfs","1","OK"
"8isgu","8","OK"
"8ish6","460","OK"
"8ishk","19","OK"
"8ishn","5","OK"
"8isi3","1","OK"
"8isj3","1212","OK"
"8isj9","36","OK"
"8isje","47","OK"
"8isk1","1","OK"
"8isk6","1","OK"
"8islr","22","OK"
"8isme","5","OK"
"8ismw","3","OK"
"8isp2","1","OK"
"8isrm","171","OK"
"8isrt","1","OK"
"8issu","77","OK"
"8isvf","1","OK"
"8isxs","3","OK"
"8isxw","1","OK"
"8isyx","1","OK"
"8isz2","4","OK"
"8isz4","1","OK"
"8it0b","18","OK"
"8it0m","1","OK"
"8it0v","10","OK"
"8it18","11","OK"
"8it2h","80","OK"
"8it36","626","Fraud"
"8it3p","65","OK"
"8it4b","3","OK"
"8it51","159","OK"
"8it52","29","OK"
"8it54","33","OK"
"8it55","142","OK"
"8it57","7","OK"
"8it59","5","OK"
"8it5a","7","OK"
"8it5b","3","OK"
"8it5c","18","OK"
"8it5d","10","OK"
"8it5e","58","OK"
"8it5i","15","OK"
"8it5k","26","OK"
"8it5n","31","OK"
"8it5o","5","OK"
"8it5q","5","OK"
"8it5r","6","OK"
"8it5t","109","OK"
"8it63","1","OK"
"8it65","1","OK"
"8it66","2","OK"
"8it6j","6","OK"
"8it7k","6","OK"
"8it7m","1","OK"
"8it7o","12","OK"
"8it7p","5","OK"
"8it8j","73","OK"
"8it8l","1","OK"
"8it8q","2","OK"
"8it9g","1556","OK"
"8it9n","3","OK"
"8it9p","320","OK"
"8it9w","187","OK"
"8itaa","8","OK"
"8itap","3562","Observation"
"8itat","1","OK"
"8itb0","2273","OK"
"8itb1","1817","OK"
"8itcr","1026","OK"
"8itcx","1","OK"
"8itdr","3","OK"
"8itdx","1","OK"
"8ite3","5378","OK"
"8iteu","3","OK"
"8itf4","18","OK"
"8itfc","1","OK"
"8itgs","14","OK"
"8ith0","15","OK"
"8ith4","3328","OK"
"8ith6","1","OK"
"8ithb","1","OK"
"8ithf","1678","Observation"
"8ithn","4","OK"
"8ithu","143","OK"
"8ithz","2","OK"
"8itif","5","OK"
"8itio","1","OK"
"8itiu","41","OK"
"8itj5","12","OK"
"8itji","1690","OK"
"8itk7","35","OK"
"8itka","1","OK"
"8itkq","8","OK"
"8itks","3","OK"
"8itkt","69","OK"
"8itl2","1","OK"
"8itl8","2","OK"
"8itla","1","OK"
"8itlh","97","OK"
"8itli","7","OK"
"8itlt","32","OK"
"8itly","140","OK"
"8itm2","1","OK"
"8itme","11","OK"
"8itmi","2303","OK"
"8itmu","13","OK"
"8itnb","1","OK"
"8itod","123","OK"
"8itoe","4","OK"
"8itof","779","OK"
"8itop","318","OK"
"8itos","1","OK"
"8itoz","6","OK"
"8itp0","5","OK"
"8itpk","48","OK"
"8itq3","2","OK"
"8itql","2","OK"
"8itqs","1","OK"
"8itrb","58","OK"
"8itre","118","OK"
"8itrn","31","OK"
"8itro","1","OK"
"8itrq","19","OK"
"8its6","3","OK"
"8itsg","2","OK"
"8itsw","7","OK"
"8itt6","1","OK"
"8ittc","79","OK"
"8itth","1","OK"
"8ittq","1","OK"
"8ittu","4","OK"
"8ittv","2","OK"
"8ituk","2","OK"
"8itvb","1","OK"
"8itww","1","OK"
"8itx1","9","OK"
"8itx5","824","OK"
"8itxs","4","OK"
"8itxx","5","OK"
"8ityd","10","OK"
"8itzi","15","OK"
"8iu02","1","OK"
"8iu0k","4","OK"
"8iu23","12","OK"
"8iu2c","4691","Observation"
"8iu38","1","OK"
"8iu3e","143","OK"
"8iu3h","401","OK"
"8iu4c","175","OK"
"8iu57","1","OK"
"8iu5r","2","OK"
"8iu66","46","OK"
"8iu6m","1","OK"
"8iu6x","5","OK"
"8iu74","2","OK"
"8iu76","723","Observation"
"8iu77","21","OK"
"8iu7b","2","OK"
"8iu7d","1054","OK"
"8iu7w","1","OK"
"8iu82","2","OK"
"8iua3","12","OK"
"8iuan","3089","Observation"
"8iuav","7","OK"
"8iub1","3","OK"
"8iucx","10","OK"
"8iufj","32","OK"
"8iufr","1","OK"
"8iufs","50","OK"
"8iufv","2","OK"
"8iugo","1","OK"
"8iuhr","1","OK"
"8iui3","1","OK"
"8iuia","2046","OK"
"8iuip","1","OK"
"8iujq","6","OK"
"8iujx","82","OK"
"8iukd","1","OK"
"8iuls","16","OK"
"8ium6","1","OK"
"8iumc","20","OK"
"8iume","228","OK"
"8iumx","6","OK"
"8iun9","397","OK"
"8iuna","5","OK"
"8iunk","2","OK"
"8iuo8","309","OK"
"8iuok","45","OK"
"8iuqb","2","OK"
"8iuqh","18","OK"
"8iuqk","345","OK"
"8iuqp","1","OK"
"8iuqv","1","OK"
"8iurr","7","OK"
"8iuuw","2","OK"
"8iuv4","5","OK"
"8iuv6","69","OK"
"8iuv8","6","OK"
"8iuv9","41","OK"
"8iuva","25","OK"
"8iuwa","1","OK"
"8iuxg","2","OK"
"8iuxk","4","OK"
"8iuxq","54","OK"
"8iuy6","1","OK"
"8iuyv","23","OK"
"8iv07","4","OK"
"8iv0i","1","OK"
"8iv0s","1","OK"
"8iv0x","81","OK"
"8iv1g","2","OK"
"8iv1m","2","OK"
"8iv1x","30","OK"
"8iv2t","1","OK"
"8iv3o","1","OK"
"8iv48","1","OK"
"8iv4d","1","OK"
"8iv4h","2","OK"
"8iv4j","92","OK"
"8iv58","1","OK"
"8iv5f","2","OK"
"8iv5p","1","OK"
"8iv65","12","OK"
"8iv6j","2","OK"
"8iv7e","304","OK"
"8iv7j","279","OK"
"8iv8i","1","OK"
"8iv9n","183","OK"
"8ivbf","150","Observation"
"8ivbn","104","OK"
"8ivbx","1","OK"
"8ivcn","2","OK"
"8ivdi","48","OK"
"8ivdx","5","OK"
"8ive3","7","OK"
"8ive5","1","OK"
"8ivea","29","OK"
"8iveg","16","OK"
"8ivf6","48","OK"
"8ivfj","2","OK"
"8ivfk","991","OK"
"8ivge","7","OK"
"8ivhg","1","OK"
"8ivhr","92","OK"
"8ivir","5280","OK"
"8iviz","1","OK"
"8ivj4","1","OK"
"8ivjv","2272","OK"
"8ivkm","1","OK"
"8ivkn","433","OK"
"8ivlh","1250","Fraud"
"8ivlp","41","Observation"
"8ivm9","1","OK"
"8ivmk","16","OK"
"8ivnj","1","OK"
"8ivnk","5","OK"
"8ivnx","2","OK"
"8ivny","1","OK"
"8ivo7","129","OK"
"8ivof","824","OK"
"8ivp6","2","OK"
"8ivpt","1","OK"
"8ivpv","192","OK"
"8ivql","1","OK"
"8ivsv","1","OK"
"8ivsx","159","OK"
"8ivti","10","OK"
"8ivtm","2","OK"
"8ivtv","1","OK"
"8ivwj","322","OK"
"8ivwr","18","OK"
"8ivwv","4","OK"
"8ivxp","1","OK"
"8ivy4","240","OK"
"8ivy5","1","OK"
"8ivyc","18","OK"
"8ivyu","1","OK"
"8iw0a","1","OK"
"8iw0n","15","OK"
"8iw0r","802","OK"
"8iw1f","15","OK"
"8iw1v","3","OK"
"8iw21","2","OK"
"8iw29","14","OK"
"8iw31","2","OK"
"8iw3u","1","OK"
"8iw46","12","OK"
"8iw4a","6","OK"
"8iw55","1","OK"
"8iw5p","12","OK"
"8iw5r","1","OK"
"8iw6k","1","OK"
"8iw6v","1","OK"
"8iw7e","25","OK"
"8iw7i","13","OK"
"8iw84","45","OK"
"8iw9s","24","OK"
"8iwaa","2","OK"
"8iwac","1","OK"
"8iwag","1","OK"
"8iwak","4","OK"
"8iwau","1","OK"
"8iwav","2","OK"
"8iwbt","4","OK"
"8iwe6","15","OK"
"8iweh","1","OK"
"8iwf2","1","OK"
"8iwfs","14","OK"
"8iwg3","29","OK"
"8iwh3","6","OK"
"8iwhf","1","OK"
"8iwhh","1","OK"
"8iwhi","74","OK"
"8iwid","3114","OK"
"8iwii","25","OK"
"8iwj3","1","OK"
"8iwjs","14","OK"
"8iwky","2","OK"
"8iwl4","240","OK"
"8iwl5","32","OK"
"8iwmb","815","OK"
"8iwn7","1","OK"
"8iwnh","2","OK"
"8iwo2","515","OK"
"8iwos","48","Fraud"
"8iwp2","140","Fraud"
"8iwp3","426","OK"
"8iwpy","1","OK"
"8iwq4","45","OK"
"8iwq6","4","OK"
"8iwqm","6","OK"
"8iwqv","2","OK"
"8iwrl","51","OK"
"8iwrx","71","OK"
"8iws2","7","OK"
"8iws4","1","OK"
"8iws7","9","OK"
"8iwsa","2","OK"
"8iwsc","8","OK"
"8iwu7","333","OK"
"8iwug","20","OK"
"8iwv8","45","OK"
"8iwvi","3","OK"
"8iwvl","76","OK"
"8iwx5","7","OK"
"8iwxs","2","OK"
"8iwxv","5","OK"
"8iwy8","1700","OK"
"8iwz0","2","OK"
"8ix09","1","OK"
"8ix0c","1","OK"
"8ix2h","219","OK"
"8ix3h","1","OK"
"8ix6h","6","OK"
"8ix6p","343","Fraud"
"8ix86","1","OK"
"8ix89","2","OK"
"8ixdk","3","OK"
"8ixgd","82","OK"
"8ixgl","6","OK"
"8ixl3","18","OK"
"8ixly","5","OK"
"8ixlz","25","OK"
"8ixoq","172","OK"
"8ixor","613","OK"
"8ixp4","1","OK"
"8ixq4","2135","OK"
"8ixq5","4684","OK"
"8ixs1","20","OK"
"8ixsd","659","OK"
"8ixue","1","OK"
"8ixuj","1","OK"
"8ixvg","76","OK"
"8ixvu","1751","OK"
"8ixy5","1","OK"
"8ixzl","1","OK"
"8ixzs","1598","OK"
"8ixzt","335","OK"
"8iy03","3700","OK"
"8iy0v","197","Observation"
"8iy1m","1","OK"
"8iy36","110","OK"
"8iy4x","4","OK"
"8iy5g","1296","OK"
"8iy6x","1","OK"
"8iy7x","10","OK"
"8iy9b","8","OK"
"8iyb9","2","OK"
"8iyc8","2664","OK"
"8iydk","1","OK"
"8iyea","2","OK"
"8iyfx","42","OK"
"8iyi9","59","OK"
"8iyj6","17","OK"
"8iyo2","1","OK"
"8iysb","300","OK"
"8iyvp","221","OK"
"8iywe","1","OK"
"8iyxe","34","OK"
"8iz0o","1","OK"
"8iz1c","5808","OK"
"8iz2a","159","OK"
"8iz2c","108","OK"
"8iz2e","29","OK"
"8iz2m","157","OK"
"8iz2n","186","OK"
"8iz48","82","OK"
"8iz6y","7","OK"
"8iz7h","3","OK"
"8iz7i","4850","OK"
"8iz80","1","OK"
"8iz8t","1","OK"
"8iz91","71","OK"
"8izah","14","OK"
"8izak","1","OK"
"8izam","1","OK"
"8izan","1","OK"
"8izao","1","OK"
"8izar","5","OK"
"8izau","31","OK"
"8izav","34","OK"
"8izaw","9","OK"
"8izay","1","OK"
"8izbp","2","OK"
"8izbt","26","OK"
"8ize1","1","OK"
"8izgi","5","OK"
"8izjs","1","OK"
"8izkp","1","OK"
"8izlr","4","OK"
"8iznj","2117","OK"
"8izot","1","OK"
"8izpa","298","OK"
"8izsa","5","OK"
"8izt5","959","Observation"
"8izt6","1930","Observation"
"8iztc","122","OK"
"8iztd","2","OK"
"8iztj","39","OK"
"8izts","1","OK"
"8izu7","2","OK"
"8izv8","6","OK"
"8izwb","148","OK"
"8izwe","400","Fraud"
"8izxr","55","OK"
"8izzv","176","OK"
"8j00e","26","OK"
"8j01d","2","OK"
"8j029","3","OK"
"8j07i","92","OK"
"8j07s","26","OK"
"8j085","5","OK"
"8j08y","3637","OK"
"8j094","1","OK"
"8j096","6","OK"
"8j09p","4","OK"
"8j0a9","58","OK"
"8j0ao","12","OK"
"8j0b4","387","OK"
"8j0b5","782","OK"
"8j0bs","229","OK"
"8j0bz","1","OK"
"8j0da","10","OK"
"8j0dl","2","OK"
"8j0eq","35","OK"
"8j0fj","440","OK"
"8j0g9","38","OK"
"8j0h6","2","OK"
"8j0hb","139","OK"
"8j0j9","40","OK"
"8j0m9","1","OK"
"8j0mk","11","OK"
"8j0mw","14","OK"
"8j0n4","143","OK"
"8j0ov","254","OK"
"8j0oz","3","OK"
"8j0pl","1893","Fraud"
"8j0py","1","OK"
"8j0qc","199","OK"
"8j0qr","2","OK"
"8j0su","6","OK"
"8j0tb","5","OK"
"8j0tg","8","OK"
"8j0w1","2503","Observation"
"8j0wb","19","OK"
"8j0ww","98","OK"
"8j0x3","132","OK"
"8j0x9","3855","Observation"
"8j0z9","2","OK"
"8j10c","16451","OK"
"8j11k","6","OK"
"8j121","15","OK"
"8j12n","23","OK"
"8j15b","8","OK"
"8j16r","5","OK"
"8j18g","3","OK"
"8j197","24","OK"
"8j19d","48","OK"
"8j19f","446","OK"
"8j19x","2188","OK"
"8j1a0","29","OK"
"8j1a1","441","OK"
"8j1a2","125","OK"
"8j1a3","4","OK"
"8j1a6","5","OK"
"8j1a7","5","OK"
"8j1aj","1130","OK"
"8j1di","17","OK"
"8j1fp","3","OK"
"8j1h7","1","OK"
"8j1j6","3","OK"
"8j1lc","73","OK"
"8j1od","1321","OK"
"8j1pb","53","OK"
"8j1pd","4922","OK"
"8j1q5","1","OK"
"8j1qi","1","OK"
"8j1rc","3","OK"
"8j1s7","1","OK"
"8j1se","115","OK"
"8j1so","24","OK"
"8j1sp","15","OK"
"8j1sw","98","OK"
"8j1t4","543","OK"
"8j1ti","7526","OK"
"8j1u4","4","OK"
"8j1u5","23","OK"
"8j1uw","4","OK"
"8j1x0","4","OK"
"8j1xv","4","OK"
"8j1y0","1","OK"
"8j1y6","5","OK"
"8j20z","1264","OK"
"8j22j","9","OK"
"8j22t","3","OK"
"8j23z","8","OK"
"8j240","2","OK"
"8j24h","1","OK"
"8j26k","37","OK"
"8j279","51","OK"
"8j27p","5","OK"
"8j295","1","OK"
"8j29y","12","OK"
"8j2b6","18","OK"
"8j2b9","24","OK"
"8j2dz","1","OK"
"8j2e0","12153","OK"
"8j2e9","1","OK"
"8j2er","4","OK"
"8j2f8","15","OK"
"8j2hf","569","Observation"
"8j2i2","59","OK"
"8j2ix","360","Observation"
"8j2kd","3","OK"
"8j2ki","5","OK"
"8j2li","1","OK"
"8j2m4","8173","Observation"
"8j2nt","70","OK"
"8j2pr","38","OK"
"8j2r9","28","OK"
"8j2s6","1106","OK"
"8j2s7","5620","OK"
"8j2td","130","OK"
"8j2to","2","OK"
"8j2tr","1","OK"
"8j2uy","431","Fraud"
"8j2z5","28","OK"
"8j2zn","1","OK"
"8j307","29","OK"
"8j30b","7","OK"
"8j30i","1","OK"
"8j30r","138","Fraud"
"8j311","69","OK"
"8j319","2","OK"
"8j31t","1944","Observation"
"8j31u","88","OK"
"8j326","1","OK"
"8j329","1","OK"
"8j32k","51","OK"
"8j32l","105","OK"
"8j32m","340","OK"
"8j34p","3","OK"
"8j368","1148","Observation"
"8j369","5670","Observation"
"8j36c","1","OK"
"8j36d","1468","Observation"
"8j36e","3348","OK"
"8j36f","84","OK"
"8j36t","1520","OK"
"8j38c","1","OK"
"8j398","1","OK"
"8j39n","98","OK"
"8j39x","453","OK"
"8j3e7","1","OK"
"8j3ej","13","OK"
"8j3fg","35","OK"
"8j3fs","4","OK"
"8j3gw","34346","OK"
"8j3j2","1","OK"
"8j3kg","25","OK"
"8j3l0","1","OK"
"8j3ln","1","OK"
"8j3nw","120","OK"
"8j3oy","1","OK"
"8j3th","2","OK"
"8j3u4","120","OK"
"8j3xi","200","OK"
"8j3xm","1","OK"
"8j3z1","6","OK"
"8j3zu","8","OK"
"8j416","1149","OK"
"8j41t","1","OK"
"8j42p","1","OK"
"8j437","8","OK"
"8j43i","2","OK"
"8j46c","14179","OK"
"8j470","1","OK"
"8j49w","79","OK"
"8j4ap","1","OK"
"8j4ch","44","OK"
"8j4dw","1","OK"
"8j4fc","161","OK"
"8j4fe","6","OK"
"8j4gq","1008","OK"
"8j4gr","7167","OK"
"8j4hv","2","OK"
"8j4li","4","OK"
"8j4mp","388","OK"
"8j4nq","2","OK"
"8j4o3","1","OK"
"8j4og","2","OK"
"8j4pk","2","OK"
"8j4pp","3118","OK"
"8j4qz","4489","OK"
"8j4sj","1","OK"
"8j4tc","26","OK"
"8j4tl","5","OK"
"8j4tm","1","OK"
"8j4uo","879","OK"
"8j4uq","15","OK"
"8j4v5","54","OK"
"8j4vg","31","OK"
"8j4vj","1","OK"
"8j4ye","298","OK"
"8j507","1315","OK"
"8j510","4","OK"
"8j51f","179","Observation"
"8j522","30","OK"
"8j523","28","OK"
"8j52r","97","OK"
"8j53q","9","OK"
"8j53t","862","OK"
"8j54k","6","OK"
"8j54x","1","OK"
"8j55y","13305","OK"
"8j55z","5272","OK"
"8j57g","3","OK"
"8j59e","8","OK"
"8j5a2","20","OK"
"8j5an","2494","OK"
"8j5bx","127","OK"
"8j5cg","145","OK"
"8j5d0","81","OK"
"8j5dj","333","OK"
"8j5dk","3","OK"
"8j5dn","1","OK"
"8j5ey","3","OK"
"8j5f7","15","OK"
"8j5fu","220","OK"
"8j5gg","402","OK"
"8j5gh","2241","OK"
"8j5gi","168","OK"
"8j5gj","867","OK"
"8j5h0","9","OK"
"8j5hb","1","OK"
"8j5hx","1","OK"
"8j5ig","4","OK"
"8j5ix","3","OK"
"8j5lq","4","OK"
"8j5lt","16075","OK"
"8j5n1","2","OK"
"8j5n8","3","OK"
"8j5ne","3","OK"
"8j5oc","10","OK"
"8j5od","15","OK"
"8j5ol","5","OK"
"8j5qz","1","OK"
"8j5r6","84","OK"
"8j5rx","1","OK"
"8j5t5","12","OK"
"8j5wq","1","OK"
"8j5xt","1","OK"
"8j5zr","7","OK"
"8j5zs","11","OK"
"8j5zz","6809","OK"
"8j603","3","OK"
"8j60b","149","OK"
"8j60m","95","OK"
"8j60q","9","OK"
"8j62o","9","OK"
"8j62v","7","OK"
"8j638","98","OK"
"8j64i","5","OK"
"8j65y","1357","OK"
"8j67b","44","OK"
"8j67c","50","OK"
"8j696","1378","OK"
"8j69h","1","OK"
"8j69s","2","OK"
"8j6ac","3","OK"
"8j6ae","10","OK"
"8j6b8","1","OK"
"8j6em","554","OK"
"8j6en","169","OK"
"8j6eq","1","OK"
"8j6es","1294","OK"
"8j6f7","132","OK"
"8j6fg","104","OK"
"8j6go","16","OK"
"8j6he","44","OK"
"8j6jw","33","OK"
"8j6mc","2","OK"
"8j6nz","6","OK"
"8j6oi","752","OK"
"8j6p7","2","OK"
"8j6pj","2","OK"
"8j6pm","1759","OK"
"8j6ze","1","OK"
"8j6zf","257","OK"
"8j70l","148","OK"
"8j72c","1","OK"
"8j732","1","OK"
"8j73t","2142","OK"
"8j76o","4111","OK"
"8j77b","368","OK"
"8j78u","320","OK"
"8j79o","220","OK"
"8j7ao","1","OK"
"8j7ba","1","OK"
"8j7ct","40","OK"
"8j7dc","1","OK"
"8j7ia","1","OK"
"8j7ic","3","OK"
"8j7iy","7","OK"
"8j7jh","11","OK"
"8j7mj","4","OK"
"8j7si","2","OK"
"8j7t8","23","OK"
"8j7tm","927","Fraud"
"8j7tt","4","OK"
"8j7xq","5","OK"
"8j7yi","1","OK"
"8j7yr","185","OK"
"8j80q","2","OK"
"8j82j","38","OK"
"8j839","1","OK"
"8j83j","39","OK"
"8j83r","2","OK"
"8j83y","5","OK"
"8j87g","504","OK"
"8j87i","5","OK"
"8j8b5","2","OK"
"8j8bn","5","OK"
"8j8bu","6","OK"
"8j8eb","1","OK"
"8j8eo","1","OK"
"8j8et","3","OK"
"8j8gw","1","OK"
"8j8h8","1","OK"
"8j8ho","61","OK"
"8j8hq","1","OK"
"8j8hr","9","OK"
"8j8i3","289","OK"
"8j8j4","9","OK"
"8j8jd","6617","OK"
"8j8jg","3","OK"
"8j8k3","2","OK"
"8j8mt","22","OK"
"8j8mz","418","OK"
"8j8o4","561","OK"
"8j8op","17","OK"
"8j8or","4","OK"
"8j8ou","2","OK"
"8j8q3","3","OK"
"8j8rh","1","OK"
"8j8sa","1","OK"
"8j8se","57","OK"
"8j8sf","46","OK"
"8j8sv","71","OK"
"8j8t2","587","OK"
"8j8tf","21","OK"
"8j8u2","161","OK"
"8j8wj","1","OK"
"8j8yz","514","OK"
"8j8zb","37","OK"
"8j90l","1","OK"
"8j90q","3","OK"
"8j92i","319","OK"
"8j94o","1","OK"
"8j94s","1","OK"
"8j94z","37","OK"
"8j95g","2","OK"
"8j967","483","OK"
"8j9a2","8","OK"
"8j9a5","8","OK"
"8j9aa","5","OK"
"8j9d9","74","OK"
"8j9eq","21","OK"
"8j9ey","1","OK"
"8j9ge","1","OK"
"8j9h2","2","OK"
"8j9h9","1","OK"
"8j9i6","1523","OK"
"8j9i7","149","OK"
"8j9i9","951","OK"
"8j9jc","1","OK"
"8j9m9","130","OK"
"8j9ml","22","OK"
"8j9o0","237","OK"
"8j9p4","224","Observation"
"8j9pe","57","OK"
"8j9q3","4","OK"
"8jb5v","1","OK"
"8jc3s","572","OK"
"8jc5o","82","OK"
"8jc8u","1","OK"
"8jc8v","10895","OK"
"8jccm","73","OK"
"8jcez","3","OK"
"8jcfz","1","OK"
"8jcgp","10","OK"
"8jch5","44","OK"
"8jchh","34","OK"
"8jciv","71","OK"
"8jclv","372","OK"
"8jcoh","1","OK"
"8jcru","3","OK"
