"partnerid","AvgClickPer1Min","status"
"8iluo","1.00","OK"
"8iluy","1.40","Observation"
"8ilyg","1.00","OK"
"8ilzp","1.07","OK"
"8ilzu","1.00","OK"
"8im0u","1.13","OK"
"8im11","1.00","OK"
"8im12","1.00","OK"
"8im1a","1.00","OK"
"8im1j","1.00","OK"
"8im29","1.00","OK"
"8im41","1.03","OK"
"8im4f","1.08","OK"
"8im4k","1.00","OK"
"8im4l","1.00","OK"
"8im50","1.00","OK"
"8im59","1.66","OK"
"8im6c","1.00","OK"
"8im6t","1.59","OK"
"8im78","1.02","OK"
"8im90","1.00","OK"
"8im9a","1.81","OK"
"8imbb","1.00","OK"
"8imcs","1.09","OK"
"8imd2","11.98","OK"
"8imdp","1.00","OK"
"8imdt","1.00","OK"
"8ime3","1.05","OK"
"8ime7","1.04","OK"
"8imef","1.50","OK"
"8imfu","1.00","OK"
"8img5","1.00","OK"
"8imgt","1.54","OK"
"8imh7","1.00","OK"
"8imho","1.00","OK"
"8imhp","1.00","OK"
"8imhz","1.00","OK"
"8imi0","1.33","OK"
"8imib","1.12","OK"
"8imik","1.00","OK"
"8imk8","3.13","Observation"
"8imkc","1.08","Observation"
"8imkd","1.04","OK"
"8imko","1.00","OK"
"8immj","5.41","OK"
"8immk","1.01","OK"
"8immq","1.00","OK"
"8immu","1.00","OK"
"8imna","1.12","OK"
"8imob","1.17","OK"
"8impo","1.06","OK"
"8imqe","1.22","OK"
"8imqn","1.00","OK"
"8imrg","1.43","OK"
"8imrr","1.09","OK"
"8ims6","1.11","Fraud"
"8imt7","1.00","OK"
"8imtk","1.00","OK"
"8imtz","1.00","OK"
"8imu3","1.00","OK"
"8imv2","1.14","OK"
"8imvn","2.14","OK"
"8imvu","1.00","OK"
"8imw6","1.00","OK"
"8imwm","1.01","OK"
"8imwn","1.02","OK"
"8imwx","1.50","OK"
"8imxk","1.00","OK"
"8imxz","1.07","OK"
"8imy8","1.00","OK"
"8imyq","1.00","OK"
"8imyz","1.33","OK"
"8imz2","1.00","OK"
"8imza","1.00","OK"
"8imzd","1.45","OK"
"8imze","1.09","OK"
"8imzr","1.04","OK"
"8imzv","1.03","OK"
"8in00","1.00","OK"
"8in07","1.50","OK"
"8in0d","3.73","OK"
"8in0q","1.00","OK"
"8in1c","1.00","OK"
"8in1d","1.55","OK"
"8in1s","2.33","OK"
"8in1t","1.37","OK"
"8in1y","1.00","OK"
"8in20","1.00","OK"
"8in2d","1.00","OK"
"8in2g","1.00","OK"
"8in34","1.10","OK"
"8in35","1.15","OK"
"8in36","1.00","OK"
"8in3c","1.40","OK"
"8in41","1.00","OK"
"8in43","1.00","OK"
"8in49","1.00","OK"
"8in4e","1.00","OK"
"8in66","1.03","OK"
"8in69","7.22","OK"
"8in6a","5.72","OK"
"8in7f","1.07","OK"
"8in80","1.00","OK"
"8in8e","1.13","Fraud"
"8in8l","1.00","OK"
"8in8z","1.00","OK"
"8in9f","1.00","OK"
"8in9m","1.00","OK"
"8ina8","1.00","OK"
"8inag","1.29","OK"
"8inat","1.00","OK"
"8inay","4.94","OK"
"8inbg","1.00","OK"
"8inca","1.00","OK"
"8incg","1.00","OK"
"8inch","1.00","OK"
"8inck","1.08","OK"
"8ind9","1.00","OK"
"8indc","1.03","OK"
"8inei","1.09","OK"
"8inf7","1.03","OK"
"8ingg","1.08","OK"
"8ings","1.03","OK"
"8inhr","1.36","OK"
"8ini4","1.17","OK"
"8ini5","1.00","OK"
"8inig","1.05","OK"
"8inil","1.02","OK"
"8injc","1.09","OK"
"8injo","2.00","OK"
"8inkd","1.13","OK"
"8inld","1.00","OK"
"8inn7","1.10","OK"
"8ino6","1.43","OK"
"8inp3","1.00","OK"
"8inrc","1.07","OK"
"8ins1","1.05","OK"
"8insm","1.00","OK"
"8insr","1.50","OK"
"8intf","1.04","OK"
"8inu8","1.14","OK"
"8inum","1.06","OK"
"8invg","1.00","OK"
"8inwd","1.04","OK"
"8inwo","1.09","OK"
"8inwq","1.06","OK"
"8inwx","1.00","OK"
"8inz6","1.05","OK"
"8inz8","1.08","OK"
"8io28","1.00","OK"
"8io3k","1.00","OK"
"8io3v","2.00","OK"
"8io4k","1.00","OK"
"8io4t","1.00","OK"
"8io5j","1.25","OK"
"8io5s","1.37","OK"
"8io79","1.00","OK"
"8io7a","1.00","OK"
"8io8s","1.07","OK"
"8io95","1.04","OK"
"8io9t","1.00","OK"
"8ioac","1.00","OK"
"8ioad","1.11","Observation"
"8ioaf","1.05","OK"
"8iob1","1.17","OK"
"8ioby","1.00","OK"
"8iofb","1.20","OK"
"8iohm","1.00","OK"
"8ioj0","1.00","OK"
"8iok5","1.00","OK"
"8iokr","1.00","OK"
"8ioml","1.00","OK"
"8iomw","1.00","OK"
"8ionb","1.00","OK"
"8ionh","1.00","OK"
"8ionj","1.00","OK"
"8ioo5","1.00","OK"
"8ioo7","1.00","OK"
"8ioov","1.00","OK"
"8ioqe","1.19","OK"
"8ior0","1.00","OK"
"8iory","1.00","OK"
"8iosv","1.48","OK"
"8iot1","1.12","OK"
"8iott","1.00","OK"
"8iou1","1.00","OK"
"8iou5","1.00","OK"
"8iou8","1.05","OK"
"8ioui","1.00","OK"
"8ioul","1.00","OK"
"8iow5","1.00","OK"
"8iowu","1.06","OK"
"8ioyh","1.00","OK"
"8ioyz","1.00","OK"
"8iozi","1.05","OK"
"8ip10","1.50","OK"
"8ip1i","1.00","OK"
"8ip1v","1.17","OK"
"8ip45","2.85","OK"
"8ip46","1.00","OK"
"8ip4d","3.69","OK"
"8ip5p","1.29","OK"
"8ip5q","1.06","OK"
"8ip65","1.00","OK"
"8ip71","1.20","Observation"
"8ip85","1.00","OK"
"8ip8o","1.00","OK"
"8ipat","1.00","OK"
"8ipcr","1.00","OK"
"8ipdk","1.00","OK"
"8ipdp","1.00","OK"
"8ipdr","1.00","OK"
"8ipeq","1.00","OK"
"8ipg0","1.00","OK"
"8ipg1","1.00","OK"
"8ipgq","1.00","OK"
"8ipgz","1.00","OK"
"8iph1","1.00","OK"
"8ipif","1.00","OK"
"8ipiu","1.00","OK"
"8ipks","1.00","OK"
"8ipls","1.18","OK"
"8ipm4","1.07","OK"
"8ipn0","1.00","OK"
"8ipoi","1.00","OK"
"8ipoo","1.14","OK"
"8ippe","1.00","OK"
"8ippl","1.00","OK"
"8ipr3","1.05","OK"
"8iprx","1.00","OK"
"8ipxe","1.04","OK"
"8ipxf","1.50","OK"
"8iq0e","1.19","OK"
"8iq0h","1.00","OK"
"8iq0l","1.07","OK"
"8iq0m","1.50","OK"
"8iq0q","1.00","OK"
"8iq0r","1.20","OK"
"8iq11","1.00","OK"
"8iq1n","1.00","OK"
"8iq1z","1.11","Observation"
"8iq22","1.04","OK"
"8iq3b","1.06","OK"
"8iq4r","1.16","OK"
"8iq53","2.29","OK"
"8iq7l","1.00","OK"
"8iq7q","1.06","OK"
"8iq85","1.00","OK"
"8iqbs","1.00","OK"
"8iqd8","1.00","OK"
"8iqde","1.00","OK"
"8iqe6","1.00","OK"
"8iqec","1.00","OK"
"8iqee","1.00","OK"
"8iqez","1.00","OK"
"8iqfg","1.00","OK"
"8iqhl","1.00","OK"
"8iqip","1.00","OK"
"8iqjj","1.00","OK"
"8iqk3","1.00","OK"
"8iqks","1.00","OK"
"8iqni","1.00","OK"
"8iqnn","1.40","OK"
"8iqnv","2.36","OK"
"8iqp5","1.00","OK"
"8iqqe","1.00","OK"
"8iqr5","1.00","OK"
"8iqsf","1.00","OK"
"8iqsw","1.00","OK"
"8iqtd","1.00","OK"
"8iqth","2.42","OK"
"8iqu0","1.00","OK"
"8iqu4","1.00","OK"
"8iqu5","1.00","OK"
"8iqua","1.00","OK"
"8iqug","1.17","OK"
"8iqur","1.00","OK"
"8iquu","1.00","OK"
"8iqvd","1.00","OK"
"8iqvi","1.69","OK"
"8iqvo","1.00","OK"
"8iqvp","1.17","OK"
"8iqvs","1.00","OK"
"8iqw0","1.00","OK"
"8iqw1","1.05","OK"
"8iqw2","1.00","OK"
"8iqw6","1.04","OK"
"8iqw8","1.00","OK"
"8iqw9","1.00","OK"
"8iqwa","1.00","OK"
"8iqwb","1.00","OK"
"8iqwc","1.07","OK"
"8iqwe","1.00","OK"
"8iqwf","1.00","OK"
"8iqwy","1.00","OK"
"8iqx9","1.09","OK"
"8iqxa","1.00","OK"
"8iqxb","1.00","OK"
"8iqxi","1.00","OK"
"8iqym","1.00","OK"
"8iqyw","1.12","OK"
"8iqzc","1.06","OK"
"8iqzg","1.04","OK"
"8iqzh","1.04","OK"
"8iqzi","1.50","OK"
"8iqzk","1.25","OK"
"8iqzl","1.13","OK"
"8iqzm","1.05","OK"
"8iqzn","1.02","OK"
"8iqzo","1.03","OK"
"8iqzp","1.24","OK"
"8iqzs","1.17","OK"
"8iqzu","1.08","OK"
"8iqzw","1.25","OK"
"8iqzz","1.06","OK"
"8ir00","1.10","OK"
"8ir01","1.26","OK"
"8ir05","1.24","Fraud"
"8ir06","1.07","OK"
"8ir07","1.26","OK"
"8ir09","1.25","OK"
"8ir0d","1.05","OK"
"8ir0f","1.08","OK"
"8ir0i","1.00","OK"
"8ir0v","1.00","OK"
"8ir0z","1.00","OK"
"8ir14","1.05","OK"
"8ir16","1.03","OK"
"8ir1o","1.00","OK"
"8ir25","1.00","OK"
"8ir28","1.00","OK"
"8ir2b","1.00","OK"
"8ir2e","1.00","OK"
"8ir2l","1.20","OK"
"8ir2o","1.00","OK"
"8ir2s","1.00","OK"
"8ir3v","1.10","OK"
"8ir4d","1.00","OK"
"8ir6j","1.00","OK"
"8ir6k","1.00","OK"
"8ir6w","1.00","OK"
"8ir7h","1.00","OK"
"8ir96","1.11","OK"
"8irab","2.53","OK"
"8irb0","1.07","OK"
"8irbp","1.09","OK"
"8irck","1.00","OK"
"8ircl","1.00","OK"
"8ircq","1.08","OK"
"8ircw","1.00","OK"
"8ircy","1.00","OK"
"8irdq","1.00","OK"
"8irdv","1.20","OK"
"8ire4","1.00","OK"
"8irek","1.00","OK"
"8irgx","1.00","OK"
"8irid","1.00","OK"
"8irih","1.18","OK"
"8iriv","1.82","OK"
"8irjv","1.00","OK"
"8irk4","1.06","OK"
"8irkm","1.50","OK"
"8irl1","1.00","OK"
"8irlc","1.27","OK"
"8irle","1.03","OK"
"8irll","1.48","Observation"
"8irob","8.79","OK"
"8irot","1.12","OK"
"8irq0","1.23","OK"
"8irqh","1.00","OK"
"8irqi","1.00","OK"
"8irqk","1.00","OK"
"8irr8","1.00","OK"
"8irr9","1.00","OK"
"8irrl","1.00","OK"
"8irrw","1.00","OK"
"8irrx","1.14","Observation"
"8irs5","1.04","OK"
"8irsq","1.00","OK"
"8irsy","1.03","OK"
"8irt8","1.04","OK"
"8irtb","1.00","OK"
"8irtc","1.00","OK"
"8irti","1.00","OK"
"8irtu","1.00","OK"
"8iru0","1.00","OK"
"8iru3","1.00","OK"
"8irui","3.72","OK"
"8iruq","1.00","OK"
"8irvj","1.15","OK"
"8irwu","1.00","OK"
"8irzv","1.00","OK"
"8is01","1.13","OK"
"8is0l","1.00","OK"
"8is1d","1.17","OK"
"8is20","1.00","OK"
"8is2b","1.37","OK"
"8is2k","1.15","Fraud"
"8is2p","1.00","OK"
"8is30","1.00","OK"
"8is32","1.00","OK"
"8is41","1.00","OK"
"8is47","1.20","OK"
"8is4p","1.00","OK"
"8is4w","1.36","OK"
"8is4x","1.05","OK"
"8is5e","1.31","OK"
"8is5f","1.00","OK"
"8is5h","1.49","Observation"
"8is5o","1.00","OK"
"8is5q","1.01","OK"
"8is5r","1.09","OK"
"8is6u","1.00","OK"
"8is82","1.28","OK"
"8is85","1.00","OK"
"8is87","1.09","OK"
"8is8g","1.02","OK"
"8isas","1.37","OK"
"8isat","1.51","OK"
"8isau","1.50","OK"
"8isbh","1.05","OK"
"8isbo","1.00","OK"
"8isbr","1.00","OK"
"8isbz","1.04","OK"
"8isch","1.26","Observation"
"8iscw","1.10","OK"
"8iscy","1.05","OK"
"8isd4","1.00","OK"
"8isd6","1.00","OK"
"8isdb","1.02","OK"
"8isdq","1.00","OK"
"8ise8","1.00","OK"
"8isei","1.11","OK"
"8ises","1.13","OK"
"8iseu","1.07","OK"
"8isf7","1.01","OK"
"8isfp","1.00","OK"
"8isfs","1.00","OK"
"8isgu","1.00","OK"
"8ish6","1.17","OK"
"8ishk","1.00","OK"
"8ishn","1.25","OK"
"8isi3","1.00","OK"
"8isj3","2.00","OK"
"8isj9","1.00","OK"
"8isje","1.00","OK"
"8isk1","1.00","OK"
"8isk6","1.00","OK"
"8islr","1.02","OK"
"8isme","1.00","OK"
"8ismw","1.00","OK"
"8isp2","1.00","OK"
"8isrm","1.11","OK"
"8isrt","1.00","OK"
"8issu","1.10","OK"
"8isvf","1.00","OK"
"8isxs","1.00","OK"
"8isxw","1.00","OK"
"8isyx","1.00","OK"
"8isz2","1.00","OK"
"8isz4","1.00","OK"
"8it0b","1.08","OK"
"8it0m","1.00","OK"
"8it0v","1.00","OK"
"8it18","1.00","OK"
"8it2h","1.12","OK"
"8it36","1.37","Fraud"
"8it3p","1.11","OK"
"8it4b","1.00","OK"
"8it51","1.05","OK"
"8it52","1.03","OK"
"8it54","1.11","OK"
"8it55","1.05","OK"
"8it57","1.00","OK"
"8it59","1.20","OK"
"8it5a","1.00","OK"
"8it5b","1.00","OK"
"8it5c","1.05","OK"
"8it5d","1.00","OK"
"8it5e","1.11","OK"
"8it5i","1.07","OK"
"8it5k","1.08","OK"
"8it5n","1.06","OK"
"8it5o","1.25","OK"
"8it5q","1.00","OK"
"8it5r","1.00","OK"
"8it5t","1.04","OK"
"8it63","1.00","OK"
"8it65","1.00","OK"
"8it66","1.00","OK"
"8it6j","1.00","OK"
"8it7k","1.00","OK"
"8it7m","1.00","OK"
"8it7o","1.00","OK"
"8it7p","1.00","OK"
"8it8j","1.05","OK"
"8it8l","1.00","OK"
"8it8q","1.00","OK"
"8it9g","1.38","OK"
"8it9n","1.00","OK"
"8it9p","1.15","OK"
"8it9w","1.11","OK"
"8itaa","1.07","OK"
"8itap","1.79","Observation"
"8itat","1.00","OK"
"8itb0","4.09","OK"
"8itb1","3.15","OK"
"8itcr","1.35","OK"
"8itcx","1.00","OK"
"8itdr","1.00","OK"
"8itdx","1.00","OK"
"8ite3","2.37","OK"
"8iteu","1.00","OK"
"8itf4","1.00","OK"
"8itfc","1.00","OK"
"8itgs","1.00","OK"
"8ith0","1.14","OK"
"8ith4","2.00","OK"
"8ith6","1.00","OK"
"8ithb","1.00","OK"
"8ithf","1.53","Observation"
"8ithn","1.00","OK"
"8ithu","1.04","OK"
"8ithz","1.00","OK"
"8itif","2.50","OK"
"8itio","1.00","OK"
"8itiu","1.08","OK"
"8itj5","1.11","OK"
"8itji","1.37","OK"
"8itk7","1.03","OK"
"8itka","1.00","OK"
"8itkq","1.00","OK"
"8itks","1.00","OK"
"8itkt","1.02","OK"
"8itl2","1.00","OK"
"8itl8","2.00","OK"
"8itla","1.00","OK"
"8itlh","1.03","OK"
"8itli","1.00","OK"
"8itlt","1.10","OK"
"8itly","1.07","OK"
"8itm2","1.00","OK"
"8itme","1.00","OK"
"8itmi","1.84","OK"
"8itmu","1.04","OK"
"8itnb","1.00","OK"
"8itod","1.16","OK"
"8itoe","1.00","OK"
"8itof","1.17","OK"
"8itop","1.28","OK"
"8itos","1.00","OK"
"8itoz","1.00","OK"
"8itp0","1.11","OK"
"8itpk","1.03","OK"
"8itq3","1.00","OK"
"8itql","1.00","OK"
"8itqs","1.00","OK"
"8itrb","1.07","OK"
"8itre","1.08","OK"
"8itrn","1.00","OK"
"8itro","1.00","OK"
"8itrq","1.12","OK"
"8its6","1.00","OK"
"8itsg","1.00","OK"
"8itsw","1.00","OK"
"8itt6","1.00","OK"
"8ittc","1.03","OK"
"8itth","1.00","OK"
"8ittq","1.00","OK"
"8ittu","1.00","OK"
"8ittv","1.00","OK"
"8ituk","1.00","OK"
"8itvb","1.00","OK"
"8itww","1.00","OK"
"8itx1","1.08","OK"
"8itx5","1.16","OK"
"8itxs","1.11","OK"
"8itxx","1.00","OK"
"8ityd","1.00","OK"
"8itzi","1.00","OK"
"8iu02","1.00","OK"
"8iu0k","1.33","OK"
"8iu23","1.00","OK"
"8iu2c","1.87","Observation"
"8iu38","1.00","OK"
"8iu3e","1.04","OK"
"8iu3h","1.20","OK"
"8iu4c","1.08","OK"
"8iu57","1.00","OK"
"8iu5r","1.50","OK"
"8iu66","1.06","OK"
"8iu6m","1.00","OK"
"8iu6x","1.00","OK"
"8iu74","1.00","OK"
"8iu76","1.15","Observation"
"8iu77","1.11","OK"
"8iu7b","1.00","OK"
"8iu7d","1.19","OK"
"8iu7w","1.00","OK"
"8iu82","1.00","OK"
"8iua3","1.04","OK"
"8iuan","2.09","Observation"
"8iuav","1.00","OK"
"8iub1","1.00","OK"
"8iucx","1.18","OK"
"8iufj","1.00","OK"
"8iufr","1.00","OK"
"8iufs","1.04","OK"
"8iufv","1.00","OK"
"8iugo","1.00","OK"
"8iuhr","1.00","OK"
"8iui3","1.00","OK"
"8iuia","2.25","OK"
"8iuip","1.00","OK"
"8iujq","1.00","OK"
"8iujx","1.07","OK"
"8iukd","1.00","OK"
"8iuls","1.00","OK"
"8ium6","1.00","OK"
"8iumc","1.03","OK"
"8iume","1.12","OK"
"8iumx","1.40","OK"
"8iun9","1.13","OK"
"8iuna","1.00","OK"
"8iunk","1.00","OK"
"8iuo8","1.00","OK"
"8iuok","1.00","OK"
"8iuqb","1.00","OK"
"8iuqh","1.00","OK"
"8iuqk","1.01","OK"
"8iuqp","1.00","OK"
"8iuqv","1.00","OK"
"8iurr","1.00","OK"
"8iuuw","1.00","OK"
"8iuv4","1.00","OK"
"8iuv6","1.01","OK"
"8iuv8","1.07","OK"
"8iuv9","1.44","OK"
"8iuva","1.00","OK"
"8iuwa","1.00","OK"
"8iuxg","1.00","OK"
"8iuxk","1.33","OK"
"8iuxq","1.04","OK"
"8iuy6","1.00","OK"
"8iuyv","1.28","OK"
"8iv07","1.00","OK"
"8iv0i","1.00","OK"
"8iv0s","1.00","OK"
"8iv0x","1.01","OK"
"8iv1g","1.00","OK"
"8iv1m","1.00","OK"
"8iv1x","1.02","OK"
"8iv2t","1.00","OK"
"8iv3o","1.00","OK"
"8iv48","1.00","OK"
"8iv4d","1.00","OK"
"8iv4h","1.00","OK"
"8iv4j","1.11","OK"
"8iv58","1.00","OK"
"8iv5f","1.00","OK"
"8iv5p","1.00","OK"
"8iv65","1.00","OK"
"8iv6j","1.07","OK"
"8iv7e","1.07","OK"
"8iv7j","1.12","OK"
"8iv8i","1.00","OK"
"8iv9n","1.00","OK"
"8ivbf","1.97","Observation"
"8ivbn","1.10","OK"
"8ivbx","1.00","OK"
"8ivcn","1.00","OK"
"8ivdi","1.06","OK"
"8ivdx","1.00","OK"
"8ive3","1.00","OK"
"8ive5","1.00","OK"
"8ivea","1.08","OK"
"8iveg","1.05","OK"
"8ivf6","1.04","OK"
"8ivfj","1.00","OK"
"8ivfk","1.31","OK"
"8ivge","1.00","OK"
"8ivhg","1.00","OK"
"8ivhr","1.06","OK"
"8ivir","2.33","OK"
"8iviz","1.00","OK"
"8ivj4","1.00","OK"
"8ivjv","1.50","OK"
"8ivkm","1.00","OK"
"8ivkn","1.19","OK"
"8ivlh","1.68","Fraud"
"8ivlp","1.14","Observation"
"8ivm9","1.00","OK"
"8ivmk","1.00","OK"
"8ivnj","1.00","OK"
"8ivnk","1.17","OK"
"8ivnx","1.00","OK"
"8ivny","1.00","OK"
"8ivo7","1.07","OK"
"8ivof","1.25","OK"
"8ivp6","1.00","OK"
"8ivpt","1.00","OK"
"8ivpv","1.07","OK"
"8ivql","1.00","OK"
"8ivsv","1.00","OK"
"8ivsx","1.04","OK"
"8ivti","1.03","OK"
"8ivtm","1.00","OK"
"8ivtv","1.00","OK"
"8ivwj","1.32","OK"
"8ivwr","1.13","OK"
"8ivwv","1.00","OK"
"8ivxp","1.00","OK"
"8ivy4","1.07","OK"
"8ivy5","1.00","OK"
"8ivyc","1.09","OK"
"8ivyu","1.00","OK"
"8iw0a","1.00","OK"
"8iw0n","1.00","OK"
"8iw0r","2.16","OK"
"8iw1f","1.00","OK"
"8iw1v","1.00","OK"
"8iw21","1.00","OK"
"8iw29","1.07","OK"
"8iw31","1.00","OK"
"8iw3u","1.00","OK"
"8iw46","1.00","OK"
"8iw4a","1.00","OK"
"8iw55","1.00","OK"
"8iw5p","1.09","OK"
"8iw5r","1.00","OK"
"8iw6k","1.00","OK"
"8iw6v","1.00","OK"
"8iw7e","1.06","OK"
"8iw7i","1.00","OK"
"8iw84","1.00","OK"
"8iw9s","1.08","OK"
"8iwaa","1.00","OK"
"8iwac","1.00","OK"
"8iwag","1.00","OK"
"8iwak","1.25","OK"
"8iwau","1.00","OK"
"8iwav","1.00","OK"
"8iwbt","1.00","OK"
"8iwe6","1.00","OK"
"8iweh","1.00","OK"
"8iwf2","1.00","OK"
"8iwfs","1.00","OK"
"8iwg3","1.04","OK"
"8iwh3","1.10","OK"
"8iwhf","1.00","OK"
"8iwhh","1.00","OK"
"8iwhi","1.00","OK"
"8iwid","2.32","OK"
"8iwii","1.06","OK"
"8iwj3","1.00","OK"
"8iwjs","1.03","OK"
"8iwky","1.00","OK"
"8iwl4","1.03","OK"
"8iwl5","1.00","OK"
"8iwmb","1.42","OK"
"8iwn7","1.00","OK"
"8iwnh","1.00","OK"
"8iwo2","1.47","OK"
"8iwos","1.18","Fraud"
"8iwp2","1.24","Fraud"
"8iwp3","1.13","OK"
"8iwpy","1.00","OK"
"8iwq4","1.06","OK"
"8iwq6","1.00","OK"
"8iwqm","1.00","OK"
"8iwqv","1.00","OK"
"8iwrl","1.32","OK"
"8iwrx","1.01","OK"
"8iws2","1.00","OK"
"8iws4","1.00","OK"
"8iws7","1.00","OK"
"8iwsa","1.00","OK"
"8iwsc","1.00","OK"
"8iwu7","1.10","OK"
"8iwug","1.00","OK"
"8iwv8","1.13","OK"
"8iwvi","1.50","OK"
"8iwvl","1.02","OK"
"8iwx5","1.00","OK"
"8iwxs","1.00","OK"
"8iwxv","1.06","OK"
"8iwy8","1.34","OK"
"8iwz0","1.00","OK"
"8ix09","1.00","OK"
"8ix0c","1.00","OK"
"8ix2h","1.08","OK"
"8ix3h","1.00","OK"
"8ix6h","1.00","OK"
"8ix6p","1.27","Fraud"
"8ix86","1.00","OK"
"8ix89","1.33","OK"
"8ixdk","1.00","OK"
"8ixgd","1.03","OK"
"8ixgl","1.00","OK"
"8ixl3","1.35","OK"
"8ixly","1.00","OK"
"8ixlz","1.03","OK"
"8ixoq","1.10","OK"
"8ixor","1.22","OK"
"8ixp4","1.00","OK"
"8ixq4","3.41","OK"
"8ixq5","5.24","OK"
"8ixs1","1.02","OK"
"8ixsd","1.55","OK"
"8ixue","1.00","OK"
"8ixuj","1.00","OK"
"8ixvg","1.02","OK"
"8ixvu","1.46","OK"
"8ixy5","1.00","OK"
"8ixzl","1.00","OK"
"8ixzs","1.51","OK"
"8ixzt","1.42","OK"
"8iy03","2.62","OK"
"8iy0v","1.12","Observation"
"8iy1m","1.00","OK"
"8iy36","1.09","OK"
"8iy4x","1.00","OK"
"8iy5g","1.41","OK"
"8iy6x","1.00","OK"
"8iy7x","1.33","OK"
"8iy9b","1.00","OK"
"8iyb9","1.00","OK"
"8iyc8","1.67","OK"
"8iydk","1.00","OK"
"8iyea","1.00","OK"
"8iyfx","1.09","OK"
"8iyi9","1.05","OK"
"8iyj6","1.02","OK"
"8iyo2","1.00","OK"
"8iysb","1.07","OK"
"8iyvp","1.27","OK"
"8iywe","1.00","OK"
"8iyxe","1.05","OK"
"8iz0o","1.00","OK"
"8iz1c","2.22","OK"
"8iz2a","1.18","OK"
"8iz2c","1.07","OK"
"8iz2e","1.03","OK"
"8iz2m","1.13","OK"
"8iz2n","1.21","OK"
"8iz48","1.06","OK"
"8iz6y","1.00","OK"
"8iz7h","1.00","OK"
"8iz7i","2.05","OK"
"8iz80","1.00","OK"
"8iz8t","1.00","OK"
"8iz91","1.08","OK"
"8izah","1.00","OK"
"8izak","1.00","OK"
"8izam","1.00","OK"
"8izan","1.00","OK"
"8izao","1.00","OK"
"8izar","1.00","OK"
"8izau","1.00","OK"
"8izav","1.00","OK"
"8izaw","1.00","OK"
"8izay","1.00","OK"
"8izbp","1.00","OK"
"8izbt","1.06","OK"
"8ize1","1.00","OK"
"8izgi","1.00","OK"
"8izjs","1.00","OK"
"8izkp","1.00","OK"
"8izlr","1.00","OK"
"8iznj","1.52","OK"
"8izot","1.00","OK"
"8izpa","1.10","OK"
"8izsa","1.00","OK"
"8izt5","4.62","Observation"
"8izt6","1.34","Observation"
"8iztc","1.07","OK"
"8iztd","1.00","OK"
"8iztj","1.00","OK"
"8izts","1.00","OK"
"8izu7","1.00","OK"
"8izv8","1.14","OK"
"8izwb","1.07","OK"
"8izwe","1.34","Fraud"
"8izxr","1.00","OK"
"8izzv","1.72","OK"
"8j00e","1.00","OK"
"8j01d","1.00","OK"
"8j029","1.00","OK"
"8j07i","1.03","OK"
"8j07s","1.00","OK"
"8j085","1.25","OK"
"8j08y","2.24","OK"
"8j094","1.00","OK"
"8j096","1.08","OK"
"8j09p","1.00","OK"
"8j0a9","1.02","OK"
"8j0ao","1.00","OK"
"8j0b4","1.33","OK"
"8j0b5","1.28","OK"
"8j0bs","1.21","OK"
"8j0bz","1.00","OK"
"8j0da","1.00","OK"
"8j0dl","1.00","OK"
"8j0eq","1.04","OK"
"8j0fj","1.15","OK"
"8j0g9","1.04","OK"
"8j0h6","2.00","OK"
"8j0hb","1.10","OK"
"8j0j9","1.02","OK"
"8j0m9","1.00","OK"
"8j0mk","1.00","OK"
"8j0mw","1.12","OK"
"8j0n4","1.05","OK"
"8j0ov","1.08","OK"
"8j0oz","1.00","OK"
"8j0pl","1.50","Fraud"
"8j0py","1.00","OK"
"8j0qc","1.10","OK"
"8j0qr","1.00","OK"
"8j0su","1.00","OK"
"8j0tb","1.00","OK"
"8j0tg","1.00","OK"
"8j0w1","1.75","Observation"
"8j0wb","1.06","OK"
"8j0ww","1.06","OK"
"8j0x3","1.10","OK"
"8j0x9","1.76","Observation"
"8j0z9","1.00","OK"
"8j10c","10.61","OK"
"8j11k","1.00","OK"
"8j121","1.05","OK"
"8j12n","1.00","OK"
"8j15b","1.00","OK"
"8j16r","1.00","OK"
"8j18g","1.00","OK"
"8j197","1.18","OK"
"8j19d","1.04","OK"
"8j19f","1.51","OK"
"8j19x","2.56","OK"
"8j1a0","1.00","OK"
"8j1a1","1.23","OK"
"8j1a2","1.36","OK"
"8j1a3","1.00","OK"
"8j1a6","1.00","OK"
"8j1a7","1.00","OK"
"8j1aj","1.24","OK"
"8j1di","1.00","OK"
"8j1fp","1.00","OK"
"8j1h7","1.00","OK"
"8j1j6","1.00","OK"
"8j1lc","1.05","OK"
"8j1od","1.26","OK"
"8j1pb","1.11","OK"
"8j1pd","2.92","OK"
"8j1q5","1.00","OK"
"8j1qi","1.00","OK"
"8j1rc","1.67","OK"
"8j1s7","1.00","OK"
"8j1se","1.02","OK"
"8j1so","1.00","OK"
"8j1sp","1.00","OK"
"8j1sw","1.03","OK"
"8j1t4","1.12","OK"
"8j1ti","2.72","OK"
"8j1u4","1.00","OK"
"8j1u5","1.02","OK"
"8j1uw","1.67","OK"
"8j1x0","1.17","OK"
"8j1xv","1.06","OK"
"8j1y0","1.00","OK"
"8j1y6","1.25","OK"
"8j20z","1.31","OK"
"8j22j","1.00","OK"
"8j22t","1.13","OK"
"8j23z","1.00","OK"
"8j240","1.00","OK"
"8j24h","1.00","OK"
"8j26k","1.00","OK"
"8j279","1.02","OK"
