"partnerid","CntrIdPercent","CntrSgPercent","CntrUsPercent","CntrThPercent","CntrUkPercent","CntrInPercent","CntrOtherPercent","status"
"8ii9a","0.02","0.00","0.00","0.02","0.01","0.82","0.13","OK"
"8ii9s","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iiai","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iibh","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iibj","0.00","0.00","0.00","0.09","0.00","0.00","0.91","OK"
"8iibw","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iiby","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iibz","0.00","0.00","0.01","0.00","0.00","0.00","0.99","OK"
"8iic8","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iicn","0.16","0.00","0.11","0.00","0.00","0.42","0.32","OK"
"8iicq","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iid3","0.00","0.00","0.03","0.00","0.00","0.79","0.17","OK"
"8iid4","0.20","0.00","0.04","0.00","0.00","0.08","0.68","Fraud"
"8iidh","0.01","0.00","0.00","0.00","0.01","0.44","0.53","Fraud"
"8iidk","0.04","0.00","0.02","0.00","0.00","0.17","0.78","OK"
"8iidm","0.08","0.00","0.02","0.01","0.00","0.41","0.48","OK"
"8iidn","0.09","0.00","0.02","0.01","0.00","0.42","0.46","OK"
"8iidr","0.06","0.00","0.03","0.00","0.00","0.61","0.29","OK"
"8iie9","0.94","0.00","0.00","0.00","0.00","0.00","0.06","OK"
"8iiem","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iieo","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iig5","0.08","0.00","0.03","0.01","0.00","0.53","0.36","OK"
"8iigl","0.12","0.00","0.03","0.00","0.00","0.48","0.37","OK"
"8iigz","0.00","0.00","0.02","0.04","0.00","0.02","0.91","OK"
"8iih9","0.93","0.00","0.04","0.00","0.00","0.00","0.02","OK"
"8iiii","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iiiv","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8iij1","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iijd","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8iijk","0.00","0.00","0.11","0.00","0.02","0.40","0.47","OK"
"8iijt","0.03","0.00","0.03","0.01","0.00","0.61","0.31","OK"
"8iik1","0.01","0.00","0.03","0.01","0.00","0.18","0.78","OK"
"8iimi","0.36","0.00","0.00","0.00","0.09","0.45","0.09","OK"
"8iina","0.09","0.00","0.03","0.00","0.00","0.17","0.70","OK"
"8iiov","0.00","0.00","0.05","0.00","0.00","0.21","0.74","OK"
"8iiox","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iiq8","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iiqq","0.00","0.00","0.00","0.00","0.50","0.00","0.50","OK"
"8iir0","0.00","0.00","0.00","0.00","0.94","0.00","0.06","OK"
"8iird","0.00","0.00","0.00","0.00","0.05","0.02","0.93","OK"
"8iitu","0.00","0.00","0.10","0.00","0.00","0.75","0.15","OK"
"8iivd","0.00","0.00","0.02","0.00","0.00","0.55","0.43","OK"
"8iivr","0.00","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"8iivt","0.00","0.25","0.00","0.00","0.00","0.00","0.75","OK"
"8iixo","0.06","0.00","0.00","0.00","0.00","0.88","0.06","OK"
"8iixv","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iixy","0.60","0.00","0.00","0.00","0.00","0.10","0.30","OK"
"8iiy4","0.04","0.00","0.02","0.00","0.00","0.70","0.24","OK"
"8iiyk","0.13","0.00","0.00","0.00","0.00","0.16","0.71","OK"
"8iiz9","0.93","0.00","0.00","0.00","0.00","0.07","0.00","OK"
"8iiza","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ij02","0.00","0.00","0.00","0.00","0.00","0.82","0.18","OK"
"8ij0a","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8ij0g","0.04","0.00","0.04","0.01","0.01","0.52","0.37","OK"
"8ij0y","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ij22","0.98","0.00","0.00","0.00","0.00","0.00","0.02","OK"
"8ij28","0.00","0.00","0.00","0.00","0.00","0.80","0.20","OK"
"8ij2l","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8ij2q","0.06","0.00","0.01","0.00","0.00","0.40","0.52","OK"
"8ij2z","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ij3d","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ij3p","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ij42","0.07","0.00","0.01","0.00","0.00","0.68","0.23","OK"
"8ij4e","0.00","0.00","0.00","0.13","0.00","0.00","0.88","OK"
"8ij4w","0.00","0.00","0.00","0.00","0.00","0.50","0.50","OK"
"8ij4y","0.00","0.00","0.00","0.00","0.05","0.00","0.94","OK"
"8ij4z","0.00","0.00","0.00","0.06","0.00","0.00","0.94","OK"
"8ij59","0.00","0.02","0.00","0.00","0.00","0.00","0.98","Fraud"
"8ij63","0.00","0.00","0.00","0.00","0.00","0.90","0.10","OK"
"8ij6x","0.33","0.00","0.00","0.00","0.00","0.67","0.00","OK"
"8ij77","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ij7g","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ij7x","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8ij92","0.05","0.00","0.02","0.00","0.00","0.61","0.32","OK"
"8ij95","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ij9m","0.06","0.00","0.02","0.00","0.01","0.38","0.52","OK"
"8ijat","0.00","0.00","0.00","0.00","0.00","0.96","0.04","OK"
"8ijb4","0.00","0.00","0.00","0.00","0.19","0.00","0.81","OK"
"8ijb7","0.00","0.00","0.00","0.00","0.41","0.00","0.59","OK"
"8ijb8","0.00","0.00","0.00","0.00","0.01","0.00","0.99","OK"
"8ijba","0.00","0.00","0.00","0.00","0.00","0.00","0.99","OK"
"8ijbf","0.00","0.00","0.00","0.00","0.04","0.00","0.96","OK"
"8ijcm","0.02","0.00","0.06","0.02","0.02","0.18","0.71","OK"
"8ijd3","0.83","0.00","0.01","0.00","0.00","0.00","0.16","OK"
"8ije6","0.00","0.33","0.00","0.00","0.00","0.67","0.00","OK"
"8ijeq","0.33","0.00","0.00","0.00","0.00","0.33","0.33","OK"
"8ijf6","0.00","0.00","0.00","0.00","0.00","0.25","0.75","OK"
"8ijfb","0.13","0.00","0.03","0.02","0.01","0.54","0.27","OK"
"8ijfd","0.00","0.00","0.02","0.00","0.00","0.90","0.07","OK"
"8ijfl","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ijgn","0.20","0.00","0.20","0.00","0.00","0.00","0.60","OK"
"8ijjb","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8ijjm","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ijka","0.00","0.00","1.00","0.00","0.00","0.00","0.00","OK"
"8ijlc","0.50","0.00","0.50","0.00","0.00","0.00","0.00","OK"
"8ijmn","0.00","0.00","1.00","0.00","0.00","0.00","0.00","OK"
"8ijoc","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ijod","0.23","0.00","0.01","0.01","0.00","0.38","0.37","OK"
"8ijq9","0.00","0.00","0.00","0.08","0.00","0.58","0.33","OK"
"8ijqf","0.00","0.00","0.00","0.50","0.00","0.00","0.50","OK"
"8ijql","0.00","0.00","0.00","0.04","0.00","0.00","0.95","OK"
"8ijqw","0.00","0.00","0.00","0.40","0.00","0.00","0.60","OK"
"8ijs4","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ijsd","0.00","0.00","0.00","0.00","1.00","0.00","0.00","Observation"
"8ijsn","0.00","0.00","0.10","0.00","0.00","0.40","0.50","OK"
"8ijsu","0.96","0.00","0.00","0.00","0.00","0.00","0.04","OK"
"8iju6","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ijva","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8ijw3","0.02","0.00","0.06","0.00","0.00","0.55","0.36","OK"
"8ijwf","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8ijwo","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ijy9","0.00","0.00","0.00","0.24","0.00","0.04","0.72","OK"
"8ijyd","0.00","0.01","0.00","0.00","0.00","0.91","0.08","OK"
"8ijyv","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ijzd","0.00","0.00","0.00","0.02","0.01","0.00","0.98","OK"
"8ijze","0.00","0.04","0.00","0.16","0.00","0.00","0.80","OK"
"8ijzf","0.00","0.00","0.00","0.08","0.00","0.08","0.83","OK"
"8ijzi","0.77","0.00","0.03","0.00","0.00","0.00","0.20","Observation"
"8ijzj","0.02","0.00","0.00","0.02","0.00","0.13","0.83","OK"
"8ijzx","0.00","0.00","0.04","0.00","0.12","0.03","0.82","OK"
"8ik0f","0.17","0.00","0.00","0.02","0.02","0.43","0.37","OK"
"8ik15","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ik16","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ik1o","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ik1t","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ik2u","0.00","0.00","0.00","0.00","0.00","0.50","0.50","OK"
"8ik2v","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ik4w","0.00","0.00","0.00","0.00","0.00","0.33","0.67","OK"
"8ik58","0.05","0.00","0.03","0.01","0.00","0.58","0.32","OK"
"8ik5g","0.31","0.00","0.00","0.00","0.00","0.19","0.50","OK"
"8ik67","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8ik6c","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ik6x","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ik7d","0.00","0.00","0.03","0.00","0.00","0.95","0.02","OK"
"8ik9c","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ik9l","0.00","0.00","0.00","0.25","0.00","0.00","0.75","OK"
"8ik9s","0.00","0.00","0.00","0.04","0.00","0.19","0.77","OK"
"8ik9t","0.00","0.00","0.00","0.44","0.00","0.00","0.56","OK"
"8ikae","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8ikah","0.83","0.00","0.00","0.00","0.00","0.00","0.17","OK"
"8ikap","0.33","0.00","0.00","0.00","0.00","0.00","0.67","OK"
"8ikaq","0.07","0.00","0.21","0.00","0.00","0.00","0.71","OK"
"8ikaz","0.00","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ikb5","0.00","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"8ikba","0.00","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"8ikc8","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ikdj","0.00","0.00","0.00","0.50","0.00","0.00","0.50","OK"
"8ikdw","0.02","0.00","0.07","0.07","0.00","0.76","0.09","OK"
"8ike2","0.08","0.00","0.03","0.00","0.03","0.51","0.35","OK"
"8ikf1","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ikg6","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ikg9","0.00","0.00","0.00","0.00","0.00","0.50","0.50","OK"
"8ikgc","0.50","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"8iki8","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ikip","0.16","0.00","0.01","0.02","0.00","0.41","0.41","OK"
"8ikjp","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8iklg","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ikm9","0.00","0.00","0.07","0.10","0.02","0.24","0.57","OK"
"8ikme","0.00","0.00","0.05","0.00","0.00","0.79","0.16","OK"
"8ikmz","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ikn6","0.32","0.01","0.14","0.00","0.01","0.16","0.36","OK"
"8ikna","0.00","0.00","0.21","0.79","0.00","0.00","0.00","OK"
"8ikoi","0.00","0.00","0.00","0.00","0.00","0.80","0.20","OK"
"8ikou","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ikpq","0.30","0.01","0.05","0.01","0.01","0.11","0.52","OK"
"8ikr4","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ikr7","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ikrv","0.00","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"8iks0","0.45","0.00","0.09","0.00","0.00","0.05","0.41","OK"
"8ikvr","0.03","0.00","0.02","0.05","0.00","0.58","0.31","OK"
"8ikyc","0.67","0.00","0.33","0.00","0.00","0.00","0.00","OK"
"8ikzq","0.08","0.00","0.02","0.00","0.01","0.48","0.41","OK"
"8il17","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8il1w","0.11","0.00","0.05","0.01","0.02","0.10","0.70","OK"
"8il22","0.61","0.00","0.00","0.00","0.00","0.00","0.39","OK"
"8il2j","0.94","0.00","0.00","0.00","0.00","0.00","0.06","OK"
"8il2x","0.00","0.00","0.01","0.00","0.00","0.86","0.13","OK"
"8il3g","0.51","0.00","0.03","0.05","0.01","0.12","0.29","OK"
"8il3o","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8il3v","0.01","0.00","0.06","0.00","0.00","0.35","0.59","OK"
"8il4c","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8il4n","0.00","0.00","0.05","0.00","0.00","0.71","0.23","OK"
"8il4r","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8il6b","0.00","0.01","0.01","0.00","0.00","0.17","0.81","OK"
"8il79","0.00","0.00","0.20","0.00","0.03","0.20","0.58","OK"
"8il7m","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8il8k","0.00","0.00","0.00","0.00","0.00","0.50","0.50","OK"
"8ilbu","0.89","0.00","0.01","0.00","0.00","0.00","0.10","OK"
"8ilbx","0.00","0.00","0.00","0.00","0.00","0.00","1.00","Observation"
"8ilc9","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ildb","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8ildi","0.02","0.00","0.04","0.01","0.01","0.55","0.38","OK"
"8ildn","0.07","0.00","0.00","0.00","0.07","0.13","0.73","OK"
"8ilel","0.06","0.02","0.13","0.02","0.00","0.34","0.43","OK"
"8ilf9","0.01","0.00","0.02","0.00","0.00","0.83","0.15","OK"
"8ilff","0.00","0.00","0.00","0.00","0.00","0.92","0.08","OK"
"8ilfu","0.81","0.00","0.02","0.00","0.00","0.00","0.17","OK"
"8ilh8","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ili5","0.00","0.00","0.00","0.00","0.02","0.00","0.98","OK"
"8iljx","0.05","0.00","0.19","0.01","0.00","0.40","0.34","OK"
"8iljy","0.18","0.03","0.05","0.00","0.01","0.44","0.30","OK"
"8ilkt","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ill4","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ilm4","0.18","0.00","0.00","0.02","0.00","0.27","0.53","OK"
"8ilmh","0.00","0.00","0.00","0.00","0.00","0.33","0.67","OK"
"8ilnu","0.55","0.00","0.03","0.00","0.00","0.13","0.29","OK"
"8iloh","0.00","0.00","0.11","0.00","0.00","0.78","0.11","OK"
"8ilok","0.78","0.00","0.00","0.00","0.00","0.00","0.21","Observation"
"8ilp2","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8ilpa","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ilqt","0.89","0.00","0.02","0.00","0.00","0.00","0.09","OK"
"8ils4","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ils9","0.03","0.00","0.11","0.02","0.03","0.12","0.69","Observation"
"8ilu4","0.50","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"8iluh","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iluo","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iluy","0.00","0.00","0.00","0.00","0.00","1.00","0.00","Observation"
"8ilyg","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ilzp","0.85","0.00","0.00","0.00","0.00","0.05","0.10","OK"
"8im0u","0.01","0.01","0.00","0.00","0.00","0.02","0.97","OK"
"8im1j","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8im23","0.42","0.00","0.42","0.00","0.00","0.00","0.16","OK"
"8im29","0.00","0.00","0.00","0.00","0.00","0.40","0.60","OK"
"8im3b","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8im41","0.00","0.00","0.02","0.00","0.00","0.96","0.02","OK"
"8im4f","0.90","0.00","0.10","0.00","0.00","0.00","0.00","OK"
"8im4k","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8im50","0.00","0.00","0.00","0.00","0.00","0.33","0.67","OK"
"8im59","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8im6c","0.60","0.00","0.00","0.00","0.00","0.10","0.30","OK"
"8im6t","0.65","0.02","0.03","0.00","0.00","0.00","0.30","OK"
"8im78","0.00","0.01","0.00","0.00","0.02","0.02","0.95","OK"
"8im8j","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8im9a","0.00","0.00","0.20","0.00","0.00","0.72","0.08","OK"
"8imb9","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8imbb","0.00","0.00","1.00","0.00","0.00","0.00","0.00","OK"
"8imcs","0.84","0.00","0.16","0.00","0.00","0.00","0.00","OK"
"8imd2","0.12","0.02","0.02","0.02","0.09","0.10","0.62","OK"
"8imdp","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8imdt","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ime3","0.14","0.00","0.00","0.00","0.02","0.17","0.66","OK"
"8ime7","0.03","0.00","0.02","0.01","0.00","0.60","0.35","OK"
"8imef","0.00","0.00","0.00","0.00","0.50","0.00","0.50","OK"
"8imf8","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8imgt","0.04","0.00","0.03","0.00","0.00","0.70","0.22","OK"
"8imho","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8imhz","0.00","0.00","0.04","0.00","0.00","0.00","0.96","OK"
"8imi0","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8imib","0.35","0.00","0.00","0.00","0.00","0.12","0.53","OK"
"8imkc","0.11","0.00","0.01","0.02","0.00","0.46","0.38","OK"
"8imkd","0.15","0.00","0.01","0.00","0.00","0.02","0.81","OK"
"8immj","0.08","0.00","0.01","0.11","0.01","0.08","0.71","OK"
"8immk","0.52","0.00","0.00","0.00","0.00","0.14","0.35","OK"
"8immq","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8immu","0.00","0.00","0.33","0.00","0.00","0.67","0.00","OK"
"8imna","0.87","0.00","0.02","0.00","0.00","0.02","0.09","OK"
"8imnt","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8imob","0.24","0.00","0.04","0.01","0.00","0.19","0.52","OK"
"8impl","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8impo","0.99","0.00","0.01","0.00","0.00","0.00","0.00","OK"
"8imqe","0.03","0.00","0.01","0.00","0.00","0.45","0.50","OK"
"8imqh","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8imqn","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8imrg","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8imrr","0.00","0.00","0.21","0.00","0.00","0.00","0.79","Fraud"
"8ims3","0.00","0.00","0.00","0.00","0.00","0.86","0.14","OK"
"8ims6","0.00","0.00","0.00","0.00","0.00","0.01","0.99","OK"
"8imtk","0.50","0.00","0.00","0.00","0.00","0.50","0.00","OK"
"8imu3","0.93","0.00","0.04","0.00","0.00","0.00","0.04","OK"
"8imu4","0.00","0.00","0.00","0.00","0.00","0.11","0.89","OK"
"8imuo","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8imv2","0.00","0.00","0.03","0.01","0.02","0.61","0.33","OK"
"8imvn","0.04","0.00","0.06","0.01","0.02","0.44","0.42","Observation"
"8imvu","0.75","0.00","0.00","0.00","0.00","0.00","0.25","OK"
"8imw6","0.00","0.00","0.00","0.00","0.00","0.55","0.45","OK"
"8imwm","0.15","0.00","0.01","0.01","0.00","0.09","0.74","OK"
"8imwn","0.00","0.00","0.00","0.00","0.01","0.93","0.06","OK"
"8imwx","0.04","0.00","0.04","0.01","0.00","0.76","0.14","OK"
"8imxz","0.00","0.00","0.00","0.00","0.07","0.79","0.14","OK"
"8imyq","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8imyz","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8imz2","0.25","0.00","0.00","0.00","0.00","0.31","0.44","OK"
"8imza","0.00","0.00","0.00","0.00","0.00","0.59","0.41","OK"
"8imzd","0.12","0.00","0.02","0.00","0.00","0.19","0.66","OK"
"8imze","0.00","0.00","0.16","0.04","0.00","0.14","0.67","OK"
"8imzr","0.02","0.00","0.02","0.00","0.00","0.86","0.09","OK"
"8imzv","0.99","0.00","0.00","0.00","0.00","0.00","0.01","OK"
"8in07","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8in0c","0.01","0.00","0.08","0.00","0.00","0.74","0.16","OK"
"8in0d","0.04","0.00","0.16","0.00","0.00","0.32","0.48","OK"
"8in1d","0.17","0.00","0.03","0.06","0.00","0.23","0.51","OK"
"8in1s","0.11","0.00","0.00","0.08","0.00","0.30","0.51","OK"
"8in1t","0.00","0.00","0.00","0.16","0.04","0.00","0.79","OK"
"8in20","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8in2d","0.88","0.00","0.00","0.00","0.00","0.00","0.12","OK"
"8in34","0.00","0.00","0.00","0.00","0.00","0.84","0.16","OK"
"8in35","0.08","0.00","0.00","0.00","0.00","0.57","0.35","OK"
"8in3c","0.00","0.00","0.00","0.00","0.00","0.99","0.01","OK"
"8in49","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8in4e","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8in66","0.00","0.00","0.00","0.00","0.00","0.59","0.41","OK"
"8in69","0.03","0.00","0.00","0.00","0.01","0.01","0.95","OK"
"8in6a","0.01","0.00","0.02","0.00","0.01","0.01","0.95","OK"
"8in7f","0.00","0.00","0.00","0.00","0.00","0.83","0.17","OK"
"8in80","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8in8a","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8in8e","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8in8l","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8in9f","0.00","0.00","0.00","0.00","0.67","0.00","0.33","OK"
"8in9m","0.00","0.00","0.00","0.00","0.00","0.03","0.97","OK"
"8ina8","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8inag","0.00","0.00","0.00","0.00","0.00","0.71","0.29","OK"
"8inat","0.80","0.00","0.00","0.00","0.00","0.10","0.10","OK"
"8inay","0.01","0.03","0.09","0.28","0.02","0.02","0.55","OK"
"8incg","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8inck","0.00","0.00","0.00","0.00","0.00","0.49","0.50","Observation"
"8ind9","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8indc","0.82","0.00","0.09","0.00","0.00","0.00","0.09","OK"
"8indr","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8inei","0.06","0.00","0.04","0.01","0.00","0.66","0.24","OK"
"8inf7","0.00","0.00","0.00","0.05","0.00","0.21","0.73","OK"
"8ingg","0.67","0.00","0.02","0.00","0.00","0.00","0.30","OK"
"8ings","0.60","0.00","0.00","0.00","0.00","0.00","0.40","OK"
"8inhr","0.03","0.00","0.06","0.00","0.02","0.48","0.40","OK"
"8ini4","0.24","0.00","0.05","0.00","0.00","0.29","0.43","OK"
"8ini5","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8inig","0.59","0.01","0.12","0.00","0.01","0.00","0.27","OK"
"8inil","0.00","0.00","0.01","0.00","0.00","0.71","0.27","OK"
"8injc","0.00","0.00","0.00","0.00","0.00","0.73","0.27","OK"
"8injo","0.79","0.02","0.03","0.00","0.00","0.00","0.17","OK"
"8injw","0.01","0.01","0.00","0.02","0.01","0.06","0.89","OK"
"8inkd","0.67","0.00","0.00","0.00","0.00","0.17","0.17","OK"
"8inl2","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8inn7","0.00","0.00","0.05","0.01","0.00","0.82","0.11","OK"
"8ino6","0.29","0.00","0.04","0.01","0.01","0.19","0.46","OK"
"8inp3","0.00","0.00","0.00","0.00","0.00","0.22","0.78","OK"
"8inrc","0.04","0.00","0.05","0.02","0.00","0.51","0.39","OK"
"8ins1","0.00","0.00","0.00","0.00","0.00","0.01","0.99","OK"
"8insm","0.00","0.00","0.00","0.00","0.00","0.67","0.33","OK"
"8insr","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8inss","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8int2","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8intf","0.62","0.00","0.02","0.00","0.00","0.00","0.36","OK"
"8inu8","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8inum","0.16","0.00","0.11","0.16","0.04","0.10","0.43","OK"
"8inwd","0.06","0.00","0.00","0.00","0.00","0.35","0.57","OK"
"8inwo","0.00","0.00","0.01","0.00","0.00","0.85","0.14","OK"
"8inwq","0.67","0.10","0.00","0.00","0.00","0.00","0.24","OK"
"8inwx","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8inz6","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8inz8","0.00","0.00","0.00","0.00","0.00","0.93","0.07","OK"
"8io09","0.00","0.00","0.00","0.00","0.00","0.50","0.50","OK"
"8io28","0.00","0.00","0.01","0.00","0.00","0.93","0.06","OK"
"8io37","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8io4a","0.00","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"8io4t","0.00","0.00","0.00","0.00","0.00","0.60","0.40","OK"
"8io5j","0.00","0.00","0.03","0.00","0.00","0.74","0.23","OK"
"8io5s","0.01","0.01","0.12","0.00","0.00","0.69","0.17","OK"
"8io7a","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8io8s","0.00","0.00","0.00","0.00","0.00","0.90","0.10","OK"
"8io95","0.13","0.00","0.05","0.00","0.00","0.23","0.59","OK"
"8io9a","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8io9t","0.00","0.03","0.00","0.95","0.00","0.00","0.03","OK"
"8ioab","0.00","0.00","1.00","0.00","0.00","0.00","0.00","OK"
