"partnerid","CntrIdPercent","CntrSgPercent","CntrUsPercent","CntrThPercent","CntrUkPercent","CntrInPercent","CntrOtherPercent","status"
"dup8a","0.00","0.00","0.98","0.00","0.00","0.00","0.02","Fraud"
"dup8b","0.00","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"dup8d","0.00","0.00","1.00","0.00","0.00","0.00","0.00","OK"
"dup90","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dup9f","0.00","0.00","0.00","0.00","0.00","0.92","0.08","OK"
"dupbg","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dupfq","0.50","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"dupfr","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"dupgf","0.02","0.00","0.06","0.00","0.01","0.73","0.19","OK"
"duphn","0.00","0.00","0.00","0.00","0.00","0.94","0.06","OK"
"dupi4","0.00","0.00","0.00","0.00","0.00","0.80","0.20","OK"
"dupic","0.95","0.00","0.00","0.00","0.00","0.00","0.05","OK"
"dupir","0.00","0.00","0.00","0.00","0.00","0.06","0.94","OK"
"dupkw","0.50","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"dupm1","0.00","0.00","0.00","0.89","0.00","0.00","0.11","OK"
"dupmc","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dupml","0.00","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"dupmv","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dupn2","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dupn6","0.02","0.01","0.04","0.00","0.00","0.64","0.30","OK"
"dupo4","0.00","0.00","0.02","0.00","0.00","0.94","0.04","OK"
"dupp4","0.00","0.00","0.00","0.00","0.01","0.01","0.97","OK"
"dupph","0.20","0.00","0.00","0.00","0.00","0.66","0.14","OK"
"dupqh","0.00","0.00","0.00","0.00","0.00","0.30","0.70","OK"
"dupqj","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dupsb","0.04","0.00","0.00","0.00","0.01","0.46","0.48","OK"
"dupsq","0.64","0.00","0.00","0.00","0.00","0.09","0.27","OK"
"dupt1","0.00","0.00","0.03","0.00","0.00","0.97","0.00","OK"
"duptv","0.00","0.02","0.00","0.01","0.00","0.00","0.97","OK"
"duptx","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dupu1","0.00","0.00","0.00","0.20","0.00","0.02","0.77","OK"
"dupu2","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dupud","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dupvj","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dupvt","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dupzg","0.00","0.00","0.00","0.00","0.00","0.25","0.75","OK"
"dupzp","0.21","0.00","0.29","0.00","0.00","0.13","0.38","OK"
"dupzq","0.75","0.00","0.04","0.00","0.00","0.00","0.22","OK"
"duq0t","0.09","0.00","0.09","0.02","0.09","0.05","0.67","OK"
"duq19","0.00","0.00","0.00","0.00","0.00","0.97","0.02","OK"
"duq1e","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duq1j","0.00","0.00","0.00","0.00","0.00","0.92","0.07","OK"
"duq22","0.00","0.00","0.10","0.45","0.00","0.00","0.45","OK"
"duq46","0.03","0.00","0.00","0.00","0.00","0.74","0.23","OK"
"duq4f","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duq4r","0.00","0.00","0.01","0.00","0.00","0.87","0.13","OK"
"duq5l","0.01","0.00","0.01","0.00","0.00","0.86","0.12","OK"
"duq6l","0.00","0.00","0.05","0.04","0.00","0.02","0.88","OK"
"duq6y","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"duq70","0.79","0.00","0.01","0.00","0.00","0.01","0.18","OK"
"duq75","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"duq7h","0.00","0.00","0.01","0.02","0.01","0.06","0.90","OK"
"duq7i","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duq88","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"duq9n","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duq9z","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"duqb6","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"duqb8","0.00","0.00","0.04","0.00","0.00","0.92","0.03","OK"
"duqcm","0.01","0.00","0.01","0.03","0.00","0.31","0.65","OK"
"duqd5","0.00","0.00","0.00","0.00","0.00","0.73","0.26","OK"
"duqgj","0.20","0.00","0.00","0.00","0.00","0.40","0.40","OK"
"duqhx","0.02","0.00","0.02","0.00","0.00","0.67","0.29","OK"
"duqid","0.00","0.00","0.00","0.00","0.00","0.98","0.02","OK"
"duqk0","0.38","0.00","0.05","0.00","0.00","0.10","0.48","OK"
"duqkz","0.25","0.00","0.00","0.00","0.00","0.25","0.50","OK"
"duqm1","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duqnl","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"duqnq","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"duqo3","0.06","0.00","0.00","0.00","0.00","0.19","0.75","OK"
"duqoh","0.01","0.02","0.00","0.02","0.00","0.46","0.48","OK"
"duqok","0.06","0.00","0.01","0.01","0.01","0.33","0.58","OK"
"duqom","0.06","0.00","0.01","0.00","0.01","0.24","0.67","OK"
"duqon","0.06","0.00","0.00","0.03","0.00","0.45","0.45","OK"
"duqpy","0.00","0.00","0.00","0.00","0.04","0.13","0.83","OK"
"duqqg","0.15","0.00","0.03","0.00","0.00","0.17","0.66","OK"
"duqqp","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"duqr5","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duqvd","0.53","0.00","0.25","0.00","0.00","0.00","0.22","OK"
"duqw4","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duqwy","0.01","0.00","0.10","0.00","0.01","0.45","0.43","OK"
"duqx9","0.61","0.00","0.21","0.00","0.00","0.02","0.15","OK"
"duqxt","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"duqxy","0.35","0.00","0.04","0.00","0.00","0.00","0.62","OK"
"duqya","0.11","0.00","0.29","0.00","0.02","0.32","0.26","OK"
"duqyd","0.84","0.00","0.01","0.00","0.00","0.00","0.14","OK"
"duqyl","0.20","0.00","0.04","0.00","0.01","0.04","0.71","OK"
"duqzc","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"duqze","0.00","0.00","0.00","0.00","0.33","0.00","0.67","OK"
"dur1f","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dur61","0.24","0.00","0.02","0.00","0.00","0.12","0.62","OK"
"dur6e","0.07","0.00","0.00","0.00","0.00","0.86","0.07","OK"
"dur7r","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dur8s","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dur8u","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dur97","0.19","0.01","0.01","0.01","0.00","0.36","0.42","Observation"
"dur9j","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"durc0","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"durdd","0.00","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"durdm","0.03","0.00","0.03","0.02","0.01","0.39","0.52","OK"
"durf9","0.00","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"durfq","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"durfy","0.00","0.01","0.06","0.00","0.00","0.60","0.33","OK"
"durgi","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"durgz","0.50","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"duris","0.00","0.00","0.17","0.03","0.00","0.37","0.44","OK"
"durkk","0.21","0.00","0.03","0.01","0.00","0.33","0.42","OK"
"duroh","0.00","0.00","0.33","0.00","0.00","0.00","0.67","OK"
"durqb","0.00","0.00","0.13","0.00","0.38","0.13","0.38","OK"
"durr0","0.00","0.00","0.01","0.00","0.00","0.89","0.09","OK"
"dursd","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"durt0","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dus2f","0.00","0.00","0.00","0.00","0.00","0.33","0.67","OK"
"dus2k","0.05","0.00","0.03","0.01","0.00","0.30","0.60","OK"
"dus2w","0.00","0.00","0.04","0.00","0.04","0.85","0.07","OK"
"dus55","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dus56","0.00","0.00","0.00","0.07","0.00","0.03","0.90","OK"
"dus7m","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dus87","0.03","0.00","0.03","0.00","0.00","0.51","0.44","OK"
"dus98","0.00","0.00","0.01","0.00","0.00","0.19","0.80","OK"
"dusdl","0.00","0.00","0.02","0.00","0.01","0.00","0.96","OK"
"dusf3","0.00","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"dusfd","0.00","0.00","0.00","0.00","0.00","0.57","0.43","OK"
"dusg4","0.00","0.00","0.01","0.00","0.00","0.90","0.09","OK"
"dusj0","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dusjv","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dusjx","0.04","0.00","0.02","0.01","0.00","0.58","0.35","OK"
"dusn0","0.50","0.00","0.00","0.00","0.00","0.50","0.00","OK"
"dusnc","0.01","0.00","0.01","0.04","0.01","0.12","0.81","OK"
"dusom","0.07","0.00","0.02","0.00","0.00","0.41","0.50","OK"
"duspd","0.13","0.00","0.00","0.00","0.00","0.75","0.13","OK"
"duspm","0.04","0.00","0.02","0.01","0.00","0.29","0.65","OK"
"duspw","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dusqt","0.00","0.04","0.00","0.15","0.00","0.00","0.81","OK"
"dusqu","0.04","0.00","0.23","0.01","0.01","0.34","0.38","OK"
"dusqw","0.49","0.00","0.07","0.00","0.00","0.00","0.44","OK"
"duste","0.02","0.00","0.00","0.00","0.01","0.76","0.22","OK"
"dustf","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dustm","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dusuh","0.00","0.00","0.02","0.00","0.00","0.83","0.15","OK"
"dusv8","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dusvx","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dusy0","0.00","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"dusy1","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"duszx","0.14","0.00","0.05","0.00","0.02","0.38","0.42","OK"
"dut0n","0.60","0.00","0.00","0.00","0.00","0.00","0.40","OK"
"dut0s","0.00","0.00","0.00","0.00","0.00","0.76","0.24","OK"
"dut1e","0.48","0.00","0.03","0.01","0.00","0.08","0.40","OK"
"dut2y","0.24","0.00","0.04","0.00","0.00","0.28","0.45","OK"
"dut41","0.00","0.00","0.04","0.00","0.00","0.73","0.24","OK"
"dut4t","0.00","0.00","0.89","0.00","0.01","0.00","0.09","OK"
"dut73","0.00","0.00","0.00","0.10","0.00","0.00","0.90","OK"
"dut84","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dutbd","0.99","0.00","0.00","0.00","0.00","0.00","0.01","OK"
"dutbf","0.00","0.00","0.50","0.00","0.00","0.00","0.50","OK"
"dutc7","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dutcs","0.00","0.00","0.19","0.00","0.06","0.00","0.75","OK"
"dutf9","0.90","0.00","0.03","0.00","0.00","0.01","0.06","OK"
"dutg8","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"duthc","0.04","0.00","0.00","0.02","0.00","0.10","0.84","OK"
"duthd","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duthi","0.00","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"duthn","0.67","0.00","0.10","0.00","0.00","0.03","0.20","OK"
"dutiu","0.00","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"dutli","0.00","0.00","0.09","0.00","0.00","0.18","0.73","OK"
"dutmz","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dutn5","0.12","0.00","0.02","0.01","0.00","0.47","0.39","OK"
"dutnt","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dutpd","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duts7","0.26","0.00","0.55","0.00","0.00","0.01","0.17","OK"
"dutsk","0.06","0.00","0.01","0.00","0.00","0.32","0.59","OK"
"dutsp","0.00","0.01","0.46","0.00","0.15","0.03","0.35","OK"
"dutyc","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dutze","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dutzi","0.03","0.00","0.07","0.01","0.01","0.49","0.38","OK"
"duu09","0.00","0.00","0.65","0.01","0.00","0.00","0.34","Fraud"
"duu0g","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duu0h","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duu0j","0.00","0.00","0.00","0.00","0.00","0.20","0.80","OK"
"duu0k","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duu0n","0.00","0.01","0.00","0.05","0.00","0.00","0.94","OK"
"duu0u","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duu0v","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duu2l","0.01","0.00","0.01","0.00","0.00","0.85","0.12","OK"
"duu5p","0.00","0.00","0.28","0.00","0.00","0.47","0.24","OK"
"duu7y","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duu9g","0.03","0.00","0.01","0.08","0.00","0.66","0.22","OK"
"duu9j","0.04","0.01","0.01","0.04","0.00","0.53","0.38","OK"
"duu9r","0.02","0.00","0.02","0.00","0.00","0.39","0.57","OK"
"duu9t","0.05","0.00","0.01","0.03","0.01","0.46","0.44","OK"
"duuaa","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duuad","0.00","0.00","0.00","0.27","0.00","0.00","0.73","OK"
"duuba","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"duudw","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"duuex","0.33","0.00","0.17","0.00","0.00","0.17","0.33","OK"
"duugb","0.60","0.00","0.20","0.00","0.00","0.00","0.20","OK"
"duuih","0.38","0.00","0.00","0.00","0.12","0.00","0.50","OK"
"duulh","0.00","0.00","0.00","0.00","0.00","0.33","0.67","OK"
"duuly","0.06","0.00","0.04","0.00","0.00","0.70","0.19","OK"
"duupk","0.01","0.00","0.03","0.08","0.00","0.53","0.35","OK"
"duuqx","0.00","0.00","0.47","0.13","0.14","0.00","0.25","Fraud"
"duush","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"duuxj","0.56","0.00","0.00","0.00","0.00","0.00","0.44","OK"
"duv15","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duv1w","0.00","0.00","0.60","0.00","0.00","0.00","0.40","OK"
"duv3j","0.88","0.00","0.00","0.00","0.00","0.00","0.12","OK"
"duv4u","0.00","0.00","0.00","0.00","0.00","0.18","0.82","OK"
"duv7h","0.00","0.00","0.33","0.00","0.00","0.33","0.33","OK"
"duv7i","0.02","0.00","0.03","0.00","0.00","0.53","0.42","OK"
"duv8m","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duves","0.67","0.00","0.06","0.00","0.00","0.02","0.24","OK"
"duvf5","0.32","0.00","0.06","0.00","0.00","0.21","0.40","OK"
"duvf6","0.26","0.00","0.11","0.00","0.00","0.12","0.50","OK"
"duvfl","0.00","0.00","0.00","0.00","0.00","0.75","0.25","OK"
"duvgj","0.00","0.00","0.03","0.00","0.16","0.09","0.72","OK"
"duvgk","0.01","0.00","0.03","0.00","0.08","0.09","0.79","OK"
"duvid","0.01","0.00","0.01","0.00","0.00","0.73","0.25","OK"
"duvii","0.00","0.98","0.00","0.00","0.00","0.00","0.02","OK"
"duvp0","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"duvqp","0.00","0.00","0.00","0.00","0.00","0.91","0.09","OK"
"duvqr","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"duvqv","0.22","0.00","0.00","0.00","0.00","0.33","0.44","OK"
"duvqw","0.07","0.00","0.04","0.00","0.00","0.39","0.50","OK"
"duvr2","0.00","0.00","0.00","0.00","0.00","0.33","0.67","OK"
"duvr3","0.00","0.01","0.01","0.03","0.00","0.00","0.96","Observation"
"duvrc","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duvrt","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duvsa","0.00","0.00","0.08","0.01","0.00","0.77","0.14","OK"
"duvt5","0.14","0.00","0.00","0.00","0.00","0.14","0.71","OK"
"duvx2","0.00","0.00","0.97","0.00","0.00","0.00","0.03","OK"
"duvzb","0.80","0.00","0.06","0.01","0.01","0.03","0.10","OK"
"duvzr","0.00","0.00","0.00","0.02","0.00","0.87","0.11","OK"
"duw25","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"duw2o","0.09","0.00","0.09","0.00","0.00","0.00","0.82","OK"
"duw3c","0.03","0.00","0.01","0.01","0.00","0.59","0.35","OK"
"duw4j","0.00","0.00","0.33","0.00","0.00","0.00","0.67","OK"
"duw5o","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duw6d","0.00","0.00","0.00","0.00","0.00","0.97","0.03","OK"
"duw6y","0.00","0.00","0.00","0.20","0.00","0.00","0.80","Fraud"
"duw94","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duw9q","0.71","0.00","0.13","0.00","0.00","0.00","0.15","OK"
"duwcv","0.00","0.00","0.00","0.00","0.00","0.67","0.33","OK"
"duwfh","0.11","0.00","0.07","0.01","0.00","0.41","0.40","OK"
"duwgd","0.00","0.00","0.00","0.00","0.00","0.50","0.50","OK"
"duwlu","0.75","0.00","0.13","0.00","0.00","0.04","0.08","OK"
"duwm5","0.00","0.00","0.00","0.14","0.00","0.00","0.86","Fraud"
"duwoc","0.01","0.00","0.03","0.00","0.00","0.79","0.16","OK"
"duwpl","0.61","0.01","0.03","0.01","0.00","0.01","0.35","OK"
"duwpm","0.56","0.00","0.01","0.00","0.00","0.01","0.42","OK"
"duwpo","0.53","0.01","0.00","0.00","0.00","0.01","0.45","OK"
"duwpq","0.89","0.00","0.00","0.00","0.00","0.00","0.11","OK"
"duwpy","0.56","0.00","0.02","0.00","0.00","0.07","0.34","OK"
"duwqv","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duwsj","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duwsq","0.14","0.01","0.01","0.01","0.00","0.44","0.39","Fraud"
"duwv4","0.07","0.01","0.01","0.01","0.02","0.67","0.21","OK"
"dux14","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dux1a","0.80","0.00","0.03","0.00","0.00","0.01","0.16","OK"
"dux1b","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dux1m","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dux2f","0.28","0.00","0.02","0.02","0.00","0.28","0.40","OK"
"dux3y","0.00","0.00","0.07","0.61","0.00","0.00","0.32","Observation"
"dux40","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dux6d","0.00","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"dux6y","0.50","0.00","0.00","0.00","0.00","0.10","0.40","OK"
"dux7d","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"dux86","0.00","0.00","0.00","0.00","0.00","0.91","0.09","OK"
"duxa8","0.00","0.00","0.16","0.24","0.03","0.12","0.44","OK"
"duxa9","0.02","0.00","0.08","0.00","0.02","0.39","0.48","OK"
"duxas","0.01","0.00","0.01","0.01","0.00","0.63","0.34","OK"
"duxau","0.02","0.00","0.24","0.25","0.03","0.03","0.42","OK"
"duxay","0.53","0.00","0.08","0.00","0.00","0.00","0.39","OK"
"duxb0","0.04","0.00","0.02","0.00","0.04","0.08","0.82","OK"
"duxb1","0.04","0.00","0.00","0.00","0.00","0.00","0.96","OK"
"duxb2","0.00","0.00","0.00","0.00","0.00","0.78","0.22","OK"
"duxb3","0.13","0.00","0.02","0.00","0.04","0.00","0.81","OK"
"duxb5","0.00","0.03","0.16","0.03","0.00","0.37","0.42","OK"
"duxce","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duxd7","0.74","0.00","0.03","0.00","0.00","0.04","0.19","OK"
"duxde","0.00","0.00","1.00","0.00","0.00","0.00","0.00","OK"
"duxfy","0.84","0.00","0.02","0.00","0.00","0.01","0.13","OK"
"duxh3","0.00","0.00","0.00","0.00","0.00","0.75","0.25","OK"
"duxha","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duxhy","0.75","0.00","0.00","0.00","0.00","0.25","0.00","OK"
"duxko","0.00","0.00","0.00","0.00","0.00","0.67","0.33","OK"
"duxmt","0.00","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"duxnm","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duxoi","0.04","0.00","0.00","0.01","0.00","0.68","0.28","OK"
"duxqs","0.00","0.00","0.50","0.00","0.00","0.00","0.50","OK"
"duxrq","0.50","0.00","0.00","0.00","0.00","0.50","0.00","OK"
"duxse","0.00","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"duxsm","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"duxtd","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duxti","0.03","0.01","0.01","0.00","0.00","0.75","0.21","OK"
"duxto","0.01","0.00","0.01","0.00","0.00","0.87","0.11","OK"
"duxtx","0.00","0.00","0.00","0.00","0.35","0.00","0.65","OK"
"duxty","0.00","0.00","0.00","0.00","0.08","0.02","0.90","OK"
"duxuc","0.00","0.00","0.00","0.25","0.00","0.67","0.08","OK"
"duxup","0.72","0.00","0.01","0.00","0.00","0.04","0.24","OK"
"duxw8","0.00","0.00","0.00","0.00","0.00","0.52","0.48","OK"
"duxwj","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"duxwr","0.05","0.00","0.00","0.00","0.00","0.78","0.16","OK"
"duxx4","0.05","0.02","0.00","0.01","0.00","0.10","0.83","OK"
"duxx7","0.02","0.00","0.00","0.00","0.12","0.13","0.72","OK"
"duxxh","0.82","0.00","0.00","0.00","0.00","0.09","0.09","OK"
"duxxu","0.00","0.00","0.25","0.00","0.00","0.75","0.00","OK"
"duxxv","0.06","0.00","0.05","0.00","0.01","0.56","0.32","OK"
"duxz7","0.00","0.00","0.03","0.00","0.05","0.01","0.92","OK"
"duy10","0.33","0.00","0.00","0.00","0.00","0.67","0.00","OK"
"duy19","0.09","0.00","0.00","0.00","0.00","0.59","0.31","OK"
"duy21","0.19","0.00","0.00","0.08","0.00","0.00","0.73","OK"
"duy29","0.14","0.00","0.00","0.00","0.00","0.00","0.86","OK"
"duy2b","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"duy40","0.08","0.00","0.02","0.01","0.00","0.47","0.42","OK"
"duy57","0.00","0.00","0.00","0.00","0.00","0.81","0.19","OK"
"duy7u","0.01","0.00","0.01","0.01","0.00","0.56","0.42","OK"
"duy7x","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"duy8o","0.00","0.00","0.00","0.00","0.00","0.41","0.59","OK"
"duy98","0.00","0.00","0.00","0.00","0.00","0.94","0.06","OK"
"duybc","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"duybt","0.00","0.00","0.01","0.00","0.00","0.87","0.13","OK"
"duydm","0.32","0.00","0.05","0.00","0.00","0.05","0.58","OK"
"duye6","0.12","0.00","0.00","0.00","0.00","0.59","0.29","OK"
"duygk","0.76","0.00","0.02","0.00","0.00","0.00","0.21","OK"
"duygl","0.55","0.01","0.02","0.00","0.00","0.01","0.41","OK"
"duyh3","0.00","0.00","0.00","0.00","0.00","0.90","0.10","OK"
"duyi0","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"duyic","0.00","0.00","0.00","0.00","0.00","0.57","0.43","OK"
"duyis","0.00","0.00","0.00","0.00","0.00","0.95","0.04","Observation"
"duyiy","0.00","0.00","0.00","0.00","0.00","0.43","0.58","OK"
"duyka","0.05","0.00","0.00","0.00","0.00","0.23","0.70","OK"
"duykb","0.07","0.00","0.01","0.00","0.01","0.33","0.58","OK"
"duyl4","0.00","0.00","0.00","0.87","0.00","0.00","0.13","OK"
"duyla","0.00","0.00","0.00","0.00","0.08","0.00","0.92","OK"
"duyln","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"duyq2","0.00","0.00","0.09","0.00","0.00","0.43","0.48","OK"
"duyq5","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duyqh","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duyqm","0.02","0.00","0.11","0.02","0.00","0.03","0.82","OK"
"duys7","0.44","0.00","0.00","0.00","0.00","0.09","0.47","OK"
"duyt1","0.09","0.00","0.04","0.01","0.00","0.51","0.34","OK"
"duyt6","0.01","0.00","0.14","0.08","0.02","0.46","0.28","OK"
"duytq","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duyuj","0.03","0.00","0.02","0.00","0.00","0.34","0.61","OK"
"duyx3","0.65","0.00","0.00","0.16","0.07","0.00","0.13","Fraud"
"duyzw","0.00","0.00","0.00","0.00","0.00","0.33","0.67","OK"
"duyzx","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"duyzz","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"duz02","0.59","0.00","0.03","0.00","0.00","0.03","0.34","OK"
"duz08","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duz20","0.52","0.00","0.13","0.00","0.00","0.04","0.31","OK"
"duz29","0.02","0.00","0.11","0.01","0.01","0.49","0.36","OK"
"duz2o","0.02","0.00","0.00","0.00","0.00","0.49","0.48","OK"
"duz2p","0.00","0.00","0.02","0.00","0.02","0.16","0.79","Observation"
"duz2q","0.07","0.00","0.00","0.00","0.04","0.22","0.67","Observation"
"duz2t","0.00","0.00","0.00","0.00","0.00","0.84","0.15","Observation"
"duz3h","0.00","0.00","0.00","0.00","0.00","0.84","0.16","OK"
"duz4b","0.82","0.00","0.04","0.00","0.00","0.07","0.07","OK"
"duz4h","0.13","0.00","0.00","0.00","0.00","0.25","0.63","OK"
"duz4v","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duz58","0.00","0.00","1.00","0.00","0.00","0.00","0.00","OK"
"duz71","0.29","0.00","0.29","0.00","0.00","0.14","0.29","OK"
"duz8u","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"duz9h","0.61","0.00","0.04","0.00","0.00","0.05","0.29","OK"
"duzbk","0.00","0.00","0.80","0.00","0.00","0.20","0.00","OK"
"duzcb","0.01","0.00","0.10","0.00","0.01","0.56","0.31","OK"
"duzcz","0.89","0.00","0.11","0.00","0.00","0.00","0.00","OK"
"duzdh","0.00","0.00","1.00","0.00","0.00","0.00","0.00","OK"
"duzdk","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"duzes","0.00","0.00","0.00","0.97","0.00","0.00","0.02","OK"
