"partnerid","CntrIdPercent","CntrSgPercent","CntrUsPercent","CntrThPercent","CntrUkPercent","CntrInPercent","status"
"8ic50","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ic51","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ic55","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ic56","0.02","0.00","0.02","0.00","0.00","0.62","OK"
"8ic59","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ic5b","0.00","0.00","0.00","0.00","0.00","0.91","OK"
"8ic6b","0.01","0.00","0.01","0.01","0.03","0.62","OK"
"8ic6d","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ic6r","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ic78","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ic7z","0.00","0.00","0.00","0.00","0.00","0.67","OK"
"8ic8g","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"8ic9a","0.00","0.00","0.40","0.00","0.00","0.00","OK"
"8ic9l","0.00","0.00","0.13","0.00","0.00","0.54","OK"
"8ic9r","0.00","0.00","0.00","0.00","0.00","0.67","OK"
"8ica0","0.00","0.00","0.00","0.00","0.00","0.04","OK"
"8icam","0.12","0.00","0.35","0.00","0.18","0.06","OK"
"8icaw","0.11","0.00","0.04","0.00","0.00","0.47","OK"
"8icb3","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"8icb9","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"8icbb","0.00","0.00","0.12","0.00","0.00","0.72","OK"
"8iccd","0.07","0.01","0.12","0.01","0.03","0.27","OK"
"8iccn","0.01","0.00","0.00","0.00","0.00","0.44","OK"
"8icdb","0.04","0.00","0.03","0.00","0.00","0.71","OK"
"8icdj","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ice8","0.05","0.02","0.03","0.01","0.01","0.31","OK"
"8icee","0.04","0.00","0.00","0.00","0.00","0.65","OK"
"8icef","0.61","0.00","0.04","0.09","0.00","0.00","OK"
"8icfc","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8icfe","0.00","0.00","0.00","0.00","0.00","0.00","Observation"
"8icff","0.00","0.00","0.00","0.00","0.00","0.04","Observation"
"8icfm","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"8icgh","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ich8","0.00","0.00","0.50","0.00","0.00","0.50","OK"
"8ichd","0.00","0.01","0.02","0.00","0.00","0.91","OK"
"8ichj","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ichk","0.22","0.02","0.02","0.01","0.02","0.47","OK"
"8ichs","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ichw","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8icia","0.00","0.00","0.01","0.02","0.25","0.02","OK"
"8icim","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8icin","0.13","0.00","0.02","0.00","0.00","0.59","OK"
"8icix","0.50","0.00","0.00","0.00","0.00","0.00","OK"
"8icoz","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8icp7","0.04","0.02","0.06","0.02","0.01","0.54","OK"
"8icq7","0.35","0.06","0.06","0.00","0.00","0.00","OK"
"8ictc","0.20","0.05","0.00","0.00","0.00","0.45","OK"
"8ictf","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ictz","0.04","0.00","0.04","0.00","0.00","0.34","OK"
"8icu9","0.00","0.00","0.04","0.00","0.54","0.04","OK"
"8icuy","0.10","0.00","0.00","0.06","0.12","0.01","OK"
"8icv3","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8icvc","0.31","0.00","0.00","0.00","0.00","0.08","OK"
"8icwe","0.13","0.00","0.00","0.00","0.00","0.13","OK"
"8icx6","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8icxc","0.33","0.00","0.00","0.00","0.00","0.44","OK"
"8icxd","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8icxf","0.00","0.00","0.13","0.00","0.00","0.75","OK"
"8icxl","0.70","0.00","0.01","0.00","0.00","0.08","OK"
"8icyy","0.08","0.00","0.08","0.00","0.00","0.33","OK"
"8icz2","0.02","0.00","0.17","0.03","0.03","0.07","OK"
"8iczh","0.54","0.01","0.04","0.00","0.00","0.10","Fraud"
"8id02","0.01","0.00","0.10","0.02","0.01","0.60","OK"
"8id03","0.01","0.00","0.05","0.00","0.00","0.41","OK"
"8id0y","0.00","0.00","0.00","0.00","0.00","0.20","OK"
"8id0z","0.08","0.00","0.00","0.00","0.00","0.27","OK"
"8id1a","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8id2f","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8id2s","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8id2w","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8id2z","0.00","0.00","0.29","0.06","0.00","0.00","OK"
"8id56","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8id57","0.19","0.01","0.02","0.01","0.00","0.24","OK"
"8id5b","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8id5p","0.96","0.00","0.03","0.00","0.00","0.00","Fraud"
"8id6y","0.00","0.00","0.06","0.00","0.02","0.76","OK"
"8id6z","0.21","0.00","0.00","0.00","0.00","0.37","OK"
"8id7o","0.58","0.00","0.00","0.00","0.00","0.15","OK"
"8id7z","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8id89","0.80","0.20","0.00","0.00","0.00","0.00","OK"
"8id8z","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8id9y","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ida1","0.01","0.00","0.05","0.00","0.01","0.40","OK"
"8idam","0.50","0.00","0.00","0.00","0.00","0.50","OK"
"8idbx","0.25","0.00","0.04","0.00","0.00","0.12","OK"
"8idc4","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iddj","0.00","0.00","0.00","0.98","0.00","0.00","OK"
"8iddv","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iddw","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ide1","0.20","0.00","0.00","0.10","0.00","0.00","OK"
"8ide5","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8idem","0.40","0.00","0.00","0.00","0.00","0.00","OK"
"8idf6","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8idfl","0.17","0.00","0.00","0.00","0.00","0.00","OK"
"8idg8","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8idgb","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8idh3","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8idhm","0.00","0.01","0.00","0.17","0.01","0.00","Fraud"
"8idhn","0.00","0.09","0.00","0.09","0.04","0.17","OK"
"8idhp","0.00","0.01","0.00","0.07","0.00","0.03","OK"
"8idhs","0.00","0.00","0.00","0.14","0.00","0.00","OK"
"8idht","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8idhw","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8idi0","0.00","0.00","0.00","1.00","0.00","0.00","OK"
"8idi1","0.00","0.13","0.00","0.13","0.06","0.13","OK"
"8idi4","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8idi5","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8idi7","0.00","0.03","0.00","0.18","0.06","0.00","OK"
"8idib","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8idit","0.03","0.00","0.00","0.02","0.00","0.01","Fraud"
"8idmr","0.00","0.00","0.00","0.17","0.00","0.00","OK"
"8idn9","0.10","0.00","0.00","0.50","0.00","0.00","OK"
"8idnv","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8idny","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ido2","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8idoa","0.00","0.06","0.00","0.19","0.00","0.00","OK"
"8idob","0.00","0.67","0.00","0.00","0.00","0.00","OK"
"8idoc","0.00","0.00","0.00","0.60","0.00","0.00","OK"
"8idou","0.17","0.00","0.00","0.33","0.00","0.08","OK"
"8idp1","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8idp3","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ie57","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ie5k","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"8ie7p","0.00","0.00","0.00","0.00","0.00","0.33","OK"
"8ie82","0.00","0.00","0.00","0.00","0.25","0.00","OK"
"8ie98","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ie9s","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iea1","0.00","0.00","0.00","0.17","0.00","0.00","OK"
"8ieaq","0.00","0.02","0.00","0.14","0.05","0.02","OK"
"8ieaz","0.00","0.03","0.00","0.47","0.00","0.01","OK"
"8ieb4","0.00","0.00","0.00","0.75","0.00","0.00","OK"
"8iebt","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iebx","0.11","0.00","0.78","0.00","0.00","0.00","OK"
"8ief6","0.11","0.00","0.78","0.00","0.00","0.00","OK"
"8iefb","0.78","0.00","0.01","0.00","0.00","0.01","OK"
"8iefl","0.01","0.00","0.03","0.00","0.00","0.82","OK"
"8iefo","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iefs","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ieg2","0.00","0.00","0.01","0.00","0.01","0.61","OK"
"8iegi","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ieh3","0.11","0.00","0.78","0.00","0.00","0.00","OK"
"8iehk","0.05","0.00","0.00","0.00","0.00","0.74","OK"
"8ieht","0.01","0.02","0.02","0.15","0.01","0.05","Observation"
"8iejt","0.00","0.00","0.00","0.00","0.00","0.75","OK"
"8iel9","0.46","0.01","0.01","0.00","0.01","0.13","OK"
"8ielc","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iem5","0.99","0.00","0.01","0.00","0.00","0.00","Fraud"
"8iemj","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ien9","0.17","0.00","0.58","0.00","0.00","0.00","OK"
"8ieo7","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8ieol","0.00","0.00","0.05","0.00","0.00","0.05","OK"
"8ieqn","0.00","0.00","0.00","0.00","0.00","0.06","OK"
"8iequ","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ies6","0.00","0.00","0.09","0.00","0.00","0.64","OK"
"8ies8","0.01","0.02","0.02","0.02","0.01","0.61","OK"
"8ieso","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iet9","0.02","0.00","0.01","0.01","0.01","0.44","OK"
"8ietw","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ieuh","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iev9","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ievj","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"8ievt","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ievz","0.14","0.00","0.00","0.00","0.53","0.04","Fraud"
"8iex1","0.00","0.00","0.10","0.00","0.00","0.00","OK"
"8iex9","0.10","0.00","0.02","0.00","0.00","0.48","OK"
"8iexi","0.13","0.00","0.75","0.00","0.00","0.00","OK"
"8iext","0.13","0.00","0.75","0.00","0.00","0.00","OK"
"8if13","0.04","0.00","0.04","0.04","0.00","0.26","OK"
"8if2b","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8if3m","0.72","0.00","0.00","0.00","0.00","0.00","OK"
"8if4w","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8if5c","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8if5p","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8if6n","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8if7b","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8if9o","0.01","0.00","0.01","0.39","0.01","0.03","Fraud"
"8ifa1","0.02","0.01","0.01","0.41","0.01","0.01","Observation"
"8ifan","0.89","0.05","0.00","0.00","0.00","0.03","OK"
"8ifcw","0.64","0.07","0.08","0.01","0.02","0.02","Fraud"
"8ifem","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iff5","0.00","0.00","0.80","0.00","0.00","0.20","OK"
"8iff6","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iffk","0.03","0.00","0.00","0.00","0.02","0.04","OK"
"8ifg0","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ifg9","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ifgn","0.20","0.00","0.00","0.00","0.00","0.00","OK"
"8ifik","0.06","0.00","0.04","0.00","0.00","0.65","OK"
"8ifm5","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ifma","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ifmk","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ifna","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ifnd","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ifog","0.02","0.00","0.43","0.04","0.01","0.14","OK"
"8ifov","0.00","0.00","0.02","0.00","0.00","0.00","OK"
"8ifqc","0.85","0.00","0.00","0.00","0.00","0.00","OK"
"8ifqi","0.79","0.05","0.02","0.01","0.01","0.00","Fraud"
"8ifqk","0.00","0.00","0.02","0.00","0.01","0.12","OK"
"8ifvn","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ifwd","0.00","0.00","0.00","1.00","0.00","0.00","OK"
"8ifzw","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ig0z","0.00","0.00","0.00","0.25","0.00","0.00","OK"
"8ig13","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ig4x","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ig5c","0.00","0.00","0.00","0.00","0.00","0.57","OK"
"8ig76","0.02","0.00","0.03","0.01","0.01","0.45","OK"
"8ig8i","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8igb7","0.00","0.00","0.00","0.00","0.00","0.76","OK"
"8igbs","0.00","0.00","0.83","0.00","0.00","0.00","OK"
"8igbt","0.13","0.00","0.75","0.00","0.00","0.00","OK"
"8igbu","0.13","0.00","0.75","0.00","0.00","0.00","OK"
"8igc1","0.03","0.00","0.03","0.00","0.00","0.81","OK"
"8igcb","0.00","0.00","0.00","0.00","0.00","0.18","OK"
"8igdb","0.00","0.00","0.75","0.00","0.00","0.00","OK"
"8igdp","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8igem","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8igew","0.33","0.33","0.00","0.00","0.00","0.00","OK"
"8igfs","0.44","0.02","0.00","0.04","0.00","0.00","OK"
"8igh8","0.75","0.00","0.00","0.00","0.00","0.00","OK"
"8igih","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8igj2","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8igji","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8igkk","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8igkp","0.04","0.00","0.12","0.00","0.00","0.19","OK"
"8igl1","0.76","0.00","0.00","0.00","0.00","0.02","OK"
"8igl7","0.00","0.00","0.00","0.40","0.00","0.00","OK"
"8iglk","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8igm1","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8igm8","0.15","0.00","0.62","0.00","0.00","0.00","OK"
"8igmr","0.83","0.00","0.17","0.00","0.00","0.00","OK"
"8ign1","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ignc","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8igne","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8igo3","0.00","0.00","0.00","0.37","0.00","0.05","OK"
"8igo7","0.00","0.02","0.00","0.33","0.01","0.01","OK"
"8igox","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8igpd","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8igpr","0.40","0.00","0.00","0.00","0.00","0.00","OK"
"8igql","0.00","0.00","0.00","0.00","0.08","0.00","OK"
"8igqx","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"8igr1","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8igsh","0.00","1.00","0.00","0.00","0.00","0.00","OK"
"8igsi","0.00","0.00","0.40","0.00","0.00","0.20","OK"
"8igts","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8igv1","0.45","0.00","0.36","0.00","0.05","0.00","OK"
"8igvd","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8igy3","0.16","0.00","0.21","0.05","0.05","0.21","OK"
"8igyy","0.04","0.00","0.03","0.01","0.00","0.51","Observation"
"8igz8","0.00","0.00","0.00","0.47","0.00","0.00","OK"
"8igzo","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"8igzs","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"8igzy","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"8igzz","0.00","0.00","0.50","0.00","0.00","0.00","OK"
"8ih09","0.12","0.00","0.00","0.00","0.00","0.01","Fraud"
"8ih1h","0.00","0.11","0.00","0.56","0.00","0.00","OK"
"8ih1j","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ih20","0.15","0.00","0.00","0.00","0.00","0.31","OK"
"8ih2n","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ih3o","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"8ih4k","0.60","0.00","0.20","0.00","0.00","0.00","OK"
"8ih6i","0.00","0.00","0.00","0.00","0.00","0.67","OK"
"8iha2","0.06","0.01","0.12","0.00","0.00","0.55","Observation"
"8ihab","0.00","0.00","0.08","0.00","0.00","0.92","OK"
"8ihac","0.00","0.00","0.00","0.00","0.00","0.83","OK"
"8ihaj","0.00","0.00","0.00","0.00","0.00","0.90","OK"
"8ihba","0.02","0.01","0.07","0.00","0.01","0.68","Observation"
"8ihbr","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ihbx","0.03","0.00","0.03","0.01","0.00","0.70","OK"
"8ihc4","0.05","0.00","0.03","0.01","0.00","0.46","OK"
"8ihcj","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ihck","0.00","0.00","0.00","0.00","0.00","0.68","OK"
"8ihcm","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ihct","0.67","0.00","0.00","0.00","0.00","0.00","OK"
"8ihcu","0.06","0.00","0.00","0.00","0.00","0.35","OK"
"8ihd5","0.00","0.00","0.00","0.00","0.00","0.71","OK"
"8ihdv","0.43","0.00","0.00","0.00","0.00","0.10","OK"
"8ihe5","0.01","0.00","0.06","0.00","0.00","0.64","OK"
"8ihhk","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"8ihij","0.00","0.00","0.00","0.33","0.00","0.00","OK"
"8ihik","0.02","0.00","0.44","0.10","0.00","0.10","OK"
"8ihk7","0.03","0.00","0.01","0.01","0.00","0.77","Observation"
"8ihkj","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8ihkt","0.00","0.00","0.01","0.00","0.00","0.85","OK"
"8ihl1","0.00","0.00","0.00","0.00","0.00","1.00","Fraud"
"8ihl9","0.04","0.00","0.00","0.01","0.00","0.51","OK"
"8ihlr","0.68","0.02","0.02","0.00","0.00","0.04","OK"
"8ihn7","0.70","0.02","0.02","0.00","0.00","0.02","OK"
"8ihna","0.15","0.01","0.02","0.00","0.00","0.36","OK"
"8ihnk","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ihot","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ihpi","0.01","0.00","0.01","0.00","0.02","0.01","OK"
"8ihqx","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"8ihrz","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ihs5","0.22","0.00","0.09","0.00","0.00","0.22","OK"
"8ihsd","0.00","0.00","0.00","1.00","0.00","0.00","OK"
"8ihsp","0.78","0.00","0.00","0.00","0.00","0.00","OK"
"8ihth","0.57","0.07","0.00","0.00","0.00","0.21","OK"
"8ihtk","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ihtv","0.03","0.01","0.03","0.00","0.00","0.50","OK"
"8ihue","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ihuk","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ihup","0.17","0.01","0.01","0.00","0.00","0.25","OK"
"8ihuv","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ihuy","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"8ihv1","0.00","0.00","0.00","0.00","0.00","0.83","OK"
"8ihvb","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ihwi","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ihwm","0.00","0.00","0.00","0.00","0.00","0.20","OK"
"8ihxc","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ihxl","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ihxp","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ihxy","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ihy6","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ihyb","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ihyi","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ihz5","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ihzv","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ihzw","0.00","0.00","0.29","0.00","0.00","0.00","OK"
"8ihzy","0.00","0.00","0.01","0.00","0.30","0.01","OK"
"8ii07","0.17","0.00","0.00","0.00","0.00","0.67","OK"
"8ii0g","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ii0i","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ii0k","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ii11","0.00","0.00","0.00","0.00","0.01","0.00","OK"
"8ii14","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ii1p","0.00","0.00","0.20","0.00","0.10","0.00","OK"
"8ii1r","0.00","0.00","0.01","0.00","0.00","0.93","OK"
"8ii26","0.00","0.00","0.98","0.00","0.00","0.00","OK"
"8ii2b","0.01","0.00","0.03","0.00","0.00","0.29","OK"
"8ii2l","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ii2n","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ii3a","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ii4l","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ii4n","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ii4y","0.00","0.00","0.50","0.00","0.00","0.50","OK"
"8ii58","0.28","0.00","0.05","0.02","0.00","0.35","OK"
"8ii5a","0.26","0.00","0.09","0.06","0.00","0.29","OK"
"8ii5u","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ii6o","0.00","0.00","0.00","0.44","0.00","0.00","OK"
"8ii7u","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8ii9a","0.01","0.00","0.00","0.00","0.00","0.86","OK"
"8iiai","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iiby","0.00","0.00","0.00","0.00","0.17","0.00","OK"
"8iic8","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iicn","0.00","0.00","0.00","0.00","0.00","0.67","OK"
"8iid3","0.01","0.00","0.05","0.01","0.00","0.76","OK"
"8iid4","0.15","0.00","0.02","0.00","0.01","0.06","Fraud"
"8iidh","0.00","0.00","0.03","0.00","0.00","0.65","OK"
"8iidk","0.06","0.00","0.02","0.00","0.00","0.39","OK"
"8iidm","0.10","0.00","0.02","0.01","0.00","0.47","OK"
"8iidn","0.07","0.00","0.02","0.01","0.00","0.35","OK"
"8iidr","0.03","0.00","0.02","0.00","0.00","0.54","OK"
"8iie9","0.85","0.15","0.00","0.00","0.00","0.00","OK"
"8iieo","0.33","0.00","0.00","0.00","0.00","0.00","OK"
"8iig5","0.06","0.00","0.02","0.01","0.00","0.48","OK"
"8iigf","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8iigk","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iigl","0.09","0.00","0.02","0.00","0.00","0.38","OK"
"8iigz","0.00","0.00","0.02","0.02","0.00","0.00","OK"
"8iih9","0.95","0.01","0.00","0.00","0.00","0.00","OK"
"8iiii","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iiiv","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iij1","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iijd","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iijk","0.00","0.00","0.09","0.01","0.04","0.20","OK"
"8iijt","0.03","0.00","0.03","0.01","0.00","0.52","OK"
"8iik1","0.02","0.01","0.04","0.01","0.00","0.38","OK"
"8iilm","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iim7","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iimi","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"8iina","0.06","0.02","0.01","0.01","0.00","0.21","OK"
"8iinm","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iiov","0.00","0.00","0.22","0.00","0.00","0.33","OK"
"8iiq8","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iiqq","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iir0","0.02","0.00","0.00","0.00","0.96","0.00","OK"
"8iird","0.01","0.00","0.00","0.00","0.06","0.01","OK"
"8iitn","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iitu","0.00","0.00","0.02","0.00","0.00","0.87","OK"
"8iitv","0.12","0.00","0.39","0.00","0.06","0.00","OK"
"8iivd","0.01","0.00","0.02","0.00","0.00","0.64","OK"
"8iivr","0.00","0.00","0.00","1.00","0.00","0.00","OK"
"8iiwo","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iix3","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iixo","0.02","0.00","0.02","0.00","0.00","0.68","OK"
"8iixv","0.97","0.00","0.00","0.00","0.00","0.00","OK"
"8iixy","0.83","0.00","0.00","0.00","0.00","0.17","OK"
"8iixz","0.00","0.00","0.00","0.00","0.00","0.20","OK"
"8iiy4","0.02","0.00","0.02","0.00","0.00","0.69","OK"
"8iiyk","0.05","0.02","0.05","0.00","0.00","0.21","OK"
"8ij00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ij02","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ij0g","0.02","0.00","0.01","0.01","0.00","0.72","OK"
"8ij0y","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ij1v","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ij22","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ij28","0.00","0.00","0.00","0.00","0.00","0.67","OK"
"8ij2q","0.05","0.00","0.03","0.01","0.00","0.36","OK"
"8ij2z","0.00","0.00","0.00","0.00","0.01","0.00","OK"
"8ij34","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"8ij3p","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ij42","0.09","0.00","0.01","0.01","0.00","0.60","OK"
"8ij4e","0.00","0.00","0.00","0.40","0.00","0.00","OK"
"8ij4s","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ij4w","0.00","0.00","0.00","0.00","0.00","0.33","OK"
"8ij4y","0.00","0.00","0.00","0.00","0.01","0.00","OK"
"8ij4z","0.00","0.00","0.00","0.00","0.00","0.00","OK"
