"partnerid","AvgClickAtMorning","AvgClickAtAfternoon","AvgClickAtEvening","AvgClickAtNight","MaxClickAtMorning","MaxClickAtAfternoon","MaxClickAtEvening","MaxClickAtNight","SkewAtMorning","SkewAtAfternoon","SkewAtEvening","SkewAtNight","TimeatVarianceAtMorning","TimeatVarianceAtAfternoon","TimeatVarianceAtEvening","TimeatVarianceAtNight","status"
"8ieh3","1.00","2.50","1.00",\N,"1","4","1",\N,\N,"0.00",\N,\N,"0.00","2.25","0.00",\N,"OK"
"8iehk","2.50","3.00","2.00","1.00","3","5","2","1","0.00","0.00",\N,\N,"0.25","2.67","0.00","0.00","OK"
"8ieht","2048.33","2742.67","3188.00","3731.00","2551","3262","3329","4223","-0.31","-0.11","-0.35","-0.52","213428.22","191307.56","16944.67","248344.67","Observation"
"8iejt",\N,"1.00","1.00","1.00",\N,"1","1","1",\N,\N,\N,\N,\N,"0.00","0.00","0.00","OK"
"8iel9","21.00","31.33","42.33","48.00","24","36","47","56","-0.47","0.71","-0.71","0.24","4.67","10.89","43.56","38.00","OK"
"8ielc","2.00","2.50","1.50","1.67","2","4","2","3",\N,"0.00","0.00","0.71","1.00","2.25","0.25","0.89","OK"
"8iem5","33.00","67.00","56.67","39.67","59","128","74","99","0.68","0.54","0.29","0.71","346.89","1964.67","174.22","1760.89","Fraud"
"8iemj",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8ien9","1.00","4.50","1.00",\N,"1","8","1",\N,\N,"0.00",\N,\N,"0.00","12.25","0.00",\N,"OK"
"8ieo7",\N,\N,\N,"2.00",\N,\N,\N,"2",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8ieol","1.50","1.33","1.67","2.33","2","2","3","3","0.00","0.71","0.71","0.71","0.25","0.22","0.89","0.22","OK"
"8ieqn","2.00","3.00","3.00","1.00","3","3","4","1","0.00",\N,"0.00",\N,"0.67","0.00","1.00","0.00","OK"
"8iequ",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8ies6","1.00","2.50","1.00","1.00","1","4","1","1",\N,"0.00",\N,\N,"0.00","2.25","0.00","0.00","OK"
"8ies8","11.00","17.33","17.33","28.67","16","22","22","34","0.67","-0.49","-0.24","-0.11","6.89","21.56","16.89","20.22","OK"
"8ieso","1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,\N,"OK"
"8iet9","622.67","897.33","1065.33","1381.33","659","919","1124","1433","0.70","-0.67","0.70","-0.64","1396.22","668.22","1723.56","3462.89","OK"
"8ietw",\N,"1.50","1.50","2.00",\N,"2","2","3",\N,"0.00","0.00","0.00","0.00","0.25","0.25","1.00","OK"
"8ieuh",\N,"1.00","1.00",\N,\N,"1","1",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,"OK"
"8iev9",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8ievj","12.00","2.00",\N,\N,"12","2",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,\N,"OK"
"8ievt","3.67","2.50","3.67","2.00","5","3","5","3","-0.71","0.00","0.71","0.00","3.56","0.25","0.89","0.67","OK"
"8ievz","2.00","6.33","9.00","55.00","3","10","17","133","0.00","-0.29","0.00","0.60","64.89","10.89","42.67","3154.67","Fraud"
"8iex1",\N,\N,"10.00","19.00",\N,\N,"16","19",\N,\N,"0.00",\N,\N,\N,"36.00","0.00","OK"
"8iex9","118.33","212.67","239.67","283.67","133","230","272","329","-0.19","0.59","0.68","0.52","394.67","156.22","526.89","1094.22","OK"
"8iexi","1.00","2.50",\N,\N,"1","4",\N,\N,\N,"0.00",\N,\N,"0.00","2.25",\N,\N,"OK"
"8iext","1.00","2.50",\N,\N,"1","4",\N,\N,\N,"0.00",\N,\N,"0.00","2.25",\N,\N,"OK"
"8if13","1.00","8.67","3.00","4.33","1","13","5","5",\N,"0.29","0.71","0.71","0.00","10.89","2.00","0.22","OK"
"8if2b","2.00",\N,\N,"1.00","3",\N,\N,"1","0.00",\N,\N,\N,"1.00",\N,\N,"0.00","OK"
"8if3m","1.00","3.50","3.00","3.67","1","4","5","6",\N,"0.00","0.00","-0.24","0.00","0.25","4.00","4.22","OK"
"8if4w",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8if5c",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8if5p",\N,\N,\N,"25.00",\N,\N,\N,"25",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8if6n",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8if7b",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8if9o","416.67","181.00","6.00","48.67","1231","528","8","135","0.71","0.71","0.71","0.70","339217.56","60206.00","2.00","3730.89","Fraud"
"8ifa1","2276.67","2976.00","4401.67","4362.00","2927","3611","4471","4972","-0.44","-0.61","0.32","-0.68","438606.00","489816.67","2756.22","551116.67","Observation"
"8ifan","5.00","4.33","3.00","2.67","9","7","4","3","0.00","0.71","0.00","-0.71","16.00","3.56","1.00","0.22","OK"
"8ifcw","45.00","87.00","73.33","33.00","72","106","105","63","0.69","-0.70","-0.41","0.70","372.67","648.67","901.56","450.67","Fraud"
"8ifem","1.00",\N,"1.00","1.00","1",\N,"1","1",\N,\N,\N,\N,"0.00",\N,"0.00","0.00","OK"
"8iff5",\N,"1.00","4.00",\N,\N,"1","4",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,"OK"
"8iff6",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8iffk","13.33","22.33","33.67","28.00","14","27","38","32","0.71","0.53","-0.14","0.47","0.67","11.56","13.56","8.67","OK"
"8ifg0",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8ifg9",\N,\N,\N,"3.00",\N,\N,\N,"3",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8ifgn","3.00",\N,\N,"2.00","3",\N,\N,"2",\N,\N,\N,\N,"0.00",\N,\N,"0.00","OK"
"8ifik","4.67","16.33","9.67","19.67","5","22","12","21","-0.71","0.45","0.53","-0.71","0.22","17.56","2.89","3.56","OK"
"8ifm5","1.00","1.00","1.00",\N,"1","1","1",\N,\N,\N,\N,\N,"0.00","0.00","0.00",\N,"OK"
"8ifma","11.33","14.67","15.33","16.00","13","19","17","21","-0.53","0.29","-0.53","0.00","8.67","10.89","2.89","16.67","OK"
"8ifmk","1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,\N,"OK"
"8ifna","1.00",\N,"1.67","1.00","1",\N,"2","1",\N,\N,"-0.71",\N,"0.00",\N,"0.22","0.00","OK"
"8ifnd",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8ifog","10.33","14.00","7.33","16.00","17","20","10","20","0.38","-0.27","0.71","0.00","38.00","28.67","3.56","10.67","OK"
"8ifov","4.50","4.67","2.50","5.00","6","6","4","7","0.00","-0.38","0.00","-0.60","4.22","1.56","2.25","4.67","OK"
"8ifqc","5.67","7.33","10.67","9.33","8","14","12","11","0.53","0.38","0.71","0.38","2.00","24.89","0.89","1.56","OK"
"8ifqi","121.67","158.00","143.33","232.67","157","214","220","307","0.59","0.64","0.38","-0.70","1277.56","1600.67","3291.56","9496.22","Fraud"
"8ifqk","7.33","28.00","4.00","3.67","10","37","4","9","-0.65","-0.47",\N,"0.71","9.56","78.00","0.00","14.22","OK"
"8ifvn",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8ifwd",\N,"1.00","1.50",\N,\N,"1","2",\N,\N,\N,"0.00",\N,\N,"0.00","0.25",\N,"OK"
"8ifzw","1.00",\N,"1.00","1.50","1",\N,"1","2",\N,\N,\N,"0.00","0.00",\N,"0.00","0.25","OK"
"8ig0z","1.00","1.00","1.00",\N,"1","1","1",\N,\N,\N,\N,\N,"0.00","0.00","0.00",\N,"OK"
"8ig13",\N,"9.50","13.67",\N,\N,"16","17",\N,\N,"0.00","-0.67",\N,\N,"42.25","16.22",\N,"OK"
"8ig4x",\N,\N,"1.00","1.50",\N,\N,"1","2",\N,\N,\N,"0.00",\N,\N,"0.00","0.25","OK"
"8ig5c","1.00","1.00","1.00","2.00","1","1","1","2",\N,\N,\N,\N,"0.00","0.00","0.00","0.00","OK"
"8ig76","8.67","14.33","17.67","24.00","11","17","27","29","0.53","-0.38","-0.24","0.67","6.22","6.22","67.56","12.67","OK"
"8ig8i","2.50","1.67","3.50","4.50","4","2","4","8","0.00","-0.71","0.00","0.00","2.25","0.22","0.25","12.25","OK"
"8igb7","1.00","1.00","3.33","1.33","1","1","8","2",\N,\N,"0.71","0.71","0.00","0.00","10.89","0.22","OK"
"8igbs","1.00","2.50",\N,\N,"1","4",\N,\N,\N,"0.00",\N,\N,"0.00","2.25",\N,\N,"OK"
"8igbt","1.00","2.50",\N,\N,"1","4",\N,\N,\N,"0.00",\N,\N,"0.00","2.25",\N,\N,"OK"
"8igbu","1.00","3.00",\N,\N,"1","5",\N,\N,\N,"0.00",\N,\N,"0.00","4.00",\N,\N,"OK"
"8igc1","2.00","1.50","5.00","4.33","3","2","6","6","0.00","0.00","0.00","-0.53","0.67","0.25","0.67","2.89","OK"
"8igcb","3.00","1.00","1.00","2.00","3","1","1","3",\N,\N,\N,"0.00","0.00","0.00","0.00","0.67","OK"
"8igdb","1.00","1.50",\N,\N,"1","2",\N,\N,\N,"0.00",\N,\N,"0.00","0.25",\N,\N,"OK"
"8igdp",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8igem","2.00","1.00","1.00","2.50","2","1","1","4",\N,\N,\N,"0.00","0.00","0.00","0.00","2.25","OK"
"8igew",\N,"1.00",\N,"2.00",\N,"1",\N,"2",\N,\N,\N,\N,\N,"0.00",\N,"0.00","OK"
"8igfs","3.00","3.00","3.00","7.67","6","7","4","10","0.60","0.71","-0.71","-0.71","5.56","8.00","2.00","10.89","OK"
"8igh8","1.00",\N,"1.00","2.00","1",\N,"1","3",\N,\N,\N,"0.00","0.00",\N,"0.00","1.00","OK"
"8igih",\N,"2.00",\N,\N,\N,"2",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8igj2","1.00","3.33","6.67","4.33","1","5","10","6",\N,"0.38","0.71","0.38","1.00","1.56","5.56","1.56","OK"
"8igji",\N,\N,\N,"7.00",\N,\N,\N,"7",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8igkk",\N,\N,"1.00","1.00",\N,\N,"1","1",\N,\N,\N,\N,\N,\N,"0.00","0.00","OK"
"8igkp","1.67","2.00","1.33","3.67","2","2","2","5","-0.71",\N,"0.71","-0.38","0.22","0.00","0.22","1.56","OK"
"8igl1","2.00","6.00","5.33","2.00","2","8","8","2",\N,"0.71","-0.38",\N,"0.00","2.00","6.22","0.00","OK"
"8igl7","1.00","2.00","1.00","1.00","1","2","1","1",\N,\N,\N,\N,"0.00","0.00","0.00","0.00","OK"
"8iglk","2.00","3.00",\N,"8.50","2","3",\N,"10",\N,\N,\N,"0.00","0.00","0.00",\N,"2.25","OK"
"8igm1","1.00","1.00","1.00",\N,"1","1","1",\N,\N,\N,\N,\N,"0.00","0.00","0.00",\N,"OK"
"8igm8","3.00","2.00","8.00",\N,"3","2","8",\N,\N,\N,\N,\N,"0.00","0.00","0.00",\N,"OK"
"8igmr","3.00","3.50",\N,"2.00","3","6",\N,"2",\N,"0.00",\N,\N,"0.00","6.25",\N,"0.00","OK"
"8ign1",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8ignc",\N,\N,\N,"1.50",\N,\N,\N,"2",\N,\N,\N,"0.00",\N,\N,\N,"0.25","OK"
"8igne","1.00",\N,"1.00","1.50","1",\N,"1","2",\N,\N,\N,"0.00","0.00",\N,"0.00","0.25","OK"
"8igo3","2.00","3.33","1.50","2.00","3","4","2","2","0.00","0.71","0.00",\N,"1.00","0.22","0.25","0.00","OK"
"8igo7","13.33","12.67","23.00","15.00","15","20","40","19","0.38","-0.08","0.34","-0.69","2.00","37.56","164.67","24.67","OK"
"8igox","2.00","1.50","1.50","2.67","3","2","2","4","0.00","0.00","0.00","-0.38","1.00","0.25","0.25","1.56","OK"
"8igpd",\N,"4.00",\N,\N,\N,"4",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8igpr",\N,"1.00","1.00","1.00",\N,"1","1","1",\N,\N,\N,\N,\N,"0.00","0.00","0.00","OK"
"8igql",\N,\N,"4.50","1.33",\N,\N,"8","2",\N,\N,"0.00","0.71","0.00",\N,"12.25","0.22","OK"
"8igqx",\N,"2.00",\N,\N,\N,"2",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8igr1",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8igsh",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8igsi","3.00","1.00",\N,"1.00","3","1",\N,"1",\N,\N,\N,\N,"0.00","0.00",\N,"0.00","OK"
"8igts",\N,"1.00",\N,"2.00",\N,"1",\N,"2",\N,\N,\N,\N,\N,"0.00",\N,"0.00","OK"
"8igv1","1.33","2.00","4.67","1.00","2","2","9","1","0.71",\N,"0.29",\N,"0.22","0.00","10.89","0.00","OK"
"8igvd",\N,"1.33","1.00",\N,\N,"2","1",\N,\N,"0.71",\N,\N,\N,"0.22","0.00",\N,"OK"
"8igy3","2.00","1.67","2.00","2.00","2","2","3","3",\N,"-0.71","0.00","0.00","0.00","0.22","0.67","0.67","OK"
"8igyy","79.00","114.67","115.00","151.67","112","181","176","253","0.23","0.10","0.70","0.64","1041.56","2780.22","1862.00","5246.89","Observation"
"8igz8","4.00","4.50","3.00","3.00","4","6","3","3",\N,"0.00",\N,\N,"0.00","2.25","0.00","0.00","OK"
"8igzo",\N,"2.00",\N,\N,\N,"2",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8igzs",\N,"2.00",\N,\N,\N,"2",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8igzy",\N,"2.00",\N,\N,\N,"2",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8igzz",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8ih09","67.00","21.00","8.67","29.00","84","35","17","44","-0.69","0.62","0.58","0.67","340.67","100.67","36.22","114.00","Fraud"
"8ih1h","1.00","5.00","1.00","2.00","1","5","1","2",\N,\N,\N,\N,"0.00","0.00","0.00","0.00","OK"
"8ih1j",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8ih20","1.50","1.00","6.00","1.00","2","1","6","1","0.00",\N,\N,\N,"0.25","0.00","0.00","0.00","OK"
"8ih2n","6.00","1.00","3.33","12.33","7","1","5","17","0.00",\N,"0.38","0.14","2.89","0.00","1.56","13.56","OK"
"8ih3o","2.00","1.00","1.00",\N,"2","1","1",\N,\N,\N,\N,\N,"0.00","0.00","0.00",\N,"OK"
"8ih4k",\N,"2.00",\N,"3.00",\N,"2",\N,"3",\N,\N,\N,\N,\N,"0.00",\N,"0.00","OK"
"8ih6i","1.00","2.00",\N,\N,"1","2",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,\N,"OK"
"8iha2","34.00","87.67","91.67","98.33","50","99","115","153","-0.21","-0.43","0.38","0.36","241.56","118.22","304.89","1686.89","Observation"
"8ihab","1.50","1.67","1.00","1.00","2","3","1","1","0.00","0.71",\N,\N,"0.25","0.89","0.00","0.00","OK"
"8ihac","1.00","1.00","1.00",\N,"1","1","1",\N,\N,\N,\N,\N,"0.00","0.00","0.00",\N,"OK"
"8ihaj",\N,"3.00","3.00","2.00",\N,"4","3","3",\N,"0.00",\N,"0.00","0.00","0.67","0.00","0.67","OK"
"8ihba","14.67","81.00","51.00","37.00","32","167","116","61","0.59","0.22","0.70","0.68","180.22","4424.00","2114.00","290.67","Observation"
"8ihbr",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8ihbx","279.67","541.00","621.33","670.00","290","575","668","729","0.12","0.69","0.22","0.70","146.89","580.67","1304.89","1742.00","OK"
"8ihc4","74.67","104.33","116.67","147.00","84","133","127","166","0.14","0.02","0.62","-0.70","88.67","541.56","54.89","648.67","OK"
"8ihcj",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8ihck","2.00","1.67","3.50","5.00","3","3","5","6","0.00","0.71","0.00","0.00","1.56","0.89","2.25","1.00","OK"
"8ihcm","2.00",\N,\N,\N,"2",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,\N,"OK"
"8ihct","1.00",\N,"1.00","1.00","1",\N,"1","1",\N,\N,\N,\N,"0.00",\N,"0.00","0.00","OK"
"8ihcu","1.00","1.00","3.00","1.67","1","1","5","2",\N,\N,"0.71","-0.71","0.00","0.00","2.00","0.22","OK"
"8ihd5","1.00",\N,"1.50","3.00","1",\N,"2","3",\N,\N,"0.00",\N,"0.00",\N,"0.25","0.00","OK"
"8ihdv","4.33","2.67","2.67","6.67","7","5","6","7","0.24","0.53","0.71","-0.71","4.22","2.89","5.56","0.22","OK"
"8ihe5","18.00","27.33","27.33","46.67","22","31","31","70","-0.69","0.17","-0.29","0.46","40.67","8.22","10.89","296.22","OK"
"8ihhk","1.00",\N,"1.00",\N,"1",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00",\N,"OK"
"8ihij","1.00","1.00","1.50","1.00","1","1","2","1",\N,\N,"0.00",\N,"0.00","0.00","0.25","0.00","OK"
"8ihik","4.00","6.00","3.00","9.33","6","6","4","18","-0.60",\N,"0.00","0.65","6.22","0.00","1.00","38.22","OK"
"8ihk7","244.33","372.33","452.33","525.00","264","392","465","556","0.23","-0.52","-0.50","-0.57","400.22","397.56","160.89","1060.67","Observation"
"8ihkj","1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,\N,"OK"
"8ihkt","11.33","22.00","22.33","24.33","14","26","31","33","-0.65","0.47","0.50","0.71","9.56","8.67","40.22","37.56","OK"
"8ihl1","1.00","1.00","1.00",\N,"1","1","1",\N,\N,\N,\N,\N,"0.00","0.00","0.00",\N,"Fraud"
"8ihl9","6.67","15.67","23.00","29.33","14","20","29","51","0.71","-0.69","0.60","0.29","40.22","29.56","18.67","272.22","OK"
"8ihlr","2.33","3.00","5.33","5.00","3","6","9","6","0.71","0.60","0.17","-0.71","0.22","4.67","8.22","2.00","OK"
"8ihn7","7.50","7.50","4.33","9.00","8","10","7","11","0.00","0.00","-0.38","0.00","0.25","6.25","6.22","4.00","OK"
"8ihna","7.33","12.67","18.00","20.67","9","14","20","24","-0.53","-0.38","0.00","0.71","0.89","1.56","2.67","5.56","OK"
"8ihnk","4.00","2.00",\N,"2.33","4","3",\N,"5",\N,"0.00",\N,"0.71","1.00","1.00",\N,"3.56","OK"
"8ihot","1.00","1.00","1.00","1.50","1","1","1","2",\N,\N,\N,"0.00","0.00","0.00","0.00","0.25","OK"
"8ihpi","2714.00","4622.67","8005.33","9783.33","3813","6765","10986","20654","0.70","0.68","-0.33","0.61","999999.99","999999.99","999999.99","999999.99","OK"
"8ihqx","22.33","16.67","11.67","13.00","31","22","19","15","0.50","-0.56","-0.08","0.00","21.56","30.89","37.56","4.00","OK"
"8ihrz",\N,"2.00","1.00","4.00",\N,"2","1","7",\N,\N,\N,"0.00",\N,"0.00","0.00","9.00","OK"
"8ihs5","3.67","2.67","3.50","3.00","6","3","5","3","-0.24","-0.71","0.00",\N,"4.22","0.22","2.25","0.00","OK"
"8ihsd","2.67","8.00","10.33","6.67","4","15","22","8","-0.38","0.27","0.70","0.71","2.00","28.67","68.22","0.89","OK"
"8ihsp","6.50","3.33","4.00","4.67","12","5","5","7","0.00","0.38","0.00","-0.24","25.00","1.56","0.67","4.22","OK"
"8ihth",\N,"1.50","1.00","4.50",\N,"2","1","7",\N,"0.00",\N,"0.00",\N,"0.25","0.00","6.25","OK"
"8ihtk",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,"0.00",\N,\N,"0.00","OK"
"8ihtv","4.67","6.00","7.67","11.00","7","8","14","12","0.53","0.71","0.68","0.00","1.56","2.00","20.22","0.67","OK"
"8ihue","1.00",\N,\N,"2.00","1",\N,\N,"2",\N,\N,\N,\N,"0.00",\N,\N,"0.00","OK"
"8ihuk","1.50",\N,\N,"1.00","2",\N,\N,"1","0.00",\N,\N,\N,"0.25",\N,\N,"0.00","OK"
"8ihup","15.67","26.33","30.33","43.33","18","35","34","51","0.53","0.65","-0.57","0.69","12.67","38.22","14.89","29.56","OK"
"8ihuv",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8ihuy","2.00",\N,"1.00",\N,"2",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00",\N,"OK"
"8ihv1","6.33","8.33","8.33","12.67","11","10","11","14","0.14","-0.53","-0.65","-0.71","10.89","2.89","9.56","3.56","OK"
"8ihvb",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8ihwi",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8ihwm","2.00",\N,"1.00","2.00","2",\N,"1","2",\N,\N,\N,\N,"0.00",\N,"0.00","0.00","OK"
"8ihxc","1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,\N,"OK"
"8ihxl","1.00",\N,\N,"1.00","1",\N,\N,"1",\N,\N,\N,\N,"0.00",\N,\N,"0.00","OK"
"8ihxp",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8ihxy",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8ihy6",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8ihyb","1.00","1.50","1.00","1.00","1","2","1","1",\N,"0.00",\N,\N,"0.00","0.25","0.00","0.00","OK"
"8ihyi",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8ihz5","2.00","2.00",\N,"2.33","2","2",\N,"3",\N,\N,\N,"0.71","0.00","0.00",\N,"0.22","OK"
"8ihzv",\N,"1.00","1.00",\N,\N,"1","1",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,"OK"
"8ihzw",\N,"1.00","1.00","2.00",\N,"1","1","3",\N,\N,\N,"0.00","0.00","0.00","0.00","1.00","OK"
"8ihzy","9.50","20.00","1.00","39.67","18","20","1","115","0.00",\N,\N,"0.71","272.22","0.00","0.00","2838.22","OK"
"8ii07","1.00",\N,"1.50","3.00","1",\N,"2","4",\N,\N,"0.00","0.00","0.22",\N,"0.25","1.00","OK"
"8ii0g","6.00","10.00","19.00","23.33","10","14","23","31","0.47","0.00","-0.60","0.56","8.22","10.67","18.67","30.89","OK"
"8ii0i","6.67","10.33","17.00","19.33","10","12","24","23","-0.17","-0.53","-0.55","0.63","11.56","2.89","52.67","6.89","OK"
"8ii0k","18.67","4.33","7.00","2.00","24","7","13","2","0.71","0.71","0.00",\N,"14.22","3.56","36.00","0.00","OK"
"8ii11","3.00","55.33","41.00","58.00","5","89","79","106","0.00","0.36","0.49","0.32","262.89","640.22","776.00","1322.67","OK"
"8ii14","1.00","4.00","2.00","5.33","1","5","4","6",\N,"0.00","0.71","-0.71","0.00","0.67","2.00","0.89","OK"
"8ii1p","1.00","1.50","1.50","1.50","1","2","2","2",\N,"0.00","0.00","0.00","0.00","0.25","0.25","0.25","OK"
"8ii1r","32.33","52.33","52.00","53.33","38","61","63","64","0.67","0.65","-0.68","-0.56","6.22","38.22","182.00","123.56","OK"
"8ii26","5.33","32.00","18.67","4.00","11","90","51","6","0.45","0.71","0.70","0.00","16.89","1682.00","524.22","4.00","OK"
"8ii2b","46.67","54.33","52.67","93.67","57","75","75","118","-0.60","0.48","0.70","-0.17","248.00","230.22","249.56","436.22","OK"
"8ii2l","2.00","1.00",\N,\N,"2","1",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,\N,"OK"
"8ii2n","1.00",\N,\N,"1.00","1",\N,\N,"1",\N,\N,\N,\N,"0.00",\N,\N,"0.00","OK"
"8ii3a","9.00","19.33","31.67","14.67","13","26","42","22","0.00","-0.17","0.48","-0.08","8.22","32.89","57.56","37.56","OK"
"8ii4l",\N,"2.00","3.00","2.00",\N,"2","3","2",\N,\N,\N,\N,\N,"0.00","0.00","0.00","OK"
"8ii4n","1.00",\N,"1.00",\N,"1",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00",\N,"OK"
"8ii4y","1.00",\N,\N,"1.00","1",\N,\N,"1",\N,\N,\N,\N,"0.00",\N,\N,"0.00","OK"
"8ii58","3.00","4.33","5.67","8.67","6","5","8","13","0.60","0.71","0.53","0.29","4.67","0.22","2.89","10.89","OK"
"8ii5a","1.50","2.67","5.00","4.67","2","4","5","6","0.00","-0.38",\N,"0.71","0.25","1.56","0.00","0.89","OK"
"8ii5u",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8ii6o","2.00","2.00","1.00","2.00","2","2","1","3",\N,\N,\N,"0.00","0.00","0.00","0.00","1.00","OK"
"8ii7u",\N,"59.50","21.33",\N,\N,"86","45",\N,\N,"0.00","0.35",\N,\N,"702.25","317.56",\N,"OK"
"8ii9a","10.67","23.00","34.33","32.33","17","29","45","44","0.49","0.32","0.06","0.38","26.00","20.67","73.56","76.22","OK"
"8iiai",\N,"1.00","1.00",\N,\N,"1","1",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,"OK"
"8iiby","1.00","1.00","1.50","1.00","1","1","2","1",\N,\N,"0.00",\N,"0.00","0.00","0.25","0.00","OK"
"8iic8",\N,\N,\N,"2.00",\N,\N,\N,"2",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8iicn",\N,"1.00","1.00","1.00",\N,"1","1","1",\N,\N,\N,\N,\N,"0.00","0.00","0.00","OK"
"8iid3","39.67","62.33","63.00","107.00","44","74","69","120","0.29","0.22","0.60","-0.62","30.89","81.56","18.67","206.00","OK"
"8iid4","607.67","33.67","134.67","1362.67","617","35","313","1475","0.66","0.71","0.71","-0.02","28.22","0.89","15909.56","8513.56","Fraud"
"8iidh","3.00","2.00","4.67","4.33","3","3","7","6",\N,"0.00","-0.24","0.38","0.00","1.00","4.22","1.56","OK"
"8iidk","32.00","52.67","133.33","91.33","37","57","265","106","0.67","-0.71","0.66","-0.08","21.56","37.56","8789.56","150.22","OK"
