"partnerid","AvgClickAtMorning","AvgClickAtAfternoon","AvgClickAtEvening","AvgClickAtNight","MaxClickAtMorning","MaxClickAtAfternoon","MaxClickAtEvening","MaxClickAtNight","SkewAtMorning","SkewAtAfternoon","SkewAtEvening","SkewAtNight","TimeatVarianceAtMorning","TimeatVarianceAtAfternoon","TimeatVarianceAtEvening","TimeatVarianceAtNight","status"
"8ihon",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8ihot",\N,\N,\N,"1.67",\N,\N,\N,"3",\N,\N,\N,"0.71","0.00",\N,\N,"0.89","OK"
"8ihpi","2610.00","3672.00","6355.33","11668.33","3004","4896","7014","13494","-0.45","0.64","0.19","0.71","68677.56","765104.67","263384.89","999999.99","OK"
"8ihpz",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8ihqx","1.67","5.00","4.00","1.50","3","5","4","2","0.71",\N,\N,"0.00","2.00","0.00","0.00","0.25","OK"
"8ihrz","4.50","1.50","2.00","1.00","7","2","2","1","0.00","0.00",\N,\N,"6.25","0.25","0.00","0.00","OK"
"8ihs5","1.00","2.00",\N,\N,"1","2",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,\N,"OK"
"8ihsd","2.33","5.33","9.00","2.00","3","8","17","3","-0.71","0.24","0.64","0.00","1.56","4.22","32.67","1.00","OK"
"8ihsp","7.67","6.00","6.33","10.00","11","10","8","17","-0.67","0.00","-0.71","0.27","18.00","10.67","5.56","28.67","OK"
"8ihss",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8ihth","3.00","3.00","3.00","6.33","3","4","5","12",\N,"0.00","0.71","0.67","0.00","0.67","2.00","16.22","OK"
"8ihtv","5.00","4.33","9.33","5.00","7","6","17","8","0.00","-0.53","0.69","0.60","2.89","2.89","29.56","4.67","OK"
"8ihty",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8ihue",\N,"1.50","1.00","4.00",\N,"2","1","4",\N,"0.00",\N,\N,\N,"0.25","0.00","0.00","OK"
"8ihuk",\N,"1.00",\N,"1.00",\N,"1",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00","OK"
"8ihup","19.67","24.67","24.00","46.00","24","25","29","49","-0.62","-0.71","-0.69","0.00","32.00","0.22","40.67","6.00","OK"
"8ihuv",\N,"1.00",\N,"1.00",\N,"1",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00","OK"
"8ihv1","2.67","7.67","8.33","16.67","3","11","14","20","-0.71","0.38","0.67","-0.53","0.22","6.22","16.22","11.56","OK"
"8ihvb",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8ihwm",\N,"1.00",\N,"3.00",\N,"1",\N,"4",\N,\N,\N,"-0.71",\N,"0.00",\N,"2.00","OK"
"8ihxl","1.00",\N,\N,"1.00","1",\N,\N,"1",\N,\N,\N,\N,"0.00",\N,\N,"0.00","OK"
"8ihxm",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8ihxo","1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,\N,"OK"
"8ihxp",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,"0.00",\N,\N,"0.00","OK"
"8ihy6",\N,\N,\N,"2.00",\N,\N,\N,"2",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8ihyb","1.00",\N,"2.00","2.00","1",\N,"2","2",\N,\N,\N,\N,"0.00",\N,"0.00","0.00","OK"
"8ihyi","1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,\N,"OK"
"8ihz5","1.00","2.33","1.00","2.00","1","4","1","2",\N,"0.38",\N,\N,"0.00","1.56","0.00","0.00","OK"
"8ihzv",\N,"2.00","7.00","3.67",\N,"2","7","6",\N,\N,\N,"0.53",\N,"0.00","0.00","2.89","OK"
"8ihzw","1.00","1.00","1.00","4.00","1","1","1","6",\N,\N,\N,"0.00","0.22","0.00","0.00","2.67","OK"
"8ihzy","1.00","4.00","1.00","3.00","1","4","1","3",\N,\N,\N,\N,"0.00","0.00","0.00","0.00","OK"
"8ii07","1.00","2.00",\N,"1.00","1","2",\N,"1",\N,\N,\N,\N,"0.00","0.00",\N,"0.00","OK"
"8ii0g","6.67","10.33","8.33","14.00","8","22","9","17","-0.38","0.70","-0.71","-0.67","2.67","68.22","0.89","12.67","OK"
"8ii0i","5.00","5.67","9.67","15.33","9","7","11","19","0.71","0.71","0.71","-0.57","6.89","0.89","0.89","14.89","OK"
"8ii0k",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8ii0o",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8ii11","4.33","1.00","3.00","4.67","7","1","6","7","0.24",\N,"0.60","0.53","4.22","0.00","4.67","2.89","OK"
"8ii14","1.33","2.00","1.33","3.33","2","2","2","4","0.71",\N,"0.71","-0.71","0.22","0.00","0.22","0.89","OK"
"8ii1p","1.00",\N,\N,"1.67","1",\N,\N,"3",\N,\N,\N,"0.71","0.00",\N,\N,"0.89","OK"
"8ii1r","15.00","20.00","23.00","38.67","28","26","35","50","0.00","0.32","0.00","0.67","193.56","20.67","144.00","64.89","OK"
"8ii26","8.50","5.33","43.33","7.00","9","10","71","11","0.00","0.14","0.16","0.47","12.67","13.56","470.89","8.67","OK"
"8ii2b","2.00","1.67","1.00","1.00","2","2","1","1",\N,"-0.71",\N,\N,"0.00","0.22","0.00","0.00","OK"
"8ii2l",\N,"1.00","2.00","1.00",\N,"1","2","1",\N,\N,\N,\N,"0.00","0.00","0.00","0.00","OK"
"8ii3a","8.33","20.67","21.67","13.00","13","26","32","19","0.53","0.24","0.62","0.00","10.89","16.89","54.89","24.00","OK"
"8ii3c","1.00","1.00",\N,\N,"1","1",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,\N,"OK"
"8ii4l","1.00","3.00","1.00","1.50","1","3","1","2",\N,\N,\N,"0.00","0.00","0.00","0.00","0.25","OK"
"8ii4n",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8ii4y","1.00","4.00","3.00","1.50","1","4","5","2",\N,\N,"0.00","0.00","0.00","0.00","4.00","0.25","OK"
"8ii58","4.00","2.67","4.00","7.00","5","6","6","9","0.00","0.71","-0.60","0.00","1.56","5.56","4.67","2.67","OK"
"8ii5a","1.67","4.33","3.33","2.67","3","6","5","5","0.71","0.38","0.38","0.53","2.00","1.56","1.56","2.89","OK"
"8ii6o","2.67","6.67","5.67","7.33","3","7","11","8","-0.71","-0.71","0.24","0.71","1.56","0.22","16.89","0.22","OK"
"8ii7u","25.00","10.00","10.50",\N,"25","10","19",\N,\N,\N,"0.00",\N,"0.00","0.00","72.25",\N,"Fraud"
"8ii8d","15.00","2.00","10.50","9.00","15","2","12","9",\N,\N,"0.00",\N,"0.00","0.00","2.25","0.00","OK"
"8ii9a","2.33","12.67","14.33","11.67","4","16","17","16","0.38","-0.67","-0.65","-0.14","3.56","16.22","9.56","13.56","OK"
"8ii9s",\N,"2.00",\N,\N,\N,"2",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8iiai","2.00","1.00",\N,"2.00","2","1",\N,"2",\N,\N,\N,\N,"0.00","0.00",\N,"0.00","OK"
"8iibh",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8iibj","1.00","1.00","1.00","2.00","1","1","1","3",\N,\N,\N,"0.00","0.89","0.00","0.00","0.67","OK"
"8iibw","1.50",\N,"1.00",\N,"2",\N,"1",\N,"0.00",\N,\N,\N,"0.25",\N,"0.00",\N,"OK"
"8iiby",\N,"1.00","1.00","1.00",\N,"1","1","1",\N,\N,\N,\N,\N,"0.00","0.00","0.00","OK"
"8iibz","153.00","59.00","57.00","149.00","153","59","57","149",\N,\N,\N,\N,"0.00","0.00","0.00","0.00","OK"
"8iic8",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8iicn","1.00","2.00","3.00","2.33","1","3","4","4",\N,"0.00","0.00","0.38","0.00","1.00","1.00","1.56","OK"
"8iicq","1.00",\N,"1.00",\N,"1",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00",\N,"OK"
"8iid3","72.67","142.67","116.67","140.00","80","154","145","161","0.43","-0.63","0.11","0.45","37.56","160.22","505.56","240.67","OK"
"8iid4","417.33","331.67","344.00","790.67","580","488","491","1591","0.67","-0.70","-0.71","0.41","16648.22","41201.56","41764.67","354770.89","Fraud"
"8iidh","3.67","4.50","10.67","9.67","6","5","19","13","0.53","0.00","0.69","-0.17","2.89","0.25","34.89","8.22","Fraud"
"8iidk","29.67","248.33","57.00","228.00","31","640","63","538","-0.38","0.71","0.32","0.70","4610.67","76705.56","20.67","48092.67","OK"
"8iidm","101.00","157.00","186.67","413.67","106","163","209","751","-0.71","-0.70","0.66","0.71","20.67","60.67","253.56","56929.56","OK"
"8iidn","76.67","122.00","121.33","192.33","88","125","128","216","-0.63","0.00","-0.38","0.66","257.56","6.00","38.89","284.22","OK"
"8iidr","83.00","167.67","158.33","232.67","93","171","174","276","0.00","-0.71","-0.50","0.54","158.00","22.22","244.22","992.89","OK"
"8iie9","1.50","4.00","1.00","2.00","2","7","1","3","0.00","0.00",\N,"0.00","0.25","9.00","0.00","1.00","OK"
"8iiem",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,"0.00",\N,\N,"0.00","OK"
"8iieo",\N,\N,\N,"2.00",\N,\N,\N,"2",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8iig5","66.67","116.00","124.00","178.33","78","119","142","188","0.67","-0.67","0.66","-0.51","54.89","12.67","164.67","94.89","OK"
"8iigl","60.67","83.67","93.00","137.00","63","90","101","147","-0.24","-0.33","-0.21","0.55","10.89","33.56","48.67","52.67","OK"
"8iigz","3.67","5.00","3.00","4.00","5","7","4","4","0.71","-0.60","-0.71",\N,"2.00","4.67","2.00","0.00","OK"
"8iih9","4.00","10.00","5.33","21.67","5","17","7","30","0.00","0.27","-0.53","-0.07","0.89","28.67","2.89","48.22","OK"
"8iiii",\N,"1.00","3.00",\N,\N,"1","3",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,"OK"
"8iiiv",\N,"1.00","1.00",\N,\N,"1","1",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,"OK"
"8iij1",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8iijd",\N,"1.00",\N,"1.00",\N,"1",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00","OK"
"8iijk","7.67","5.33","12.67","12.33","14","8","14","18","0.68","0.24","-0.71","0.11","20.22","4.22","3.56","20.22","OK"
"8iijt","87.00","126.00","127.00","245.33","99","152","145","272","0.68","0.56","0.32","-0.60","120.22","354.67","186.00","841.56","OK"
"8iik1","37.00","248.33","356.00","520.33","41","339","563","768","0.47","-0.71","-0.48","0.00","1588.22","15204.22","41724.67","41002.89","OK"
"8iimi","1.00","4.00","1.00","2.50","1","4","1","4",\N,\N,\N,"0.00","0.00","0.00","0.00","2.25","OK"
"8iina","60.00","164.33","227.33","238.33","76","170","267","258","0.71","-0.66","0.69","0.32","192.89","44.22","790.89","221.56","OK"
"8iiov","2.00","1.00","1.50","3.67","2","1","2","6",\N,\N,"0.00","0.53","0.00","0.00","0.25","2.89","OK"
"8iiox",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8iiq8","1.00","3.00","1.00","2.00","1","3","1","2",\N,\N,\N,\N,"0.00","0.00","0.00","0.00","OK"
"8iiqq","1.00","1.00",\N,\N,"1","1",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,\N,"OK"
"8iir0","11.33","1.00","5.00",\N,"20","1","6",\N,"0.07",\N,"0.00",\N,"48.22","0.00","0.67",\N,"OK"
"8iird","4.33","3.67","3.00","9.33","6","5","5","11","0.38","-0.38","0.71","0.38","0.67","1.56","2.00","1.56","OK"
"8iitu","18.33","26.00","19.00","46.67","20","36","22","54","0.38","0.19","-0.71","0.17","2.89","60.67","18.00","32.89","OK"
"8iivd","17.33","30.67","39.33","30.67","22","38","44","43","-0.24","0.17","0.53","0.26","14.89","32.89","11.56","89.56","OK"
"8iivr","13.00","10.00","25.00","28.00","17","13","32","36","0.47","0.00","0.27","0.64","2.00","6.00","28.67","32.67","OK"
"8iivt",\N,"2.00","1.00","1.00",\N,"2","1","1",\N,\N,\N,\N,\N,"0.00","0.00","0.00","OK"
"8iixo","1.00","2.00","2.50","2.00","1","3","3","4",\N,"0.00","0.00","0.71","0.00","1.00","0.25","2.00","OK"
"8iixv","2.33","9.50","4.33","3.00","3","11","7","3","-0.71","0.00","0.24",\N,"0.89","2.25","4.22","0.00","OK"
"8iixy","1.00","2.50","2.00",\N,"1","4","2",\N,\N,"0.00",\N,\N,"0.00","2.25","0.00",\N,"OK"
"8iiy4","30.67","55.67","70.00","66.33","38","59","84","68","0.63","0.38","-0.34","0.38","10.89","6.22","164.67","1.56","OK"
"8iiyk","2.00","3.67","3.67","12.00","2","6","5","21",\N,"0.53","-0.38","0.69","2.89","2.89","1.56","40.67","OK"
"8iiz9","3.00",\N,"3.50","4.00","3",\N,"6","4",\N,\N,"0.00",\N,"0.00",\N,"6.25","0.00","OK"
"8iiza","1.00",\N,"1.00",\N,"1",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00",\N,"OK"
"8ij02",\N,"2.50","1.00","1.67",\N,"3","1","2",\N,"0.00",\N,"-0.71",\N,"0.25","0.00","0.22","OK"
"8ij0a",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8ij0g","80.00","102.33","98.33","244.67","82","130","126","276","-0.60","0.09","0.50","-0.67","80.89","486.89","410.89","1403.56","OK"
"8ij0y","4.50","4.00","5.67","6.33","6","5","7","11","0.00","0.00","-0.71","0.14","6.22","0.67","3.56","13.56","OK"
"8ij22","3.33","6.67","3.00","6.33","6","15","4","17","0.24","0.58","0.00","0.71","2.89","36.22","0.67","56.89","OK"
"8ij28","1.00",\N,"3.00","1.00","1",\N,"3","1",\N,\N,\N,\N,"0.00",\N,"0.00","0.00","OK"
"8ij2l",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8ij2q","10.67","20.67","19.00","17.67","12","25","25","24","0.71","-0.62","0.71","0.20","1.56","22.89","18.00","24.22","OK"
"8ij2z","1.50","3.67","11.00","13.33","2","7","13","17","0.00","0.71","-0.71","-0.68","4.00","5.56","8.00","20.22","OK"
"8ij3d","1.00",\N,"1.00","1.00","1",\N,"1","1",\N,\N,\N,\N,"0.00",\N,"0.00","0.00","OK"
"8ij3p","1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,\N,"OK"
"8ij42","32.67","63.33","80.67","64.33","37","76","86","82","0.29","0.71","-0.38","0.70","13.56","80.22","24.89","156.22","OK"
"8ij4e","1.00","1.50","1.50","1.00","1","2","2","1",\N,"0.00","0.00",\N,"0.00","0.25","0.25","0.00","OK"
"8ij4w","1.00",\N,\N,"1.00","1",\N,\N,"1",\N,\N,\N,\N,"0.00",\N,\N,"0.00","OK"
"8ij4y","16.00","10.00","4.00","44.00","22","13","5","47","0.00","0.00","0.00","-0.47","66.89","6.00","0.67","8.67","OK"
"8ij4z","1.33","2.00","2.00","2.67","2","2","3","3","0.71",\N,"0.00","-0.71","0.22","0.00","1.00","0.22","OK"
"8ij59","54.67","29.67","79.67","130.33","70","34","117","178","-0.04","0.29","-0.16","0.01","387.56","10.89","1019.56","1504.22","Fraud"
"8ij63",\N,"1.33",\N,"2.00",\N,"2",\N,"3",\N,"0.71",\N,"0.00","0.00","0.22",\N,"0.67","OK"
"8ij6x","1.00","1.00",\N,"1.00","1","1",\N,"1",\N,\N,\N,\N,"0.00","0.00",\N,"0.00","OK"
"8ij77",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8ij7g","1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,\N,"OK"
"8ij7x",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8ij92","21.67","65.33","85.33","71.33","24","71","110","76","0.53","0.11","0.55","-0.49","2.67","20.22","320.89","21.56","OK"
"8ij95",\N,\N,\N,"3.00",\N,\N,\N,"4",\N,\N,\N,"0.00",\N,\N,\N,"1.00","OK"
"8ij9m","18.00","29.00","36.00","55.67","25","32","42","60","0.69","-0.47","0.00","0.65","8.22","8.67","24.00","9.56","OK"
"8ijat","1.00","2.33","4.33","3.00","1","5","7","5",\N,"0.71","-0.38","0.00","0.00","3.56","6.22","4.00","OK"
"8ijb4","1.50",\N,"2.00","4.50","2",\N,"2","6","0.00",\N,\N,"0.00","2.00",\N,"0.00","2.25","OK"
"8ijb7","2.67","2.33","3.33","4.00","4","3","6","7","0.71","-0.71","0.24","0.00","0.67","0.89","4.22","6.00","OK"
"8ijb8","335.33","327.67","179.00","298.00","531","467","210","367","0.67","0.70","0.65","0.33","21088.89","9723.56","488.67","2718.00","OK"
"8ijba","85.00","74.00","86.00","224.00","116","134","94","395","0.71","0.63","-0.38","0.71","2620.22","1842.67","56.00","14628.67","OK"
"8ijbf","33.00","16.67","23.00","135.67","70","18","29","201","0.71","-0.71","0.00","0.55","1219.56","3.56","24.00","2246.89","OK"
"8ijcm","5.67","7.67","8.00","14.33","10","11","9","19","0.65","-0.17","0.00","-0.24","9.56","8.22","0.67","16.89","OK"
"8ijd3","4.67","9.00","9.33","8.33","8","12","13","13","0.71","0.60","-0.29","-0.24","8.00","4.67","10.89","16.89","OK"
"8ije6",\N,"1.00","1.00","1.00",\N,"1","1","1",\N,\N,\N,\N,\N,"0.00","0.00","0.00","OK"
"8ijeq",\N,\N,"1.00","1.00",\N,\N,"1","1",\N,\N,\N,\N,\N,\N,"0.00","0.00","OK"
"8ijf6","1.00",\N,\N,"1.50","1",\N,\N,"2",\N,\N,\N,"0.00","0.00",\N,\N,"0.25","OK"
"8ijfb","6.00","14.00","13.00","25.33","10","18","15","31","0.71","0.00","-0.71","-0.43","4.67","10.67","8.00","29.56","OK"
"8ijfd","16.33","27.33","32.33","46.33","20","31","41","58","0.63","0.17","0.07","0.64","0.89","8.22","48.22","69.56","OK"
"8ijfl","2.67","2.67","3.50","16.67","3","4","5","21","-0.71","-0.38","0.00","-0.14","0.67","1.56","2.25","13.56","OK"
"8ijgn",\N,"1.00","1.00","2.00",\N,"1","1","2",\N,\N,\N,\N,\N,"0.00","0.00","0.00","OK"
"8ijjb",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8ijjm",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8ijka","1.00","1.00",\N,\N,"1","1",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,\N,"OK"
"8ijlc",\N,"1.00",\N,"1.00",\N,"1",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00","OK"
"8ijmn",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8ijoc",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8ijod","3.67","6.67","6.33","9.67","6","10","8","12","-0.24","0.71","-0.53","0.53","5.56","5.56","2.89","2.89","OK"
"8ijq9","2.00","2.00","1.00","1.00","2","3","1","1",\N,"0.00",\N,\N,"0.25","0.67","0.00","0.00","OK"
"8ijqf","1.00","1.00","1.00","1.00","1","1","1","1",\N,\N,\N,\N,"0.00","0.00","0.00","0.00","OK"
"8ijql","5.33","26.33","23.00","25.67","8","29","24","28","0.24","-0.71","0.00","-0.24","8.67","14.22","0.67","4.22","OK"
"8ijqw","1.00",\N,"2.00","1.00","1",\N,"2","1",\N,\N,\N,\N,"0.00",\N,"0.00","0.00","OK"
"8ijs4",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8ijsd",\N,\N,"1.00","1035.00",\N,\N,"1","1035",\N,\N,\N,\N,\N,\N,"0.00","0.00","Observation"
"8ijsn",\N,"2.00","1.00","2.33",\N,"2","1","4",\N,\N,\N,"0.38",\N,"0.00","0.00","1.56","OK"
"8ijsu","2.00","1.33","2.50","7.00","2","2","3","10",\N,"0.71","0.00","0.00","0.00","0.22","0.25","9.00","OK"
"8iju6",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8ijva",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8ijw3","2.33","4.67","2.33","6.33","3","6","3","12","0.71","-0.38","-0.71","0.67","0.89","1.56","0.89","16.22","OK"
"8ijwf",\N,"2.00",\N,\N,\N,"2",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8ijwo",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8ijy9","3.50","9.67","8.33","7.00","5","13","13","11","0.00","-0.17","0.14","0.47","2.25","8.22","13.56","8.67","OK"
"8ijyd","6.67","14.00","22.33","19.00","10","18","32","29","-0.17","0.47","0.06","0.67","16.89","8.67","60.22","50.67","OK"
"8ijyv",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8ijzd","8.00","7.33","9.67","17.67","11","13","11","22","0.60","0.11","-0.71","-0.62","10.67","20.22","3.56","22.89","OK"
"8ijze","6.67","8.50","16.33","14.33","17","11","36","26","0.70","0.00","0.70","0.38","86.00","6.25","193.56","76.22","OK"
"8ijzf","1.00","1.00","1.00","4.00","1","1","1","7",\N,\N,\N,"0.00","1.00","0.00","0.00","9.00","OK"
"8ijzi","176.33","228.33","100.33","294.67","516","667","162","846","0.71","0.71","-0.58","0.71","70688.67","96220.22","4341.56","151984.22","Observation"
"8ijzj","4.67","2.33","4.00","18.33","10","3","6","40","0.57","0.71","-0.60","0.65","56.89","0.22","4.67","238.89","OK"
"8ijzx","159.00","118.33","129.00","634.00","220","153","134","718","0.57","0.55","-0.69","-0.35","1677.56","633.56","40.67","6008.67","OK"
"8ik0f","3.00","4.00","4.00","10.67","4","6","7","13","0.00","0.00","0.60","-0.63","2.67","2.67","4.67","6.89","OK"
"8ik15",\N,"2.00","1.00",\N,\N,"2","1",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,"OK"
"8ik16","1.00","1.00","2.00","2.50","1","1","3","4",\N,\N,"0.00","0.00","0.00","0.00","1.00","2.25","OK"
"8ik1o","1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,\N,"OK"
"8ik1t",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8ik2u","1.00",\N,"1.00","2.00","1",\N,"1","2",\N,\N,\N,\N,"0.00",\N,"0.00","0.00","OK"
"8ik2v",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8ik4w","2.00","1.50","1.33","1.50","2","2","2","2",\N,"0.00","0.71","0.00","0.00","0.25","0.22","0.25","OK"
"8ik58","151.00","228.33","245.67","339.33","176","246","280","352","0.52","0.14","0.60","0.49","182.00","193.56","609.56","86.22","OK"
"8ik5g","1.00","2.50","3.33",\N,"1","3","4",\N,\N,"0.00","0.71",\N,"0.00","0.25","0.22",\N,"OK"
"8ik67",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,"0.00",\N,\N,"0.00","OK"
"8ik6c",\N,\N,\N,"2.00",\N,\N,\N,"2",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8ik6x",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8ik7d","6.00","17.33","15.00","18.67","7","23","18","26","0.00","-0.20","0.60","-0.08","0.89","24.22","4.67","37.56","OK"
"8ik9c",\N,"3.00",\N,\N,\N,"5",\N,\N,\N,"0.00",\N,\N,\N,"4.00",\N,\N,"OK"
"8ik9l","1.00","1.00",\N,\N,"1","1",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,\N,"OK"
"8ik9s","4.00",\N,"2.50","3.00","10",\N,"3","5","0.71",\N,"0.00","0.00","18.00",\N,"0.25","2.67","OK"
"8ik9t","2.00","2.00","2.67","6.00","3","3","4","14","0.00","0.00","-0.38","0.64","1.56","1.00","1.56","32.67","OK"
"8ikae",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8ikah","49.33","54.67","61.33","132.33","65","72","65","144","0.60","-0.03","-0.29","0.05","176.89","204.22","10.89","88.22","OK"
"8ikap",\N,\N,"1.00","2.00",\N,\N,"1","2",\N,\N,\N,\N,"0.00",\N,"0.00","0.00","OK"
"8ikaq","1.00","2.00","1.50","2.00","1","2","2","3",\N,\N,"0.00","0.00","0.00","0.00","0.25","0.67","OK"
"8ikaz",\N,\N,"3.00",\N,\N,\N,"3",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8ikb5","1.67","2.67","2.67","3.33","3","3","4","5","0.71","-0.71","-0.38","-0.53","0.67","0.22","1.56","2.89","OK"
"8ikba",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8ikc8",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8ikdj",\N,"1.00",\N,"1.00",\N,"1",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00","OK"
"8ikdw","3.67","2.67","5.67","7.33","7","4","8","12","0.38","-0.38","-0.24","0.71","4.67","1.56","4.22","10.89","OK"
"8ike2","2.00","3.33","3.67","3.33","3","4","4","4","0.00","-0.71","-0.71","0.71","2.67","0.89","0.22","0.22","OK"
"8ikf1","3.00","2.67","10.33","6.33","4","5","12","9","-0.71","0.53","0.38","0.24","6.00","2.89","1.56","4.22","OK"
"8ikg6","4.00","1.50","1.00","2.67","4","2","1","3",\N,"0.00",\N,"-0.71","0.00","0.25","0.00","0.22","OK"
"8ikg9",\N,"1.00",\N,"1.00",\N,"1",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00","OK"
"8ikgc",\N,"1.00",\N,"1.00",\N,"1",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00","OK"
"8iki8",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8ikip","14.50","26.67","19.67","42.33","28","28","50","51","0.00","-0.38","0.70","0.29","256.00","1.56","461.56","43.56","OK"
