partnerid,status,avg_spiky_ReAgCnIpCi,std_spiky_ReAgCnIpCi,night_avg_spiky_ReAgCnIpCi,night_std_spiky_ReAgCnIpCi,morning_avg_spiky_ReAgCnIpCi,morning_std_spiky_ReAgCnIpCi,afternoon_avg_spiky_ReAgCnIpCi,afternoon_std_spiky_ReAgCnIpCi,evening_avg_spiky_ReAgCnIpCi,evening_std_spiky_ReAgCnIpCi,avg_spiky_ReAgCnIp,std_spiky_ReAgCnIp,avg_spiky_ReAgCn,std_spiky_ReAgCn,avg_spiky_iplong,std_spiky_iplong,avg_spiky_agent,std_spiky_agent,night_avg_spiky_agent,night_std_spiky_agent,morning_avg_spiky_agent,morning_std_spiky_agent,afternoon_avg_spiky_agent,afternoon_std_spiky_agent,evening_avg_spiky_agent,evening_std_spiky_agent,avg_spiky_cid,std_spiky_cid,avg_spiky_cntr,std_spiky_cntr,avg_spiky_referer,std_spiky_referer,night_avg_spiky_referer,night_std_spiky_referer,morning_avg_spiky_referer,morning_std_spiky_referer,afternoon_avg_spiky_referer,afternoon_std_spiky_referer,evening_avg_spiky_referer,evening_std_spiky_referer,category_es,category_mc,category_ad,category_co,category_se,category_mg,category_pp,category_in,category_gd,category_ow,total_clicks,distinct_iplong,distinct_agent,distinct_cid,distinct_cntr,distinct_referer,night_click_percent,morning_click_percent,afternoon_click_percent,evening_click_percent,night_referer_percent,morning_referer_percent,afternoon_referer_percent,evening_referer_percent,night_agent_percent,morning_agent_percent,afternoon_agent_percent,evening_agent_percent,avg_total_clicks,std_total_clicks,avg_distinct_iplong,std_distinct_iplong,avg_distinct_agent,std_distinct_agent,avg_distinct_cid,std_distinct_cid,avg_distinct_cntr,std_distinct_cntr,avg_distinct_referer,std_distinct_referer,avg_null_agent,std_null_agent,avg_null_referer,std_null_referer,night_avg_null_referer,night_std_null_referer,morning_avg_null_referer,morning_std_null_referer,afternoon_avg_null_referer,afternoon_std_null_referer,evening_avg_null_referer,evening_std_null_referer,first_15_minute_percent,second_15_minute_percent,third_15_minute_percent,last_15_minute_percent,brand_MAUI_percent,brand_Nokia_percent,brand_Generic_percent,brand_Apple_percent,brand_Blackberry_percent,brand_Samsung_percent,brand_SonyEricsson_percent,brand_LG_percent,brand_other_percent,avg_per_hour_density,std_per_hour_density,cntr_az_percent,cntr_id_percent,cntr_in_percent,cntr_us_percent,cntr_ng_percent,cntr_tr_percent,cntr_ru_percent,cntr_th_percent,cntr_sg_percent,cntr_uk_percent,cntr_other_percent
8icdj,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,4,1,2,1,0,0,0.25,0.5,0.25,0,0,0,0,0,1,1,1,1.33,0.47,1.33,0.47,1,0,1.33,0.47,1,0,0,0,0,0,1.33,0.47,0,0,1,0,1,0,1,0,0.5,0,0,0.5,0,0,1,0,0,0,0,0,0,1.33,0.47,0,0,0,0,0,0,0,0,0,0,1
8ice8,0,1.24,1.49,1.25,1.68,1.2,1.03,1.23,1.4,1.27,1.57,1.25,1.49,1.26,1.5,1.11,0.45,1.32,0.71,1.35,0.74,1.2,0.57,1.31,0.62,1.37,0.84,2.55,5.73,2.36,3.25,1.87,2.16,2.05,2.63,1.67,1.5,1.81,1.95,1.84,2.12,0,1,0,0,0,0,0,0,0,0,917,665,267,176,75,179,0.34,0.16,0.26,0.24,0.49,0.26,0.42,0.42,0.53,0.33,0.41,0.42,305.67,100.18,242.33,75.97,136.33,32.79,80.33,26.41,45.67,6.6,85.67,24.14,0,0,64.33,21.48,21.67,9.53,10,0.82,15.33,7.32,17.33,5.31,0.25,0.27,0.26,0.22,0.03,0,0.03,0,0,0,0,0,0,24,0,0,0.05,0.31,0.03,0.02,0.01,0,0.01,0.02,0.01,0.02
8icee,0,1.13,0.61,1,0,1.75,1.3,1,0,1,0,1.13,0.61,1.13,0.61,1.18,0.65,1.18,0.65,1,0,1.75,1.3,1,0,1.11,0.31,1.13,0.61,1.53,1.04,1.3,0.71,1,0,1.75,1.3,1.25,0.43,1.25,0.43,0,1,0,0,0,0,0,0,0,0,26,22,19,14,6,2,0.15,0.27,0.19,0.38,0.5,0.5,0.5,1,0.21,0.21,0.26,0.47,8.67,3.3,7.33,4.03,7,3.56,5.67,1.7,3,0.82,1.33,0.47,0,0,3.67,1.25,1,0,3,1,1,0,2,0,0.27,0.38,0.23,0.12,0,0.04,0.04,0,0,0,0,0,0,6,2.94,0,0.04,0.65,0,0,0,0,0,0,0,0.04
8icef,0,1.14,0.53,1.19,0.66,1,0,1.15,0.53,1.1,0.3,1.17,0.55,1.19,0.57,1.04,0.19,1.14,0.35,1.25,0.43,1,0,1.07,0.26,1.1,0.3,1.04,0.19,1.6,0.9,1.22,0.59,1.32,0.73,1,0,1.15,0.53,1.22,0.42,0,0,1,0,0,0,0,0,0,0,56,43,33,47,6,18,0.45,0.09,0.27,0.2,0.56,0.17,0.44,0.39,0.52,0.15,0.3,0.27,18.67,1.7,17.33,2.05,14.33,3.3,17,1.41,5,0.82,9,0.82,0,0,5.67,0.47,2.33,0.94,1,0,2,0,2,0,0.25,0.29,0.21,0.25,0.11,0.05,0.05,0,0.02,0.02,0.02,0,0.02,12.67,0.94,0,0.61,0,0.04,0,0,0,0.09,0,0,0.05
8icfc,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8icfe,0,6.29,52.5,6.61,55.76,7.49,58.79,2.26,3.94,2,3.59,6.46,53.21,6.46,53.21,1.36,2.29,5.51,29.95,6.5,34,7.08,34.54,1.34,1.14,1.29,0.8,11.66,28.91,30.57,129.59,6.47,53.25,6.9,56.92,7.7,59.61,2.26,3.94,2.03,3.61,0,0,0,1,0,0,0,0,0,0,4432,2935,264,113,35,658,0.33,0.61,0.03,0.03,0.31,0.53,0.08,0.09,0.53,0.67,0.24,0.25,1477.33,176.09,1021.67,129.21,153.33,2.87,62,13.49,20.33,1.7,220,8.49,0,0,1248,168.53,412.33,79.29,786,205.76,26,9.63,23.67,8.38,0.21,0.27,0.24,0.27,0.49,0,0.08,0,0,0,0,0,0,23,0,0,0,0,0,0.02,0,0,0,0,0,0
8icff,0,2.84,10.24,1.82,6.7,2.93,9.39,3.65,12.74,3.14,11.5,2.85,10.27,2.85,10.28,1.43,1.72,2.25,5.25,1.8,1.77,2.16,4.49,2.65,6.95,2.35,5.94,2.82,7.02,10.58,23.15,2.86,10.28,1.83,6.72,2.93,9.39,3.71,12.83,3.18,11.56,0,0,0,1,0,0,0,0,0,0,1724,593,246,178,33,576,0.18,0.23,0.27,0.32,0.28,0.22,0.21,0.29,0.45,0.42,0.42,0.54,574.67,66.5,269.33,93.81,136.67,14.01,91.33,8.26,19.67,0.47,192.33,51.39,0,0,378.67,15.41,48.33,37.46,89,14.17,115.33,25.04,126,14.14,0.21,0.27,0.23,0.29,0.34,0,0.01,0,0,0,0,0,0,23.33,0.47,0,0,0.04,0,0.06,0,0.01,0,0,0,0
8icfm,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
8icgh,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,2,1,2,0,0,1,0,0,0,1,0,0,0,1,0,2,0,1,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
8ich8,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,2,0,2,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,2,0,0,0,0.5,0.5,0,0,0,0,0,0,0
8ichd,0,1.23,0.97,1.1,0.72,1.33,1.13,1.25,1.01,1.31,1.09,1.27,1.03,1.28,1.03,1.13,0.48,1.31,0.66,1.3,0.55,1.42,0.76,1.29,0.62,1.28,0.73,1.21,0.52,7.27,7.88,1.39,1.15,1.3,1.04,1.42,1.17,1.44,1.14,1.45,1.24,0,1,0,0,0,0,0,0,0,0,371,299,111,143,11,122,0.29,0.18,0.23,0.29,0.49,0.31,0.35,0.39,0.56,0.3,0.42,0.5,123.67,9.46,104.33,6.94,59,7.48,71.67,5.56,7.67,0.94,58.67,4.92,0,0,28,3.74,5,3.56,6.33,0.94,7.33,0.94,9.33,4.71,0.26,0.25,0.26,0.23,0.04,0,0.01,0,0,0,0,0,0,23,0,0,0,0.91,0.02,0,0,0,0,0.01,0,0.01
8ichj,0,1.33,0.75,1.67,0.94,0,0,1,0,1,0,1.33,0.75,1.33,0.75,1.14,0.35,1.14,0.35,1.25,0.43,0,0,1,0,1,0,1,0,1.6,1.2,1.33,0.75,1.67,0.94,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,8,7,5,7,1,2,0.63,0,0.25,0.13,0.5,0,0.5,0,0.8,0,0.4,0.2,2.67,1.25,2.33,0.94,2.33,0.94,2.33,1.25,1,0,1,0,0,0,2.5,0.5,3,0,0,0,1,0,1,0,0.13,0.38,0.13,0.38,0,0.13,0,0,0,0.13,0,0,0,1.67,0.94,0,0,0,0,0,0,0,0,0,0,1
8ichk,0,1.15,0.89,1.2,1.26,1.13,0.53,1.08,0.37,1.14,0.49,1.16,0.9,1.17,0.91,1.26,0.68,1.55,1.19,1.7,1.43,1.44,1.11,1.52,0.96,1.38,0.81,1.43,1.2,3.59,4.96,1.25,0.99,1.34,1.39,1.18,0.57,1.2,0.48,1.19,0.55,0,1,0,0,0,0,0,0,0,0,510,359,138,190,37,312,0.44,0.21,0.2,0.16,0.46,0.23,0.24,0.19,0.61,0.36,0.36,0.3,170,12.36,125.67,6.8,71.33,10.66,91.67,10.87,21.33,4.78,115.33,1.7,0,0,25,7.07,13,3.56,4.67,3.09,3.33,1.25,4,1.63,0.22,0.27,0.24,0.27,0.06,0.02,0.02,0.01,0,0,0.01,0,0,24,0,0,0.22,0.47,0.02,0.01,0.07,0.01,0.01,0.02,0.02,0.02
8ichs,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8ichw,0,1.1,0.3,1,0,0,0,1.2,0.4,1,0,1.1,0.3,1.1,0.3,1,0,1.22,0.42,1,0,0,0,1.5,0.5,1,0,1.22,0.42,1.22,0.42,1.1,0.3,1,0,0,0,1.2,0.4,1,0,0,1,0,0,0,0,0,0,0,0,11,10,1,1,1,2,0.09,0,0.55,0.36,0,0,1,0,1,0,1,1,3.67,2.49,3.67,2.49,1,0,1,0,1,0,0.67,0.94,0,0,3,1.63,1,0,0,0,2,0,2,1,0.09,0.18,0.27,0.45,0,1,0,0,0,0,0,0,0,3.67,2.49,0,1,0,0,0,0,0,0,0,0,0
8icia,0,1.1,0.41,1.1,0.38,1.13,0.72,1.07,0.26,1.09,0.34,1.13,0.45,1.22,0.81,1.25,0.57,1.96,2.07,2.46,2.86,1.31,0.61,1.55,1.04,2.12,1.98,1.46,1.28,3.07,2.97,1.45,1.25,1.53,1.47,1.17,0.75,1.36,1.1,1.57,1.17,0,0,1,0,0,0,0,0,0,0,264,118,51,68,15,86,0.43,0.13,0.17,0.27,0.55,0.24,0.24,0.28,0.51,0.35,0.41,0.41,88,7.79,52,1.63,24.67,1.7,31.67,6.34,9.33,0.47,35,9.93,0,0,8.67,3.09,3,2.83,2.67,1.25,1.5,0.5,2,1.41,0.28,0.29,0.24,0.2,0.01,0,0.02,0,0.42,0,0,0.01,0.01,22,0.82,0,0,0.02,0.01,0.06,0,0,0.02,0,0.25,0.01
8icim,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1.08,0.28,1.08,0.28,1.5,0.5,1,0,1,0,1,0,1,0,1.3,0.46,1.08,0.28,1,0,1,0,1,0,1.33,0.47,0,1,0,0,0,0,0,0,0,0,13,11,12,9,1,4,0.23,0.23,0.23,0.31,0.5,0.5,0.5,0.5,0.17,0.25,0.25,0.33,4.33,2.49,3.67,2.05,4,2.45,3.33,2.05,1,0,2,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.15,0.15,0.38,0,0.08,0,0,0,0.08,0.08,0,0,3.33,1.7,0,1,0,0,0,0,0,0,0,0,0
8icin,0,1.62,5.28,1.64,6.16,1.68,4.29,1.48,4.15,1.7,5.89,1.64,5.32,1.75,5.49,1.14,0.58,1.82,2.28,1.87,2.23,1.64,1.63,1.81,1.91,1.91,2.93,6.17,20.07,6.71,16.27,4.86,11.09,4.42,11.99,4.67,8.15,4.93,10.2,5.41,12.4,0,0,1,0,0,0,0,0,0,0,2449,1679,349,171,77,232,0.27,0.16,0.27,0.29,0.46,0.23,0.4,0.35,0.54,0.38,0.51,0.52,816.33,525.53,605,359.74,190,55.93,78.67,35.35,45,13.49,85,85.91,1,0,310.67,184.46,87.33,55.92,51.67,27.19,72,47.77,99.67,55.07,0.25,0.25,0.26,0.25,0.14,0,0.03,0,0,0,0,0,0,24,0,0,0.13,0.59,0.02,0.01,0.01,0,0,0,0,0
8icix,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,1,0.5,0,0,0.5,0,0,0,1,0.5,0,0,0.5,1,0,1,0,1,0,1,0,1,0,0.5,0.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0,0,0,1,0,0,0.5,0,0,0,0.5,0,0,0,0,0
8icoz,0,1.5,0.5,0,0,0,0,0,0,1.5,0.5,1.5,0.5,3,0,1.5,0.5,3,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,2,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1.5,0.5,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.33,0.33,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8icp7,0,1.31,1.17,1.37,1.53,1.21,0.65,1.35,1.02,1.26,0.73,1.32,1.17,1.32,1.17,1.14,0.48,1.19,0.54,1.21,0.55,1.15,0.42,1.18,0.54,1.22,0.61,1.26,0.76,2.4,3.59,1.68,1.45,1.96,1.95,1.31,0.7,1.65,1.15,1.55,1.03,0,0,1,0,0,0,0,0,0,0,331,253,151,112,33,52,0.44,0.14,0.2,0.22,0.65,0.42,0.44,0.44,0.58,0.21,0.3,0.33,110.33,11.79,91.33,8.26,67,7.79,57.33,3.3,20.33,2.62,30,3.56,0,0,31,4.97,13.67,4.5,4.33,0.47,6.67,2.49,6.33,2.62,0.25,0.23,0.26,0.26,0.09,0,0,0.01,0.01,0,0,0,0.01,23.67,0.47,0.01,0.04,0.54,0.06,0.03,0.06,0.01,0.02,0.02,0.01,0.01
8icq7,0,1.31,0.82,1.57,1.05,0,0,1,0,0,0,1.42,0.86,1.42,0.86,1.21,0.56,1.21,0.56,1.22,0.63,0,0,1.2,0.4,0,0,1,0,1.42,0.76,1.42,0.86,1.57,1.05,0,0,1.2,0.4,0,0,1,0,0,0,0,0,0,0,0,0,17,13,10,14,8,6,0.65,0,0.35,0,0.5,0,0.5,0,0.7,0,0.4,0,8.5,6.5,6.5,4.5,5,3,7.5,5.5,4,2,3,2,0,0,5,4,4,3,0,0,2,0,0,0,0.41,0.06,0.24,0.29,0,0.06,0,0,0.06,0,0.12,0,0.29,5,3,0,0.35,0,0.06,0,0,0,0,0.06,0,0.18
8ictc,0,1.11,0.31,1.17,0.37,1,0,1.14,0.35,1,0,1.11,0.31,1.11,0.31,1,0,1,0,1,0,1,0,1,0,1,0,1.05,0.22,1.11,0.46,1.18,0.38,1.4,0.49,1,0,1.14,0.35,1,0,0,0,1,0,0,0,0,0,0,0,20,19,19,18,8,7,0.35,0.1,0.4,0.15,0.43,0.14,0.43,0.29,0.37,0.11,0.42,0.16,6.67,0.94,6.67,0.94,6.67,0.94,6.33,1.25,4,0.82,3,0.82,0,0,2.67,0.47,1.5,0.5,1,0,1.5,0.5,1,0,0.25,0.2,0.3,0.25,0.1,0.05,0,0,0.05,0.05,0.05,0.05,0.05,6,0.82,0,0.2,0.45,0,0,0.1,0,0,0.05,0,0.05
8ictf,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8ictz,0,1.23,0.69,1.22,0.73,1.09,0.42,1.23,0.62,1.33,0.86,1.25,0.71,1.25,0.71,1.14,0.44,1.2,0.59,1.15,0.54,1.2,0.51,1.33,0.78,1.13,0.41,1.16,0.43,1.61,1.19,1.29,0.69,1.31,0.67,1.2,0.51,1.3,0.65,1.33,0.86,0,0,1,0,0,0,0,0,0,0,163,133,78,59,32,62,0.34,0.15,0.29,0.22,0.5,0.21,0.39,0.29,0.49,0.23,0.37,0.33,54.33,13.2,45.67,11.73,35,5.72,28,7.79,16.33,4.19,25,4.97,0,0,15.33,2.36,4.67,3.3,3,0,3.67,1.7,5,1.63,0.33,0.26,0.18,0.23,0.02,0.01,0.04,0.02,0.01,0.01,0.01,0.01,0.05,19.33,2.49,0,0.04,0.34,0.04,0.01,0.07,0.01,0,0,0,0.01
8icu9,0,1.08,0.28,1,0,1,0,1.07,0.25,1.33,0.47,1.44,0.83,1.44,0.83,2,2.45,2,1.36,1.25,0.43,1,0,3.2,1.47,1.33,0.47,1.13,0.34,2,2.45,2,1.92,1,0,1,0,4,2.45,1.33,0.47,0,0,1,0,0,0,0,0,0,0,26,12,7,21,10,6,0.19,0.04,0.62,0.15,0.67,0.17,0.67,0.33,0.29,0.14,0.57,0.43,8.67,3.09,4.67,2.36,4,1.41,7.33,3.3,4.67,2.36,3.67,0.94,0,0,2,0,0,0,0,0,0,0,2,0,0.27,0.27,0.23,0.23,0,0.04,0,0.38,0,0,0.04,0,0.15,3.67,0.94,0,0,0.04,0.04,0,0,0,0,0,0.54,0.12
8icuy,0,5.89,4.42,12.17,4.22,4.43,2.82,3.88,2.32,4.29,2.37,5.89,4.42,5.89,4.42,1.11,0.39,1.96,1.37,2.43,1.8,1.72,0.87,1.94,1.2,1.5,0.74,1.34,0.72,1.56,1.07,5.89,4.42,12.17,4.22,4.43,2.82,3.88,2.32,4.29,2.37,0,0,0,0,1,0,0,0,0,0,165,83,11,48,21,4,0.44,0.19,0.19,0.18,0,0.25,0.5,0.25,0.91,0.73,0.55,0.73,55,11.22,37,9.09,8.67,1.25,25.67,5.56,13.67,0.47,1.33,1.25,0,0,53.67,9.98,24.33,5.44,10,0.82,9.67,7.32,9.67,1.89,0.16,0.3,0.27,0.27,0,0,0,0,0.3,0,0,0,0,19.67,1.7,0.01,0.1,0.01,0,0.09,0.15,0,0.06,0,0.12,0.01
8icv3,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8icvc,0,1.44,1.61,1.78,2.2,1,0,1,0,1.33,0.47,1.44,1.61,1.44,1.61,1.37,1.56,1.37,1.56,1.78,2.2,1,0,1,0,1,0,1.53,0.98,1.44,1.61,1.44,1.61,1.78,2.2,1,0,1,0,1.33,0.47,0,0,0,0,1,0,0,0,0,0,26,18,15,8,9,10,0.62,0.12,0.12,0.15,0.7,0.2,0.1,0.2,0.53,0.2,0.13,0.27,8.67,6.02,6.33,2.87,5.33,1.7,3.33,2.62,4,0.82,3.67,0.47,0,0,7,6,9,0,1,0,2,0,1,0,0.15,0.15,0.15,0.54,0.08,0.04,0.12,0,0,0,0.04,0,0,5.33,2.05,0,0.31,0.08,0,0,0,0,0,0,0,0.04
8icwe,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,8,8,6,1,5,3,0.25,0.25,0.25,0.25,0.67,0,0.67,0.67,0.33,0.33,0.33,0.33,2.67,0.94,2.67,0.94,2.33,0.47,1,0,2,0,1.33,0.47,0,0,1,0,0,0,1,0,0,0,0,0,0.25,0.13,0.13,0.5,0.25,0.13,0,0.13,0,0.13,0,0,0.25,2.67,0.94,0,0.13,0.13,0,0,0,0,0,0,0,0.13
8icx6,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8icxc,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1.13,0.33,1,0,0,0,1.33,0.47,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,9,9,8,9,4,2,0.33,0,0.44,0.22,1,0,1,0.5,0.38,0,0.38,0.25,4.5,1.5,4.5,1.5,4,1,4.5,1.5,3,1,1.5,0.5,0,0,1.5,0.5,1,0,0,0,1,0,1,0,0.33,0.33,0.22,0.11,0.11,0.11,0,0,0,0,0.11,0,0,4,1,0,0.33,0.44,0,0,0.11,0,0,0,0,0.11
8icxd,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,1,0,0.5,0,0,0.5,0,0,0,0,0.5,0,0,0.5,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.5,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8icxf,0,1,0,1,0,0,0,0,0,0,0,1.14,0.35,1.14,0.35,1.33,0.47,1.33,0.47,1.33,0.47,0,0,0,0,0,0,1,0,2.67,2.36,2.67,1.7,2.67,1.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,6,6,8,3,1,1,0,0,0,1,0,0,0,1,0,0,0,4,1,3,1,3,1,4,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.13,0.5,0.13,0.25,0,0.13,0,0,0,0.13,0,0.25,0.13,2,0,0.13,0,0.75,0.13,0,0,0,0,0,0,0
8icxl,0,1.25,0.8,1.25,0.75,1.54,1.34,1.15,0.53,1.11,0.31,1.25,0.8,1.27,0.81,1.09,0.28,1.25,0.72,1.18,0.38,1.67,1.37,1.25,0.43,1.05,0.22,2.05,1.37,1.85,1.37,1.41,0.89,1.54,0.84,1.67,1.37,1.25,0.6,1.24,0.55,0,0,1,0,0,0,0,0,0,0,76,67,42,13,8,13,0.26,0.26,0.2,0.28,0.38,0.31,0.62,0.54,0.36,0.24,0.26,0.43,25.33,4.64,23,3.74,17.67,3.09,6,2.16,5,1.41,7,0.82,0,0,9.67,4.78,2.67,1.25,5,0,2,0.82,1.67,0.94,0.25,0.21,0.25,0.29,0.22,0.01,0.03,0.01,0,0.01,0.01,0,0.01,14,2.16,0,0.7,0.08,0.01,0,0,0,0,0,0,0.04
8icyy,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1.09,0.29,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,12,12,11,9,7,5,0.42,0.08,0.33,0.17,0.8,0,0.4,0.2,0.45,0.09,0.27,0.18,4,0.82,4,0.82,4,0.82,3.33,0.47,3,0.82,2,0.82,0,0,1.67,0.47,1,0,1,0,1,0,1,0,0.08,0.42,0.25,0.25,0.08,0.08,0.17,0,0,0.08,0,0,0.08,3.67,0.47,0,0.08,0.33,0.08,0,0.08,0,0,0,0,0.17
8icz2,0,1.1,0.56,1.14,0.71,1.07,0.4,1.09,0.48,1.09,0.55,1.12,0.58,1.13,0.59,1.21,0.67,1.35,1.04,1.33,0.87,1.18,0.42,1.81,1.89,1.18,0.47,1.26,0.69,1.82,1.67,1.15,0.61,1.23,0.79,1.09,0.41,1.13,0.52,1.13,0.58,0,0,1,0,0,0,0,0,0,0,339,260,156,156,38,250,0.32,0.22,0.26,0.21,0.32,0.24,0.28,0.23,0.4,0.38,0.24,0.3,113,6.68,89.33,9.1,65.33,3.77,65.67,3.77,25,0,88.33,3.86,0,0,15.33,3.3,6,2.94,3,0.82,3.33,0.47,3,1.41,0.19,0.27,0.22,0.32,0.03,0.01,0.09,0.01,0.02,0,0,0.01,0.01,22,1.41,0,0.02,0.07,0.17,0.01,0.15,0.01,0.03,0,0.03,0.01
